Label: f
Points: 47
0.4 609 659
0.5 611 664
0.6 614 667
0.7 617 670
0.8 620 673
0.9 622 676
1.0 624 679
1.1 624 681
1.2 624 680
1.3 622 679
1.4 621 676
1.5 619 673
1.6 618 669
1.7 618 665

Label: O
Points: 30
0 1020 712
0.1 1021 713
0.2 1019 713
0.3 1016 712
0.4 1014 709
0.5 1004 693
0.6 1001 688
0.7 998 682
0.8 996 677
0.9 996 672
1.0 997 668
1.1 999 667
1.2 1002 667
1.3 1007 668
1.4 1013 671
1.5 1019 674
1.6 1024 678
1.7 1028 682
1.8 1030 687
1.9 1031 692
2.0 1033 698
2.1 1034 704
2.2 1035 710
2.3 1036 716
2.4 1035 720
2.5 1035 721
2.6 1032 721
2.7 1029 719
2.8 1025 717
2.9 1022 715

Label: m
Points: 40
0 783 694
0.1 783 695
0.2 783 696
0.3 783 698
0.4 783 699
0.5 783 695
0.6 783 691
0.7 782 685
0.8 781 679
0.9 779 674
1.0 779 670
1.1 780 670
1.2 780 671
1.3 782 673
1.4 785 676
1.5 788 680
1.6 791 684
1.7 793 687
1.8 795 688
1.9 796 687
2.0 796 685
2.1 796 682
2.2 796 680
2.3 796 680
2.4 797 681
2.5 799 684
2.6 802 686
2.7 805 690
2.8 808 692
2.9 811 694
3.0 814 695
3.1 818 695
3.2 819 693
3.3 821 691
3.4 821 686
3.5 821 681
3.6 821 674
3.7 820 668
3.8 820 665
3.9 822 663

Label: +
Points: 10
0 464 698
0.1 465 696
0.2 466 696
0.3 468 696
0.4 469 696
0.5 479 696
0.6 482 696
0.7 486 697
0.8 490 698
0.9 494 699

Label: e
Points: 24
0 1021 674
0.1 1021 673
0.2 1020 671
0.3 1020 670
0.4 1020 669
0.5 1027 669
0.6 1030 670
0.7 1033 672
0.8 1037 674
0.9 1041 678
1.0 1043 681
1.1 1044 684
1.2 1042 687
1.3 1038 685
1.4 1032 684
1.5 1026 681
1.6 1021 678
1.7 1017 673
1.8 1017 668
1.9 1018 664
2.0 1020 661
2.1 1024 659
2.2 1030 659
2.3 1035 659

Label: d
Points: 30
0 1274 690
0.1 1274 691
0.2 1272 691
0.3 1270 690
0.4 1269 689
0.5 1256 681
0.6 1253 678
0.7 1249 674
0.8 1247 670
0.9 1246 665
1.0 1247 663
1.1 1250 661
1.2 1253 662
1.3 1256 664
1.4 1262 666
1.5 1267 670
1.6 1272 677
1.7 1277 685
1.8 1280 695
1.9 1283 705
2.0 1284 715
2.1 1285 723
2.2 1285 728
2.3 1285 725
2.4 1283 720
2.5 1281 712
2.6 1278 704
2.7 1276 694
2.8 1274 685
2.9 1273 679

Label: i
Points: 15
0 777 664
0.1 778 665
0.2 780 666
0.3 782 668
0.4 785 670
0.5 792 676
0.6 794 678
0.7 797 680
0.8 797 680
0.9 797 679
1.0 797 676
1.1 796 674
1.2 795 670
1.3 794 665
1.4 794 662

Label: 2
Points: 43
0 1077 720
0.1 1075 720
0.2 1074 719
0.3 1073 718
0.4 1072 717
0.5 1068 717
0.6 1068 718
0.7 1069 720
0.8 1070 722
0.9 1072 726
1.0 1075 731
1.1 1078 735
1.2 1080 739
1.3 1083 743
1.4 1085 745
1.5 1088 746
1.6 1090 746
1.7 1092 745
1.8 1093 743
1.9 1092 738
2.0 1090 729
2.1 1085 718
2.2 1077 706
2.3 1067 695
2.4 1058 685
2.5 1050 676
2.6 1047 670
2.7 1046 668
2.8 1048 670
2.9 1050 672
3.0 1053 674
3.1 1056 676
3.2 1058 676
3.3 1060 674
3.4 1061 671
3.5 1061 668
3.6 1061 665
3.7 1063 663
3.8 1065 662
3.9 1069 662
4.0 1072 663
4.1 1075 664
4.2 1078 666

Label: j
Points: 28
0 637 661
0.1 636 662
0.2 637 665
0.3 639 667
0.4 641 670
0.5 647 678
0.6 649 681
0.7 652 684
0.8 654 688
0.9 654 690
1.0 654 689
1.1 652 685
1.2 651 679
1.3 649 673
1.4 647 664
1.5 644 657
1.6 643 650
1.7 641 644
1.8 641 639
1.9 640 632
2.0 639 627
2.1 637 621
2.2 633 615
2.3 629 610
2.4 624 607
2.5 620 606
2.6 617 607
2.7 617 610

Label: $
Points: 25
0 415 728
0.1 413 729
0.2 411 728
0.3 409 726
0.4 406 725
0.5 399 720
0.6 396 718
0.7 393 715
0.8 391 712
0.9 392 709
1.0 394 707
1.1 398 706
1.2 401 704
1.3 404 703
1.4 406 700
1.5 407 696
1.6 406 693
1.7 404 689
1.8 401 685
1.9 395 681
2.0 388 679
2.1 382 676
2.2 377 675
2.3 376 675
2.4 377 676

Label: t
Points: 22
0 880 685
0.1 881 687
0.2 883 688
0.3 885 690
0.4 888 693
0.5 895 700
0.6 899 703
0.7 902 707
0.8 906 712
0.9 908 718
1.0 910 724
1.1 910 729
1.2 910 730
1.3 909 727
1.4 907 721
1.5 903 713
1.6 899 704
1.7 894 694
1.8 891 685
1.9 888 679
2.0 886 673
2.1 887 670

Label: q
Points: 30
0 1112 695
0.1 1112 696
0.2 1112 698
0.3 1112 699
0.4 1110 698
0.5 1098 690
0.6 1094 685
0.7 1089 680
0.8 1088 676
0.9 1089 672
1.0 1091 671
1.1 1093 670
1.2 1097 671
1.3 1102 672
1.4 1106 675
1.5 1111 679
1.6 1114 684
1.7 1116 689
1.8 1115 692
1.9 1113 690
2.0 1111 686
2.1 1110 682
2.2 1106 674
2.3 1103 665
2.4 1099 654
2.5 1093 642
2.6 1087 630
2.7 1080 620
2.8 1075 610
2.9 1070 603

Label: e
Points: 26
0 530 670
0.1 530 669
0.2 531 669
0.3 534 669
0.4 537 670
0.5 545 674
0.6 547 676
0.7 551 678
0.8 555 680
0.9 558 682
1.0 559 685
1.1 558 688
1.2 556 690
1.3 554 690
1.4 550 690
1.5 546 689
1.6 541 686
1.7 538 681
1.8 535 674
1.9 533 668
2.0 533 662
2.1 535 658
2.2 537 656
2.3 541 657
2.4 546 657
2.5 552 659

Label: a
Points: 33
0 110 684
0.1 110 685
0.2 109 686
0.3 107 686
0.4 106 686
0.5 101 685
0.6 99 683
0.7 98 679
0.8 95 676
0.9 93 671
1.0 92 668
1.1 92 666
1.2 93 665
1.3 96 665
1.4 99 667
1.5 104 668
1.6 107 671
1.7 111 674
1.8 113 678
1.9 114 681
2.0 113 684
2.1 112 684
2.2 112 683
2.3 111 681
2.4 111 677
2.5 112 672
2.6 112 666
2.7 113 662
2.8 116 659
2.9 119 658
3.0 123 659
3.1 128 660
3.2 133 662

Label: 5
Points: 31
0 602 730
0.1 601 729
0.2 599 726
0.3 597 724
0.4 596 723
0.5 583 710
0.6 579 706
0.7 576 706
0.8 574 706
0.9 572 705
1.0 571 703
1.1 569 700
1.2 566 695
1.3 563 691
1.4 561 688
1.5 562 687
1.6 563 686
1.7 565 686
1.8 568 686
1.9 570 685
2.0 572 684
2.1 575 682
2.2 576 680
2.3 577 678
2.4 577 675
2.5 575 672
2.6 572 670
2.7 569 668
2.8 565 666
2.9 560 666
3.0 558 667

Label: e
Points: 25
0 1016 671
0.1 1014 671
0.2 1016 671
0.3 1017 671
0.4 1020 671
0.5 1033 675
0.6 1037 678
0.7 1041 680
0.8 1044 683
0.9 1047 686
1.0 1047 689
1.1 1044 690
1.2 1039 689
1.3 1032 688
1.4 1025 686
1.5 1017 682
1.6 1012 678
1.7 1010 673
1.8 1011 668
1.9 1013 664
2.0 1016 662
2.1 1019 660
2.2 1023 660
2.3 1028 659
2.4 1033 660

Label: T
Points: 8
0 788 719
0.1 790 720
0.2 793 721
0.3 798 722
0.4 801 723
0.5 813 724
0.6 816 724
0.7 819 724

Label: w
Points: 27
0 563 696
0.1 564 698
0.2 566 698
0.3 566 696
0.4 566 693
0.5 564 681
0.6 563 676
0.7 563 673
0.8 563 670
0.9 565 668
1.0 566 669
1.1 569 671
1.2 572 673
1.3 576 675
1.4 578 678
1.5 580 678
1.6 580 676
1.7 580 674
1.8 580 671
1.9 581 670
2.0 583 670
2.1 587 671
2.2 591 674
2.3 596 679
2.4 600 684
2.5 603 690
2.6 605 694

Label: v
Points: 29
0 1378 701
0.1 1379 702
0.2 1380 704
0.3 1380 706
0.4 1380 707
0.5 1380 704
0.6 1380 703
0.7 1379 699
0.8 1378 696
0.9 1376 691
1.0 1375 687
1.1 1375 683
1.2 1375 679
1.3 1375 675
1.4 1375 671
1.5 1375 668
1.6 1375 665
1.7 1376 663
1.8 1378 664
1.9 1380 666
2.0 1383 671
2.1 1385 676
2.2 1387 683
2.3 1389 689
2.4 1391 694
2.5 1393 698
2.6 1395 701
2.7 1397 702
2.8 1400 702

Label: o
Points: 23
0 1185 682
0.1 1185 683
0.2 1184 682
0.3 1182 680
0.4 1180 678
0.5 1173 664
0.6 1172 661
0.7 1172 659
0.8 1174 658
0.9 1177 658
1.0 1181 659
1.1 1186 662
1.2 1192 665
1.3 1197 668
1.4 1200 672
1.5 1200 675
1.6 1198 678
1.7 1195 679
1.8 1191 680
1.9 1186 681
2.0 1181 681
2.1 1180 681
2.2 1182 680

Label: 2
Points: 46
0 643 712
0.1 641 712
0.2 640 710
0.3 639 710
0.4 638 709
0.5 634 709
0.6 634 710
0.7 635 713
0.8 635 717
0.9 637 721
1.0 639 726
1.1 641 729
1.2 644 732
1.3 648 735
1.4 651 735
1.5 654 735
1.6 657 735
1.7 657 732
1.8 657 728
1.9 654 721
2.0 652 714
2.1 647 706
2.2 643 698
2.3 637 691
2.4 632 684
2.5 629 679
2.6 626 676
2.7 624 676
2.8 624 676
2.9 625 677
3.0 626 678
3.1 627 678
3.2 630 678
3.3 632 678
3.4 635 678
3.5 637 676
3.6 640 674
3.7 642 673
3.8 645 671
3.9 648 671
4.0 652 672
4.1 655 673
4.2 657 674
4.3 660 676
4.4 661 677
4.5 663 679

Label: s
Points: 23
0 841 693
0.1 839 693
0.2 837 693
0.3 835 693
0.4 833 692
0.5 819 684
0.6 816 681
0.7 814 678
0.8 815 676
0.9 817 674
1.0 819 675
1.1 822 676
1.2 826 676
1.3 830 675
1.4 832 674
1.5 832 671
1.6 830 668
1.7 828 665
1.8 825 662
1.9 822 661
2.0 819 661
2.1 816 661
2.2 814 662

Label: .
Points: 1
0 1665 665

Label: =
Points: 8
0 863 703
0.1 865 703
0.2 868 703
0.3 869 703
0.4 871 703
0.5 883 704
0.6 885 704
0.7 885 706

Label: d
Points: 34
0 837 693
0.1 838 695
0.2 838 696
0.3 836 695
0.4 834 694
0.5 826 686
0.6 824 683
0.7 820 679
0.8 818 674
0.9 814 668
1.0 814 664
1.1 814 660
1.2 817 659
1.3 821 660
1.4 825 662
1.5 830 667
1.6 836 673
1.7 840 681
1.8 844 692
1.9 846 703
2.0 847 713
2.1 848 724
2.2 849 733
2.3 850 739
2.4 850 740
2.5 850 737
2.6 850 731
2.7 849 722
2.8 847 712
2.9 844 700
3.0 841 690
3.1 838 682
3.2 836 674
3.3 835 670

Label: e
Points: 29
0 360 670
0.1 360 669
0.2 360 667
0.3 361 667
0.4 363 667
0.5 371 670
0.6 374 671
0.7 378 674
0.8 382 677
0.9 385 681
1.0 387 684
1.1 388 689
1.2 388 692
1.3 387 695
1.4 385 696
1.5 382 695
1.6 378 692
1.7 374 689
1.8 370 684
1.9 366 678
2.0 363 672
2.1 361 667
2.2 362 662
2.3 363 659
2.4 366 657
2.5 370 657
2.6 377 657
2.7 384 659
2.8 390 660

Label: s
Points: 21
0 1248 694
0.1 1250 694
0.2 1248 693
0.3 1246 693
0.4 1244 692
0.5 1236 687
0.6 1233 686
0.7 1234 685
0.8 1235 684
0.9 1238 683
1.0 1242 682
1.1 1247 681
1.2 1253 680
1.3 1255 678
1.4 1253 676
1.5 1251 673
1.6 1247 671
1.7 1242 668
1.8 1236 667
1.9 1231 665
2.0 1230 665

Label: a
Points: 33
0 652 689
0.1 652 690
0.2 652 692
0.3 651 692
0.4 649 692
0.5 643 690
0.6 641 688
0.7 638 684
0.8 635 680
0.9 632 674
1.0 630 670
1.1 631 665
1.2 633 664
1.3 636 665
1.4 641 666
1.5 647 668
1.6 653 671
1.7 658 676
1.8 661 680
1.9 663 684
2.0 663 687
2.1 663 689
2.2 661 690
2.3 659 689
2.4 657 687
2.5 655 684
2.6 654 680
2.7 654 676
2.8 655 671
2.9 657 667
3.0 659 665
3.1 663 665
3.2 669 666

Label: S
Points: 28
0 1317 738
0.1 1317 740
0.2 1317 742
0.3 1316 742
0.4 1314 742
0.5 1305 737
0.6 1300 735
0.7 1296 732
0.8 1291 728
0.9 1287 724
1.0 1284 721
1.1 1284 719
1.2 1286 717
1.3 1288 714
1.4 1292 711
1.5 1295 708
1.6 1298 704
1.7 1300 701
1.8 1302 697
1.9 1303 694
2.0 1302 691
2.1 1300 689
2.2 1297 686
2.3 1292 683
2.4 1286 681
2.5 1280 678
2.6 1275 677
2.7 1275 678

Label: 3
Points: 32
0 854 726
0.1 854 727
0.2 854 728
0.3 854 729
0.4 855 731
0.5 861 735
0.6 864 735
0.7 868 735
0.8 872 735
0.9 876 734
1.0 876 731
1.1 874 727
1.2 872 721
1.3 868 716
1.4 863 711
1.5 860 709
1.6 860 709
1.7 861 710
1.8 863 710
1.9 867 710
2.0 871 709
2.1 874 707
2.2 875 704
2.3 874 698
2.4 872 693
2.5 871 688
2.6 868 684
2.7 864 681
2.8 861 679
2.9 858 679
3.0 854 680
3.1 850 682

Label: p
Points: 39
0 496 682
0.1 496 684
0.2 496 682
0.3 496 680
0.4 495 678
0.5 487 653
0.6 483 646
0.7 479 639
0.8 474 632
0.9 470 625
1.0 469 620
1.1 470 620
1.2 473 621
1.3 475 624
1.4 479 628
1.5 482 634
1.6 485 642
1.7 487 649
1.8 488 656
1.9 490 663
2.0 491 670
2.1 493 674
2.2 495 679
2.3 499 684
2.4 503 689
2.5 508 692
2.6 513 694
2.7 518 694
2.8 522 693
2.9 524 691
3.0 523 687
3.1 521 681
3.2 517 674
3.3 513 668
3.4 507 662
3.5 501 659
3.6 498 659
3.7 496 660
3.8 498 663

Label: L
Points: 22
0 780 732
0.1 780 729
0.2 780 727
0.3 780 720
0.4 779 713
0.5 768 694
0.6 763 687
0.7 758 681
0.8 753 674
0.9 749 668
1.0 746 665
1.1 747 664
1.2 748 664
1.3 749 665
1.4 751 664
1.5 754 664
1.6 757 664
1.7 761 662
1.8 767 662
1.9 772 662
2.0 779 661
2.1 783 661

Label: 8
Points: 33
0 666 736
0.1 667 737
0.2 668 738
0.3 669 739
0.4 671 739
0.5 677 740
0.6 679 740
0.7 681 740
0.8 681 738
0.9 680 734
1.0 675 727
1.1 669 718
1.2 660 707
1.3 650 697
1.4 642 688
1.5 636 680
1.6 633 674
1.7 634 671
1.8 636 668
1.9 640 668
2.0 645 668
2.1 651 670
2.2 658 672
2.3 663 676
2.4 665 682
2.5 663 689
2.6 661 696
2.7 657 703
2.8 652 710
2.9 647 716
3.0 644 721
3.1 646 724
3.2 650 728

Label: '
Points: 6
0 285 711
0.1 285 709
0.2 285 703
0.3 285 698
0.4 284 694
0.5 280 684

Label: u
Points: 23
0 321 691
0.1 321 690
0.2 320 689
0.3 318 686
0.4 318 684
0.5 313 671
0.6 313 668
0.7 313 665
0.8 313 663
0.9 315 664
1.0 318 665
1.1 323 667
1.2 327 670
1.3 332 673
1.4 335 678
1.5 336 679
1.6 335 679
1.7 334 676
1.8 334 673
1.9 333 668
2.0 333 664
2.1 334 660
2.2 335 659

Label: 5
Points: 30
0 1051 746
0.1 1050 745
0.2 1049 745
0.3 1046 744
0.4 1044 743
0.5 1037 740
0.6 1034 739
0.7 1031 738
0.8 1028 738
0.9 1027 736
1.0 1025 732
1.1 1024 727
1.2 1021 721
1.3 1018 714
1.4 1016 710
1.5 1016 707
1.6 1017 706
1.7 1020 706
1.8 1022 706
1.9 1026 706
2.0 1030 706
2.1 1033 705
2.2 1035 703
2.3 1035 699
2.4 1033 695
2.5 1029 690
2.6 1023 685
2.7 1016 681
2.8 1010 678
2.9 1005 676

Label: h
Points: 38
0 567 674
0.1 569 676
0.2 572 679
0.3 574 681
0.4 577 684
0.5 585 694
0.6 587 698
0.7 589 703
0.8 591 709
0.9 592 715
1.0 593 721
1.1 594 724
1.2 595 723
1.3 595 720
1.4 594 715
1.5 592 709
1.6 589 700
1.7 585 691
1.8 579 683
1.9 574 676
2.0 571 673
2.1 571 671
2.2 573 673
2.3 574 675
2.4 577 678
2.5 579 681
2.6 582 684
2.7 583 682
2.8 585 681
2.9 586 678
3.0 587 676
3.1 588 673
3.2 590 670
3.3 590 666
3.4 591 664
3.5 593 662
3.6 594 661
3.7 597 662

Label: !
Points: 11
0 1342 734
0.1 1342 735
0.2 1342 732
0.3 1342 729
0.4 1341 723
0.5 1336 710
0.6 1334 704
0.7 1333 699
0.8 1330 693
0.9 1328 687
1.0 1327 683

Label: H
Points: 23
0 599 734
0.1 600 735
0.2 600 733
0.3 600 731
0.4 600 725
0.5 594 702
0.6 591 695
0.7 587 687
0.8 582 679
0.9 577 670
1.0 574 665
1.1 572 661
1.2 574 661
1.3 629 734
1.4 629 731
1.5 627 726
1.6 626 718
1.7 623 712
1.8 611 691
1.9 607 685
2.0 604 680
2.1 600 674
2.2 599 670

Label: m
Points: 37
0 843 698
0.1 844 698
0.2 845 698
0.3 845 696
0.4 845 695
0.5 840 684
0.6 837 679
0.7 833 674
0.8 832 671
0.9 831 669
1.0 832 670
1.1 834 673
1.2 836 676
1.3 839 679
1.4 843 683
1.5 846 687
1.6 849 688
1.7 849 687
1.8 849 684
1.9 849 681
2.0 848 677
2.1 847 673
2.2 847 671
2.3 849 671
2.4 850 672
2.5 852 674
2.6 854 677
2.7 857 681
2.8 858 684
2.9 860 685
3.0 862 684
3.1 863 682
3.2 864 679
3.3 865 675
3.4 866 671
3.5 867 668
3.6 869 665

Label: u
Points: 26
0 1049 692
0.1 1049 693
0.2 1049 690
0.3 1049 688
0.4 1047 685
0.5 1042 675
0.6 1041 671
0.7 1040 667
0.8 1041 665
0.9 1042 663
1.0 1045 664
1.1 1049 665
1.2 1053 668
1.3 1058 671
1.4 1061 675
1.5 1063 680
1.6 1064 683
1.7 1063 682
1.8 1062 681
1.9 1061 678
2.0 1060 673
2.1 1059 668
2.2 1059 664
2.3 1060 660
2.4 1061 658
2.5 1064 657

Label: !
Points: 11
0 946 768
0.1 946 767
0.2 946 764
0.3 946 762
0.4 946 760
0.5 941 743
0.6 938 736
0.7 933 729
0.8 928 721
0.9 922 715
1.0 919 709

Label: y
Points: 40
0 1578 698
0.1 1577 696
0.2 1576 694
0.3 1574 689
0.4 1572 684
0.5 1563 672
0.6 1561 669
0.7 1561 667
0.8 1562 665
0.9 1565 664
