Label: C
Points: 23
1.2 523 671
1.3 524 677
1.4 526 684
1.5 529 688
1.6 532 691
1.7 535 692
1.8 539 693
1.9 543 692
2.0 547 691
2.1 551 690

Label: y
Points: 41
0 1273 683
0.1 1273 685
0.2 1273 686
0.3 1275 687
0.4 1275 685
0.5 1272 678
0.6 1272 675
0.7 1270 671
0.8 1270 667
0.9 1270 662
1.0 1272 659
1.1 1275 658
1.2 1279 659
1.3 1284 660
1.4 1290 663
1.5 1295 666
1.6 1297 669
1.7 1297 671
1.8 1297 670
1.9 1295 668
2.0 1294 666
2.1 1294 661
2.2 1292 655
2.3 1290 647
2.4 1287 638
2.5 1283 629
2.6 1280 620
2.7 1277 611
2.8 1274 604
2.9 1272 600
3.0 1269 598
3.1 1266 598
3.2 1262 600
3.3 1258 604
3.4 1255 610
3.5 1253 617
3.6 1253 625
3.7 1254 632
3.8 1257 639
3.9 1262 643
4.0 1269 646

Label: n
Points: 24
0 828 693
0.1 828 692
0.2 828 690
0.3 828 687
0.4 828 685
0.5 824 676
0.6 822 672
0.7 819 667
0.8 816 663
0.9 816 661
1.0 817 662
1.1 819 665
1.2 822 669
1.3 827 674
1.4 833 681
1.5 838 686
1.6 841 689
1.7 844 688
1.8 845 687
1.9 845 684
2.0 845 681
2.1 844 677
2.2 843 673
2.3 840 668

Label: a
Points: 38
0 1362 683
0.1 1363 685
0.2 1364 688
0.3 1366 690
0.4 1367 693
0.5 1369 704
0.6 1369 707
0.7 1369 710
0.8 1367 712
0.9 1366 714
1.0 1361 713
1.1 1355 712
1.2 1349 707
1.3 1342 701
1.4 1337 693
1.5 1333 684
1.6 1330 676
1.7 1328 670
1.8 1330 665
1.9 1331 661
2.0 1334 660
2.1 1338 662
2.2 1344 665
2.3 1349 670
2.4 1355 676
2.5 1360 684
2.6 1364 691
2.7 1369 697
2.8 1369 701
2.9 1368 702
3.0 1366 700
3.1 1364 696
3.2 1362 693
3.3 1361 688
3.4 1359 682
3.5 1359 678
3.6 1359 673
3.7 1361 669

Label: r
Points: 19
0 374 692
0.1 373 690
0.2 372 686
0.3 371 682
0.4 370 678
0.5 368 666
0.6 368 662
0.7 367 659
0.8 366 658
0.9 366 659
1.0 366 660
1.1 366 664
1.2 368 670
1.3 371 676
1.4 376 684
1.5 383 690
1.6 390 696
1.7 398 701
1.8 404 704

Label: a
Points: 29
0 1031 684
0.1 1031 685
0.2 1031 687
0.3 1030 689
0.4 1029 690
0.5 1025 693
0.6 1023 693
0.7 1020 692
0.8 1016 689
0.9 1012 684
1.0 1008 677
1.1 1003 670
1.2 998 664
1.3 995 658
1.4 996 655
1.5 997 654
1.6 1000 656
1.7 1005 660
1.8 1011 665
1.9 1018 671
2.0 1024 678
2.1 1027 682
2.2 1028 681
2.3 1027 679
2.4 1026 675
2.5 1025 671
2.6 1024 665
2.7 1025 661
2.8 1027 659

Label: e
Points: 29
0 118 693
0.1 118 692
0.2 118 690
0.3 118 689
0.4 120 687
0.5 128 686
0.6 130 686
0.7 133 687
0.8 136 690
0.9 139 693
1.0 141 698
1.1 142 703
1.2 142 707
1.3 140 709
1.4 138 710
1.5 134 709
1.6 129 707
1.7 124 704
1.8 121 701
1.9 118 696
2.0 118 690
2.1 118 684
2.2 119 679
2.3 121 674
2.4 125 671
2.5 129 670
2.6 134 668
2.7 138 668
2.8 143 669

Label: e
Points: 24
0 1377 674
0.1 1380 674
0.2 1382 674
0.3 1383 674
0.4 1386 674
0.5 1394 675
0.6 1395 676
0.7 1396 678
0.8 1397 680
0.9 1396 682
1.0 1395 685
1.1 1393 687
1.2 1390 686
1.3 1386 684
1.4 1383 681
1.5 1379 676
1.6 1377 671
1.7 1376 664
1.8 1376 658
1.9 1378 653
2.0 1380 649
2.1 1383 648
2.2 1387 649
2.3 1391 651

Label: 2
Points: 43
0 1077 720
0.1 1075 720
0.2 1074 719
0.3 1073 718
0.4 1072 717
0.5 1068 717
0.6 1068 718
0.7 1069 720
0.8 1070 722
0.9 1072 726
1.0 1075 731
1.1 1078 735
1.2 1080 739
1.3 1083 743
1.4 1085 745
1.5 1088 746
1.6 1090 746
1.7 1092 745
1.8 1093 743
1.9 1092 738
2.0 1090 729
2.1 1085 718
2.2 1077 706
2.3 1067 695
2.4 1058 685
2.5 1050 676
2.6 1047 670
2.7 1046 668
2.8 1048 670
2.9 1050 672
3.0 1053 674
3.1 1056 676
3.2 1058 676
3.3 1060 674
3.4 1061 671
3.5 1061 668
3.6 1061 665
3.7 1063 663
3.8 1065 662
3.9 1069 662
4.0 1072 663
4.1 1075 664
4.2 1078 666

Label: g
Points: 45
0 281 680
0.1 281 682
0.2 281 683
0.3 281 684
0.4 281 685
0.5 276 681
0.6 274 678
0.7 271 673
0.8 270 667
0.9 270 662
1.0 270 660
1.1 273 662
1.2 276 663
1.3 279 665
1.4 284 667
1.5 286 671
1.6 288 676
1.7 287 679
1.8 287 681
1.9 286 679
2.0 285 677
2.1 285 674
2.2 285 670
2.3 285 664
2.4 285 658
2.5 285 651
2.6 284 645
2.7 281 636
2.8 279 628
2.9 275 620
3.0 271 614
3.1 267 607
3.2 264 603
3.3 262 602
3.4 260 603
3.5 259 606
3.6 258 608
3.7 258 614
3.8 259 620
3.9 260 628
4.0 263 635
4.1 268 641
4.2 274 646
4.3 282 649
4.4 288 653

Label: \"
Points: 8
0 1150 728
0.1 1150 729
0.2 1150 730
0.3 1150 731
0.4 1150 729
0.5 1145 723
0.6 1144 720
0.7 1142 717

Label: k
Points: 46
0 1440 681
0.1 1442 682
0.2 1444 684
0.3 1446 686
0.4 1447 689
0.5 1452 697
0.6 1453 702
0.7 1455 709
0.8 1456 716
0.9 1456 723
1.0 1457 728
1.1 1458 728
1.2 1457 727
1.3 1456 724
1.4 1455 720
1.5 1453 713
1.6 1450 704
1.7 1447 695
1.8 1444 686
1.9 1441 678
2.0 1439 672
2.1 1439 667
2.2 1440 664
2.3 1442 665
2.4 1446 667
2.5 1450 670
2.6 1455 674
2.7 1460 679
2.8 1464 684
2.9 1467 686
3.0 1469 685
3.1 1470 683
3.2 1470 680
3.3 1469 677
3.4 1468 673
3.5 1466 670
3.6 1463 668
3.7 1459 667
3.8 1456 667
3.9 1453 666
4.0 1453 665
4.1 1455 663
4.2 1456 662
4.3 1458 660
4.4 1461 659
4.5 1464 659

Label: r
Points: 19
0 775 699
0.1 776 700
0.2 776 698
0.3 776 695
0.4 775 692
0.5 771 681
0.6 770 678
0.7 768 675
0.8 768 674
0.9 768 675
1.0 769 678
1.1 771 681
1.2 773 683
1.3 775 686
1.4 778 688
1.5 781 688
1.6 785 688
1.7 788 688
1.8 791 689

Label: l
Points: 30
0 296 690
0.1 297 690
0.2 298 690
0.3 300 690
0.4 302 692
0.5 310 701
0.6 314 704
0.7 319 710
0.8 324 718
0.9 329 725
1.0 332 732
1.1 334 739
1.2 335 745
1.3 334 749
1.4 333 753
1.5 332 754
1.6 329 755
1.7 326 754
1.8 324 751
1.9 321 746
2.0 318 738
2.1 314 726
2.2 310 712
2.3 307 698
2.4 305 686
2.5 304 676
2.6 305 670
2.7 307 665
2.8 309 662
2.9 313 662

Label: f
Points: 16
0 418 723
0.1 418 727
0.2 418 731
0.3 418 733
0.4 418 735
0.5 414 737
0.6 412 737
0.7 409 735
0.8 404 731
0.9 399 725
1.0 395 717
1.1 391 706
1.2 388 695
1.3 386 684
1.4 385 673
1.5 384 664

Label: e
Points: 25
0 232 682
0.1 233 682
0.2 235 682
0.3 238 683
0.4 240 684
0.5 246 687
0.6 249 688
0.7 251 690
0.8 254 692
0.9 257 695
1.0 259 698
1.1 259 702
1.2 258 705
1.3 254 704
1.4 248 701
1.5 241 696
1.6 233 689
1.7 227 682
1.8 224 674
1.9 224 667
2.0 225 662
2.1 229 657
2.2 235 656
2.3 246 657
2.4 258 659

Label: s
Points: 29
0 1499 720
0.1 1498 720
0.2 1497 719
0.3 1495 718
0.4 1494 717
0.5 1486 715
0.6 1484 714
0.7 1480 712
0.8 1476 710
0.9 1472 707
1.0 1469 703
1.1 1470 700
1.2 1472 698
1.3 1475 697
1.4 1478 696
1.5 1482 695
1.6 1486 694
1.7 1492 691
1.8 1497 688
1.9 1501 685
2.0 1505 681
2.1 1506 678
2.2 1505 676
2.3 1501 673
2.4 1497 670
2.5 1490 670
2.6 1481 670
2.7 1475 671
2.8 1469 673

Label: \"
Points: 5
0 1475 728
0.1 1475 726
0.2 1473 725
0.3 1472 723
0.4 1471 721

Label: t
Points: 10
0 1528 729
0.1 1526 726
0.2 1525 721
0.3 1524 716
0.4 1523 711
0.5 1517 697
0.6 1514 691
0.7 1511 684
0.8 1508 678
0.9 1503 671

Label: O
Points: 29
0 525 700
0.1 524 700
0.2 524 699
0.3 524 697
0.4 524 695
0.5 524 687
0.6 524 682
0.7 524 678
0.8 524 673
0.9 526 669
1.0 528 667
1.1 532 665
1.2 537 667
1.3 543 669
1.4 549 673
1.5 555 679
1.6 559 685
1.7 562 692
1.8 563 698
1.9 563 703
2.0 561 707
2.1 558 711
2.2 554 713
2.3 549 713
2.4 543 713
2.5 537 711
2.6 532 709
2.7 528 706
2.8 525 702

Label: 3
Points: 38
0 224 715
0.1 226 717
0.2 227 718
0.3 230 719
0.4 232 720
0.5 243 720
0.6 247 719
0.7 251 717
0.8 256 714
0.9 260 710
1.0 261 706
1.1 260 701
1.2 259 696
1.3 256 691
1.4 251 685
1.5 246 681
1.6 241 679
1.7 240 680
1.8 241 681
1.9 245 684
2.0 248 685
2.1 254 687
2.2 260 685
2.3 265 684
2.4 271 681
2.5 274 677
2.6 277 671
2.7 278 665
2.8 277 659
2.9 275 653
3.0 271 649
3.1 265 647
3.2 258 647
3.3 251 648
3.4 244 649
3.5 238 653
3.6 234 657
3.7 232 661

Label: :
Points: 5
0 1297 701
0.1 1297 699
0.2 1297 698
0.3 1297 696
0.4 1295 696

Label: e
Points: 27
0 246 680
0.1 247 680
0.2 248 680
0.3 249 680
0.4 251 680
0.5 258 684
0.6 261 685
0.7 265 687
0.8 268 691
0.9 273 695
1.0 276 701
1.1 277 706
1.2 277 712
1.3 274 713
1.4 269 712
1.5 263 709
1.6 256 703
1.7 249 696
1.8 245 687
1.9 241 678
2.0 239 671
2.1 240 664
2.2 244 659
2.3 251 657
2.4 260 658
2.5 271 659
2.6 284 662

Label: f
Points: 18
0 1431 714
0.1 1431 715
0.2 1431 718
0.3 1431 722
0.4 1431 724
0.5 1428 733
0.6 1425 734
0.7 1422 732
0.8 1418 729
0.9 1414 724
1.0 1409 717
1.1 1405 707
1.2 1402 696
1.3 1400 686
1.4 1398 678
1.5 1397 670
1.6 1396 663
1.7 1395 657

Label: '
Points: 6
0 285 711
0.1 285 709
0.2 285 703
0.3 285 698
0.4 284 694
0.5 280 684

Label: L
Points: 24
0 504 732
0.1 504 734
0.2 505 734
0.3 507 735
0.4 508 736
0.5 508 726
0.6 507 720
0.7 506 713
0.8 504 706
0.9 501 698
1.0 498 692
1.1 496 685
1.2 493 682
1.3 493 682
1.4 494 682
1.5 495 682
1.6 498 682
1.7 501 682
1.8 505 682
1.9 511 682
2.0 517 682
2.1 523 682
2.2 529 682
2.3 533 682

Label: 5
Points: 30
0 1051 746
0.1 1050 745
0.2 1049 745
0.3 1046 744
0.4 1044 743
0.5 1037 740
0.6 1034 739
0.7 1031 738
0.8 1028 738
0.9 1027 736
1.0 1025 732
1.1 1024 727
1.2 1021 721
1.3 1018 714
1.4 1016 710
1.5 1016 707
1.6 1017 706
1.7 1020 706
1.8 1022 706
1.9 1026 706
2.0 1030 706
2.1 1033 705
2.2 1035 703
2.3 1035 699
2.4 1033 695
2.5 1029 690
2.6 1023 685
2.7 1016 681
2.8 1010 678
2.9 1005 676

Label: T
Points: 8
0 326 700
0.1 329 700
0.2 332 700
0.3 337 700
0.4 341 700
0.5 353 701
0.6 357 701
0.7 361 701

Label: T
Points: 8
0 1256 696
0.1 1259 697
0.2 1264 697
0.3 1269 697
0.4 1274 697
0.5 1290 698
0.6 1295 698
0.7 1300 698

Label: n
Points: 29
0 1061 706
0.1 1061 708
0.2 1061 709
0.3 1061 710
0.4 1061 709
0.5 1059 700
0.6 1057 695
0.7 1055 689
0.8 1053 682
0.9 1051 675
1.0 1050 671
1.1 1050 671
1.2 1050 673
1.3 1052 678
1.4 1053 683
1.5 1057 690
1.6 1061 698
1.7 1067 706
1.8 1074 712
1.9 1081 715
2.0 1088 714
2.1 1092 710
2.2 1095 706
2.3 1095 699
2.4 1094 692
2.5 1092 684
2.6 1091 678
2.7 1088 671
2.8 1086 667

Label: {
Points: 27
0 1056 756
0.1 1056 753
0.2 1056 751
0.3 1056 749
0.4 1056 745
0.5 1053 728
0.6 1051 723
0.7 1048 716
0.8 1044 709
0.9 1038 703
1.0 1033 697
1.1 1028 693
1.2 1026 691
1.3 1026 692
1.4 1027 693
1.5 1028 695
1.6 1031 696
1.7 1033 695
1.8 1036 693
1.9 1039 689
2.0 1041 683
2.1 1042 674
2.2 1042 664
2.3 1042 654
2.4 1042 646
2.5 1041 639
2.6 1041 635

Label: p
Points: 32
0 404 670
0.1 403 668
0.2 402 665
0.3 401 660
0.4 399 656
0.5 397 643
0.6 396 638
0.7 395 632
0.8 394 626
0.9 393 620
1.0 391 615
1.1 390 613
1.2 390 615
1.3 390 620
1.4 391 626
1.5 394 634
1.6 398 646
1.7 403 657
1.8 409 670
1.9 415 680
2.0 422 688
2.1 428 693
2.2 434 695
2.3 440 694
2.4 444 691
2.5 446 686
2.6 444 679
2.7 441 670
2.8 436 662
2.9 429 655
3.0 421 651
3.1 415 649

Label: I
Points: 17
0 276 708
0.1 276 706
0.2 276 703
0.3 276 701
0.4 276 698
0.5 276 687
0.6 276 684
0.7 276 679
0.8 276 674
0.9 262 659
1.0 264 659
1.1 266 659
1.2 268 659
1.3 271 659
1.4 281 662
1.5 285 662
1.6 288 662

Label: L
Points: 17
0 505 721
0.1 505 719
0.2 505 717
0.3 505 714
0.4 505 713
0.5 499 694
0.6 497 687
0.7 495 679
0.8 494 672
0.9 495 664
1.0 497 659
1.1 499 656
1.2 503 655
1.3 508 656
1.4 513 656
1.5 519 657
1.6 524 659

Label: u
Points: 32
0 214 683
0.1 214 685
0.2 214 686
0.3 214 687
0.4 214 689
0.5 213 682
0.6 212 679
0.7 210 676
0.8 209 672
0.9 207 668
1.0 206 663
1.1 206 659
1.2 207 657
1.3 209 657
1.4 212 657
1.5 215 659
1.6 218 661
1.7 221 664
1.8 224 667
1.9 225 671
2.0 227 675
2.1 228 679
2.2 230 681
2.3 231 680
2.4 229 679
2.5 228 675
2.6 226 670
2.7 223 665
2.8 221 658
2.9 220 653
3.0 221 649
3.1 223 648

Label: g
Points: 44
0 939 686
0.1 939 687
0.2 939 689
0.3 938 690
0.4 936 690
0.5 929 690
0.6 926 690
0.7 923 689
0.8 919 687
0.9 914 684
1.0 910 680
1.1 907 675
1.2 908 670
1.3 909 666
1.4 912 664
1.5 916 665
1.6 922 668
1.7 928 671
1.8 935 676
1.9 939 681
2.0 943 684
2.1 945 684
2.2 946 682
2.3 946 679
2.4 946 673
2.5 945 665
2.6 944 656
2.7 943 646
2.8 942 635
2.9 939 625
3.0 935 615
3.1 931 606
3.2 927 600
3.3 922 596
3.4 919 596
3.5 916 598
3.6 915 603
3.7 916 609
3.8 917 618
3.9 919 628
4.0 924 635
4.1 929 642
4.2 935 646
4.3 941 650

Label: T
Points: 11
0 460 717
0.1 462 717
0.2 463 717
0.3 465 717
0.4 466 717
0.5 476 717
0.6 480 717
0.7 485 718
0.8 491 720
0.9 497 721
1.0 502 723

Label: B
Points: 46
0 157 703
0.1 157 701
0.2 157 700
0.3 157 698
0.4 157 693
0.5 157 678
0.6 157 671
0.7 157 665
0.8 156 659
0.9 154 652
1.0 153 648
1.1 152 649
1.2 152 653
1.3 152 659
1.4 153 670
1.5 156 681
1.6 159 693
1.7 163 704
1.8 168 712
1.9 172 718
2.0 176 721
2.1 178 722
2.2 180 720
2.3 181 717
2.4 181 713
2.5 180 707
2.6 177 700
2.7 174 695
2.8 170 690
2.9 167 686
3.0 167 684
3.1 170 683
3.2 173 683
3.3 177 683
3.4 183 682
3.5 188 681
3.6 190 678
3.7 189 673
3.8 187 668
3.9 185 664
4.0 181 660
4.1 176 658
4.2 170 658
4.3 164 659
4.4 159 661
4.5 158 664

Label: j
Points: 19
0 174 682
0.1 175 680
0.2 176 678
0.3 177 675
0.4 179 673
0.5 185 660
0.6 187 654
0.7 190 647
0.8 193 640
0.9 194 632
1.0 193 626
1.1 192 621
1.2 190 617
1.3 185 614
1.4 179 612
1.5 173 611
1.6 166 612
1.7 160 614
1.8 155 616

Label: s
Points: 31
0 944 657
0.1 946 657
0.2 949 659
0.3 951 661
0.4 953 664
0.5 962 671
0.6 966 674
0.7 970 677
0.8 974 681
0.9 977 684
1.0 980 686
1.1 981 686
1.2 983 685
1.3 984 682
1.4 983 679
1.5 981 676
1.6 979 671
1.7 975 666
1.8 970 661
1.9 964 657
2.0 959 654
2.1 955 653
2.2 955 653
2.3 956 654
2.4 958 656
2.5 961 657
2.6 965 659
2.7 970 660
2.8 975 662
2.9 980 662
3.0 983 662

Label: i
Points: 9
0 708 696
0.1 708 694
0.2 708 692
0.3 708 689
0.4 708 683
0.5 707 667
0.6 706 662
0.7 705 657
0.8 704 653

Label: 1
Points: 11
0 967 728
0.1 967 729
0.2 967 727
0.3 967 724
0.4 967 723
0.5 958 698
0.6 952 689
0.7 946 680
0.8 941 673
0.9 936 667
1.0 935 663

Label: y
Points: 34
0 210 687
0.1 210 684
0.2 210 682
0.3 210 679
0.4 210 674
0.5 210 665
0.6 210 663
0.7 212 664
0.8 214 666
0.9 217 670
1.0 221 674
1.1 224 679
1.2 227 682
1.3 228 681
1.4 229 679
1.5 229 674
1.6 228 666
1.7 227 655
1.8 224 642
1.9 221 628
2.0 218 615
2.1 214 605
2.2 210 596
2.3 207 592
2.4 205 592
2.5 203 594
2.6 202 598
2.7 202 606
2.8 204 615
2.9 207 625
3.0 212 632
3.1 218 639
3.2 226 644
3.3 234 648

Label: n
Points: 26
0 1686 703
0.1 1683 700
0.2 1681 698
0.3 1678 694
0.4 1676 690
0.5 1669 681
0.6 1667 678
0.7 1666 675
0.8 1665 674
0.9 1665 674
1.0 1667 676
1.1 1670 679
1.2 1676 682
1.3 1684 688
1.4 1692 693
1.5 1701 698
1.6 1707 703
1.7 1712 702
1.8 1714 700
1.9 1714 696
2.0 1713 691
2.1 1711 685
2.2 1709 678
2.3 1706 673
2.4 1703 668
2.5 1700 667

Label: s
Points: 27
0 1041 725
0.1 1038 725
0.2 1036 725
0.3 1033 725
0.4 1027 724
0.5 1014 718
0.6 1011 715
0.7 1008 713
0.8 1005 710
0.9 1005 707
1.0 1007 704
1.1 1011 702
1.2 1017 700
1.3 1024 698
1.4 1031 695
1.5 1038 693
1.6 1044 690
1.7 1048 686
1.8 1051 683
1.9 1050 680
2.0 1047 676
2.1 1043 674
2.2 1035 673
2.3 1027 673
2.4 1017 673
2.5 1008 674
2.6 1002 677

Label: o
Points: 25
0 969 700
0.1 967 700
0.2 964 700
0.3 962 699
0.4 960 698
0.5 952 688
0.6 949 682
0.7 945 676
0.8 942 671
0.9 942 665
1.0 943 661
1.1 947 659
1.2 953 659
1.3 960 660
1.4 969 665
1.5 976 671
1.6 982 680
1.7 986 690
1.8 989 699
1.9 988 707
2.0 986 712
2.1 982 714
2.2 977 713
2.3 971 710
2.4 966 706

Label: e
Points: 25
0 1508 669
0.1 1509 669
0.2 1510 669
0.3 1511 669
0.4 1512 670
0.5 1519 671
0.6 1521 673
0.7 1523 676
0.8 1525 679
0.9 1526 682
1.0 1526 685
1.1 1526 688
1.2 1524 689
1.3 1521 689
1.4 1518 689
1.5 1514 687
1.6 1512 684
1.7 1510 678
1.8 1509 672
1.9 1509 665
2.0 1509 660
2.1 1511 655
2.2 1513 651
2.3 1516 651
2.4 1522 652

Label: l
Points: 28
0 417 679
0.1 418 679
0.2 420 679
0.3 423 679
0.4 425 679
0.5 433 687
0.6 437 691
0.7 440 697
0.8 445 704
0.9 449 713
1.0 452 722
1.1 454 729
1.2 454 736
1.3 453 741
1.4 451 743
1.5 449 742
1.6 446 739
1.7 442 734
1.8 438 726
1.9 434 717
2.0 429 705
2.1 426 695
2.2 423 685
2.3 422 676
2.4 422 670
2.5 423 664
2.6 425 660
2.7 427 657

Label: g
Points: 39
0 602 695
0.1 602 697
0.2 602 701
0.3 602 703
0.4 602 704
0.5 598 710
0.6 595 711
0.7 591 711
0.8 585 709
0.9 578 706
1.0 571 699
1.1 565 692
1.2 560 683
1.3 559 675
1.4 561 668
1.5 565 665
1.6 569 666
1.7 576 669
1.8 583 674
1.9 589 680
2.0 594 687
2.1 596 694
2.2 597 698
2.3 596 696
2.4 595 692
2.5 594 686
2.6 594 679
2.7 594 669
2.8 594 657
2.9 596 645
3.0 597 632
3.1 597 622
3.2 596 613
3.3 591 605
3.4 585 600
3.5 576 595
3.6 568 595
3.7 560 597
3.8 556 602

Label: D
Points: 46
0 1285 726
0.1 1286 726
0.2 1287 728
0.3 1287 729
0.4 1289 730
0.5 1283 717
0.6 1280 711
0.7 1275 704
0.8 1270 697
0.9 1264 690
1.0 1259 684
1.1 1258 681
1.2 1258 679
1.3 1260 681
1.4 1263 684
