Label: r
Points: 21
1.8 1142 689
1.9 1144 688
2.0 1143 685
2.1 1142 682
2.2 1141 677
2.3 1139 671
2.4 1138 665
2.5 1136 660
2.6 1136 659
2.7 1136 660
2.8 1138 663
2.9 1141 667
3.0 1144 671
3.1 1149 676
3.2 1152 681
3.3 1155 682
3.4 1156 680
3.5 1156 678
3.6 1156 674
3.7 1155 670
3.8 1155 665

Label: p
Points: 34
0 1155 679
0.1 1155 678
0.2 1155 676
0.3 1155 672
0.4 1155 668
0.5 1154 654
0.6 1153 648
0.7 1151 640
0.8 1149 631
0.9 1147 621
1.0 1144 612
1.1 1142 604
1.2 1141 600
1.3 1139 603
1.4 1140 607
1.5 1141 615
1.6 1142 625
1.7 1143 639
1.8 1145 654
1.9 1147 668
2.0 1150 680
2.1 1153 689
2.2 1158 694
2.3 1163 696
2.4 1167 695
2.5 1170 692
2.6 1172 689
2.7 1174 684
2.8 1173 679
2.9 1172 673
3.0 1169 668
3.1 1167 665
3.2 1163 663
3.3 1158 662

Label: r
Points: 20
0 705 687
0.1 705 686
0.2 706 683
0.3 707 681
0.4 708 677
0.5 710 665
0.6 710 660
0.7 710 656
0.8 710 653
0.9 709 651
1.0 708 653
1.1 708 657
1.2 709 663
1.3 711 670
1.4 713 678
1.5 717 684
1.6 721 689
1.7 725 690
1.8 729 690
1.9 733 690

Label: r
Points: 22
0 524 692
0.1 524 690
0.2 524 689
0.3 524 686
0.4 524 684
0.5 524 674
0.6 524 671
0.7 524 667
0.8 524 662
0.9 523 662
1.0 522 664
1.1 522 667
1.2 523 671
1.3 524 677
1.4 526 684
1.5 529 688
1.6 532 691
1.7 535 692
1.8 539 693
1.9 543 692
2.0 547 691
2.1 551 690

Label: y
Points: 41
0 1273 683
0.1 1273 685
0.2 1273 686
0.3 1275 687
0.4 1275 685
0.5 1272 678
0.6 1272 675
0.7 1270 671
0.8 1270 667
0.9 1270 662
1.0 1272 659
1.1 1275 658
1.2 1279 659
1.3 1284 660
1.4 1290 663
1.5 1295 666
1.6 1297 669
1.7 1297 671
1.8 1297 670
1.9 1295 668
2.0 1294 666
2.1 1294 661
2.2 1292 655
2.3 1290 647
2.4 1287 638
2.5 1283 629
2.6 1280 620
2.7 1277 611
2.8 1274 604
2.9 1272 600
3.0 1269 598
3.1 1266 598
3.2 1262 600
3.3 1258 604
3.4 1255 610
3.5 1253 617
3.6 1253 625
3.7 1254 632
3.8 1257 639
3.9 1262 643
4.0 1269 646

Label: n
Points: 24
0 828 693
0.1 828 692
0.2 828 690
0.3 828 687
0.4 828 685
0.5 824 676
0.6 822 672
0.7 819 667
0.8 816 663
0.9 816 661
1.0 817 662
1.1 819 665
1.2 822 669
1.3 827 674
1.4 833 681
1.5 838 686
1.6 841 689
1.7 844 688
1.8 845 687
1.9 845 684
2.0 845 681
2.1 844 677
2.2 843 673
2.3 840 668

Label: a
Points: 29
0 1031 684
0.1 1031 685
0.2 1031 687
0.3 1030 689
0.4 1029 690
0.5 1025 693
0.6 1023 693
0.7 1020 692
0.8 1016 689
0.9 1012 684
1.0 1008 677
1.1 1003 670
1.2 998 664
1.3 995 658
1.4 996 655
1.5 997 654
1.6 1000 656
1.7 1005 660
1.8 1011 665
1.9 1018 671
2.0 1024 678
2.1 1027 682
2.2 1028 681
2.3 1027 679
2.4 1026 675
2.5 1025 671
2.6 1024 665
2.7 1025 661
2.8 1027 659

Label: e
Points: 29
0 118 693
0.1 118 692
0.2 118 690
0.3 118 689
0.4 120 687
0.5 128 686
0.6 130 686
0.7 133 687
0.8 136 690
0.9 139 693
1.0 141 698
1.1 142 703
1.2 142 707
1.3 140 709
1.4 138 710
1.5 134 709
1.6 129 707
1.7 124 704
1.8 121 701
1.9 118 696
2.0 118 690
2.1 118 684
2.2 119 679
2.3 121 674
2.4 125 671
2.5 129 670
2.6 134 668
2.7 138 668
2.8 143 669

Label: e
Points: 24
0 1377 674
0.1 1380 674
0.2 1382 674
0.3 1383 674
0.4 1386 674
0.5 1394 675
0.6 1395 676
0.7 1396 678
0.8 1397 680
0.9 1396 682
1.0 1395 685
1.1 1393 687
1.2 1390 686
1.3 1386 684
1.4 1383 681
1.5 1379 676
1.6 1377 671
1.7 1376 664
1.8 1376 658
1.9 1378 653
2.0 1380 649
2.1 1383 648
2.2 1387 649
2.3 1391 651

Label: 2
Points: 43
0 1077 720
0.1 1075 720
0.2 1074 719
0.3 1073 718
0.4 1072 717
0.5 1068 717
0.6 1068 718
0.7 1069 720
0.8 1070 722
0.9 1072 726
1.0 1075 731
1.1 1078 735
1.2 1080 739
1.3 1083 743
1.4 1085 745
1.5 1088 746
1.6 1090 746
1.7 1092 745
1.8 1093 743
1.9 1092 738
2.0 1090 729
2.1 1085 718
2.2 1077 706
2.3 1067 695
2.4 1058 685
2.5 1050 676
2.6 1047 670
2.7 1046 668
2.8 1048 670
2.9 1050 672
3.0 1053 674
3.1 1056 676
3.2 1058 676
3.3 1060 674
3.4 1061 671
3.5 1061 668
3.6 1061 665
3.7 1063 663
3.8 1065 662
3.9 1069 662
4.0 1072 663
4.1 1075 664
4.2 1078 666

Label: g
Points: 45
0 281 680
0.1 281 682
0.2 281 683
0.3 281 684
0.4 281 685
0.5 276 681
0.6 274 678
0.7 271 673
0.8 270 667
0.9 270 662
1.0 270 660
1.1 273 662
1.2 276 663
1.3 279 665
1.4 284 667
1.5 286 671
1.6 288 676
1.7 287 679
1.8 287 681
1.9 286 679
2.0 285 677
2.1 285 674
2.2 285 670
2.3 285 664
2.4 285 658
2.5 285 651
2.6 284 645
2.7 281 636
2.8 279 628
2.9 275 620
3.0 271 614
3.1 267 607
3.2 264 603
3.3 262 602
3.4 260 603
3.5 259 606
3.6 258 608
3.7 258 614
3.8 259 620
3.9 260 628
4.0 263 635
4.1 268 641
4.2 274 646
4.3 282 649
4.4 288 653

Label: \"
Points: 8
0 1150 728
0.1 1150 729
0.2 1150 730
0.3 1150 731
0.4 1150 729
0.5 1145 723
0.6 1144 720
0.7 1142 717

Label: k
Points: 46
0 1440 681
0.1 1442 682
0.2 1444 684
0.3 1446 686
0.4 1447 689
0.5 1452 697
0.6 1453 702
0.7 1455 709
0.8 1456 716
0.9 1456 723
1.0 1457 728
1.1 1458 728
1.2 1457 727
1.3 1456 724
1.4 1455 720
1.5 1453 713
1.6 1450 704
1.7 1447 695
1.8 1444 686
1.9 1441 678
2.0 1439 672
2.1 1439 667
2.2 1440 664
2.3 1442 665
2.4 1446 667
2.5 1450 670
2.6 1455 674
2.7 1460 679
2.8 1464 684
2.9 1467 686
3.0 1469 685
3.1 1470 683
3.2 1470 680
3.3 1469 677
3.4 1468 673
3.5 1466 670
3.6 1463 668
3.7 1459 667
3.8 1456 667
3.9 1453 666
4.0 1453 665
4.1 1455 663
4.2 1456 662
4.3 1458 660
4.4 1461 659
4.5 1464 659

Label: r
Points: 19
0 775 699
0.1 776 700
0.2 776 698
0.3 776 695
0.4 775 692
0.5 771 681
0.6 770 678
0.7 768 675
0.8 768 674
0.9 768 675
1.0 769 678
1.1 771 681
1.2 773 683
1.3 775 686
1.4 778 688
1.5 781 688
1.6 785 688
1.7 788 688
1.8 791 689

Label: l
Points: 30
0 296 690
0.1 297 690
0.2 298 690
0.3 300 690
0.4 302 692
0.5 310 701
0.6 314 704
0.7 319 710
0.8 324 718
0.9 329 725
1.0 332 732
1.1 334 739
1.2 335 745
1.3 334 749
1.4 333 753
1.5 332 754
1.6 329 755
1.7 326 754
1.8 324 751
1.9 321 746
2.0 318 738
2.1 314 726
2.2 310 712
2.3 307 698
2.4 305 686
2.5 304 676
2.6 305 670
2.7 307 665
2.8 309 662
2.9 313 662

Label: e
Points: 23
0 396 676
0.1 397 676
0.2 399 676
0.3 401 676
0.4 403 676
0.5 409 677
0.6 410 678
0.7 410 679
0.8 411 681
0.9 411 684
1.0 410 686
1.1 409 687
1.2 407 687
1.3 404 686
1.4 402 684
1.5 399 679
1.6 398 674
1.7 397 669
1.8 398 664
1.9 399 659
2.0 401 655
2.1 404 653
2.2 409 652

Label: O
Points: 29
0 525 700
0.1 524 700
0.2 524 699
0.3 524 697
0.4 524 695
0.5 524 687
0.6 524 682
0.7 524 678
0.8 524 673
0.9 526 669
1.0 528 667
1.1 532 665
1.2 537 667
1.3 543 669
1.4 549 673
1.5 555 679
1.6 559 685
1.7 562 692
1.8 563 698
1.9 563 703
2.0 561 707
2.1 558 711
2.2 554 713
2.3 549 713
2.4 543 713
2.5 537 711
2.6 532 709
2.7 528 706
2.8 525 702

Label: 3
Points: 38
0 224 715
0.1 226 717
0.2 227 718
0.3 230 719
0.4 232 720
0.5 243 720
0.6 247 719
0.7 251 717
0.8 256 714
0.9 260 710
1.0 261 706
1.1 260 701
1.2 259 696
1.3 256 691
1.4 251 685
1.5 246 681
1.6 241 679
1.7 240 680
1.8 241 681
1.9 245 684
2.0 248 685
2.1 254 687
2.2 260 685
2.3 265 684
2.4 271 681
2.5 274 677
2.6 277 671
2.7 278 665
2.8 277 659
2.9 275 653
3.0 271 649
3.1 265 647
3.2 258 647
3.3 251 648
3.4 244 649
3.5 238 653
3.6 234 657
3.7 232 661

Label: :
Points: 5
0 1297 701
0.1 1297 699
0.2 1297 698
0.3 1297 696
0.4 1295 696

Label: '
Points: 6
0 285 711
0.1 285 709
0.2 285 703
0.3 285 698
0.4 284 694
0.5 280 684

Label: L
Points: 24
0 504 732
0.1 504 734
0.2 505 734
0.3 507 735
0.4 508 736
0.5 508 726
0.6 507 720
0.7 506 713
0.8 504 706
0.9 501 698
1.0 498 692
1.1 496 685
1.2 493 682
1.3 493 682
1.4 494 682
1.5 495 682
1.6 498 682
1.7 501 682
1.8 505 682
1.9 511 682
2.0 517 682
2.1 523 682
2.2 529 682
2.3 533 682

Label: 5
Points: 30
0 1051 746
0.1 1050 745
0.2 1049 745
0.3 1046 744
0.4 1044 743
0.5 1037 740
0.6 1034 739
0.7 1031 738
0.8 1028 738
0.9 1027 736
1.0 1025 732
1.1 1024 727
1.2 1021 721
1.3 1018 714
1.4 1016 710
1.5 1016 707
1.6 1017 706
1.7 1020 706
1.8 1022 706
1.9 1026 706
2.0 1030 706
2.1 1033 705
2.2 1035 703
2.3 1035 699
2.4 1033 695
2.5 1029 690
2.6 1023 685
2.7 1016 681
2.8 1010 678
2.9 1005 676

Label: T
Points: 8
0 326 700
0.1 329 700
0.2 332 700
0.3 337 700
0.4 341 700
0.5 353 701
0.6 357 701
0.7 361 701

Label: T
Points: 8
0 1256 696
0.1 1259 697
0.2 1264 697
0.3 1269 697
0.4 1274 697
0.5 1290 698
0.6 1295 698
0.7 1300 698

Label: {
Points: 27
0 1056 756
0.1 1056 753
0.2 1056 751
0.3 1056 749
0.4 1056 745
0.5 1053 728
0.6 1051 723
0.7 1048 716
0.8 1044 709
0.9 1038 703
1.0 1033 697
1.1 1028 693
1.2 1026 691
1.3 1026 692
1.4 1027 693
1.5 1028 695
1.6 1031 696
1.7 1033 695
1.8 1036 693
1.9 1039 689
2.0 1041 683
2.1 1042 674
2.2 1042 664
2.3 1042 654
2.4 1042 646
2.5 1041 639
2.6 1041 635

Label: I
Points: 17
0 276 708
0.1 276 706
0.2 276 703
0.3 276 701
0.4 276 698
0.5 276 687
0.6 276 684
0.7 276 679
0.8 276 674
0.9 262 659
1.0 264 659
1.1 266 659
1.2 268 659
1.3 271 659
1.4 281 662
1.5 285 662
1.6 288 662

Label: L
Points: 17
0 505 721
0.1 505 719
0.2 505 717
0.3 505 714
0.4 505 713
0.5 499 694
0.6 497 687
0.7 495 679
0.8 494 672
0.9 495 664
1.0 497 659
1.1 499 656
1.2 503 655
1.3 508 656
1.4 513 656
1.5 519 657
1.6 524 659

Label: u
Points: 32
0 214 683
0.1 214 685
0.2 214 686
0.3 214 687
0.4 214 689
0.5 213 682
0.6 212 679
0.7 210 676
0.8 209 672
0.9 207 668
1.0 206 663
1.1 206 659
1.2 207 657
1.3 209 657
1.4 212 657
1.5 215 659
1.6 218 661
1.7 221 664
1.8 224 667
1.9 225 671
2.0 227 675
2.1 228 679
2.2 230 681
2.3 231 680
2.4 229 679
2.5 228 675
2.6 226 670
2.7 223 665
2.8 221 658
2.9 220 653
3.0 221 649
3.1 223 648

Label: g
Points: 44
0 939 686
0.1 939 687
0.2 939 689
0.3 938 690
0.4 936 690
0.5 929 690
0.6 926 690
0.7 923 689
0.8 919 687
0.9 914 684
1.0 910 680
1.1 907 675
1.2 908 670
1.3 909 666
1.4 912 664
1.5 916 665
1.6 922 668
1.7 928 671
1.8 935 676
1.9 939 681
2.0 943 684
2.1 945 684
2.2 946 682
2.3 946 679
2.4 946 673
2.5 945 665
2.6 944 656
2.7 943 646
2.8 942 635
2.9 939 625
3.0 935 615
3.1 931 606
3.2 927 600
3.3 922 596
3.4 919 596
3.5 916 598
3.6 915 603
3.7 916 609
3.8 917 618
3.9 919 628
4.0 924 635
4.1 929 642
4.2 935 646
4.3 941 650

Label: T
Points: 11
0 460 717
0.1 462 717
0.2 463 717
0.3 465 717
0.4 466 717
0.5 476 717
0.6 480 717
0.7 485 718
0.8 491 720
0.9 497 721
1.0 502 723

Label: B
Points: 46
0 157 703
0.1 157 701
0.2 157 700
0.3 157 698
0.4 157 693
0.5 157 678
0.6 157 671
0.7 157 665
0.8 156 659
0.9 154 652
1.0 153 648
1.1 152 649
1.2 152 653
1.3 152 659
1.4 153 670
1.5 156 681
1.6 159 693
1.7 163 704
1.8 168 712
1.9 172 718
2.0 176 721
2.1 178 722
2.2 180 720
2.3 181 717
2.4 181 713
2.5 180 707
2.6 177 700
2.7 174 695
2.8 170 690
2.9 167 686
3.0 167 684
3.1 170 683
3.2 173 683
3.3 177 683
3.4 183 682
3.5 188 681
3.6 190 678
3.7 189 673
3.8 187 668
3.9 185 664
4.0 181 660
4.1 176 658
4.2 170 658
4.3 164 659
4.4 159 661
4.5 158 664

Label: s
Points: 31
0 944 657
0.1 946 657
0.2 949 659
0.3 951 661
0.4 953 664
0.5 962 671
0.6 966 674
0.7 970 677
0.8 974 681
0.9 977 684
1.0 980 686
1.1 981 686
1.2 983 685
1.3 984 682
1.4 983 679
1.5 981 676
1.6 979 671
1.7 975 666
1.8 970 661
1.9 964 657
2.0 959 654
2.1 955 653
2.2 955 653
2.3 956 654
2.4 958 656
2.5 961 657
2.6 965 659
2.7 970 660
2.8 975 662
2.9 980 662
3.0 983 662

Label: 1
Points: 11
0 967 728
0.1 967 729
0.2 967 727
0.3 967 724
0.4 967 723
0.5 958 698
0.6 952 689
0.7 946 680
0.8 941 673
0.9 936 667
1.0 935 663

Label: y
Points: 34
0 210 687
0.1 210 684
0.2 210 682
0.3 210 679
0.4 210 674
0.5 210 665
0.6 210 663
0.7 212 664
0.8 214 666
0.9 217 670
1.0 221 674
1.1 224 679
1.2 227 682
1.3 228 681
1.4 229 679
1.5 229 674
1.6 228 666
1.7 227 655
1.8 224 642
1.9 221 628
2.0 218 615
2.1 214 605
2.2 210 596
2.3 207 592
2.4 205 592
2.5 203 594
2.6 202 598
2.7 202 606
2.8 204 615
2.9 207 625
3.0 212 632
3.1 218 639
3.2 226 644
3.3 234 648

Label: e
Points: 25
0 1508 669
0.1 1509 669
0.2 1510 669
0.3 1511 669
0.4 1512 670
0.5 1519 671
0.6 1521 673
0.7 1523 676
0.8 1525 679
0.9 1526 682
1.0 1526 685
1.1 1526 688
1.2 1524 689
1.3 1521 689
1.4 1518 689
1.5 1514 687
1.6 1512 684
1.7 1510 678
1.8 1509 672
1.9 1509 665
2.0 1509 660
2.1 1511 655
2.2 1513 651
2.3 1516 651
2.4 1522 652

Label: l
Points: 28
0 417 679
0.1 418 679
0.2 420 679
0.3 423 679
0.4 425 679
0.5 433 687
0.6 437 691
0.7 440 697
0.8 445 704
0.9 449 713
1.0 452 722
1.1 454 729
1.2 454 736
1.3 453 741
1.4 451 743
1.5 449 742
1.6 446 739
1.7 442 734
1.8 438 726
1.9 434 717
2.0 429 705
2.1 426 695
2.2 423 685
2.3 422 676
2.4 422 670
2.5 423 664
2.6 425 660
2.7 427 657

Label: D
Points: 46
0 1285 726
0.1 1286 726
0.2 1287 728
0.3 1287 729
0.4 1289 730
0.5 1283 717
0.6 1280 711
0.7 1275 704
0.8 1270 697
0.9 1264 690
1.0 1259 684
1.1 1258 681
1.2 1258 679
1.3 1260 681
1.4 1263 684
1.5 1266 687
1.6 1269 692
1.7 1273 699
1.8 1277 704
1.9 1280 710
2.0 1284 715
2.1 1287 720
2.2 1292 723
2.3 1296 725
2.4 1300 726
2.5 1305 727
2.6 1308 727
2.7 1311 726
2.8 1312 723
2.9 1311 718
3.0 1310 710
3.1 1308 703
3.2 1304 695
3.3 1299 689
3.4 1293 682
3.5 1286 678
3.6 1281 673
3.7 1275 670
3.8 1270 668
3.9 1264 667
4.0 1258 667
4.1 1253 668
4.2 1248 669
4.3 1245 671
4.4 1244 674
4.5 1246 678

Label: w
Points: 34
0 246 690
0.1 246 692
0.2 246 695
0.3 248 696
0.4 249 696
0.5 249 693
0.6 248 689
0.7 247 684
0.8 245 678
0.9 244 672
1.0 244 668
1.1 245 667
1.2 247 667
1.3 251 668
1.4 254 670
1.5 259 673
1.6 262 676
1.7 263 678
1.8 263 677
1.9 263 675
2.0 262 672
2.1 262 669
2.2 263 667
2.3 266 668
2.4 269 669
2.5 274 672
2.6 278 675
2.7 281 679
2.8 284 684
2.9 285 689
3.0 285 692
3.1 287 693
3.2 288 695
3.3 290 695

Label: t
Points: 29
0 1473 655
0.1 1475 656
0.2 1478 657
0.3 1480 659
0.4 1482 661
0.5 1489 667
0.6 1491 670
0.7 1494 675
0.8 1497 683
0.9 1500 693
1.0 1504 702
1.1 1507 710
1.2 1509 717
1.3 1512 721
1.4 1511 723
1.5 1510 721
1.6 1508 717
1.7 1505 711
1.8 1502 703
1.9 1498 693
2.0 1494 684
2.1 1491 674
2.2 1490 667
2.3 1491 660
2.4 1494 655
2.5 1499 651
2.6 1505 650
2.7 1511 650
2.8 1517 651

Label: i
Points: 17
0 338 656
0.1 338 657
0.2 340 660
0.3 341 662
0.4 343 665
0.5 350 671
0.6 352 674
0.7 354 675
0.8 352 674
0.9 351 672
1.0 351 669
1.1 350 665
1.2 350 661
1.3 351 658
1.4 352 657
1.5 355 658
1.6 357 659

Label: t
Points: 28
0 295 648
0.1 296 651
0.2 298 653
0.3 299 654
0.4 301 660
0.5 314 678
0.6 319 685
0.7 324 692
0.8 330 701
0.9 335 710
1.0 340 717
1.1 343 723
1.2 343 728
1.3 343 728
1.4 341 727
1.5 340 725
1.6 338 721
1.7 335 715
1.8 331 706
1.9 327 696
2.0 323 687
2.1 320 679
2.2 318 671
2.3 316 665
2.4 317 661
2.5 318 658
2.6 320 657
2.7 323 657

Label: A
Points: 23
0 465 723
0.1 464 721
0.2 462 720
0.3 460 717
0.4 459 715
0.5 452 697
0.6 449 691
0.7 446 684
0.8 443 675
0.9 440 667
1.0 437 659
1.1 435 654
1.2 434 651
1.3 460 717
1.4 461 715
1.5 462 713
1.6 463 712
1.7 464 706
1.8 468 686
1.9 469 680
2.0 471 674
2.1 473 668
2.2 474 661

Label: d
Points: 36
0 373 679
0.1 371 679
0.2 369 679
0.3 368 679
0.4 366 680
0.5 362 676
0.6 360 674
0.7 358 671
0.8 355 666
0.9 352 661
1.0 351 656
1.1 349 651
1.2 349 647
1.3 351 645
1.4 352 645
1.5 355 647
1.6 359 650
1.7 364 656
1.8 370 664
1.9 375 673
2.0 380 683
2.1 384 693
2.2 386 703
2.3 385 712
2.4 385 718
2.5 384 723
2.6 383 724
2.7 381 722
2.8 379 718
2.9 377 713
3.0 376 704
3.1 375 693
3.2 375 684
3.3 376 676
3.4 377 669
3.5 380 664

Label: I
Points: 18
0 526 695
0.1 526 694
0.2 527 693
0.3 527 692
0.4 528 690
0.5 529 683
0.6 530 680
0.7 530 676
0.8 532 672
0.9 532 667
1.0 518 654
1.1 519 654
1.2 522 654
1.3 524 654
1.4 527 654
1.5 535 654
1.6 537 653
1.7 540 653

Label: r
Points: 24
0 550 685
0.1 551 683
0.2 551 681
0.3 552 679
0.4 552 677
0.5 552 670
0.6 552 666
0.7 553 662
0.8 553 656
0.9 553 652
1.0 552 651
1.1 552 653
1.2 551 656
1.3 552 661
1.4 553 668
1.5 555 675
1.6 558 682
1.7 562 687
1.8 566 691
1.9 571 693
2.0 575 695
2.1 579 694
2.2 584 692
2.3 589 690

Label: v
Points: 21
0 869 688
0.1 870 685
0.2 871 683
0.3 872 682
0.4 873 678
0.5 875 667
0.6 876 664
0.7 876 660
0.8 876 656
0.9 876 653
1.0 877 651
1.1 878 652
1.2 881 654
1.3 884 658
1.4 886 663
1.5 889 669
1.6 892 675
1.7 894 681
1.8 896 686
1.9 898 690
2.0 899 691

Label: q
Points: 41
0 176 674
0.1 177 674
0.2 178 676
0.3 178 678
0.4 178 679
0.5 174 681
0.6 173 681
0.7 171 681
0.8 168 681
0.9 165 680
1.0 162 678
1.1 159 676
1.2 156 671
1.3 153 667
1.4 152 661
1.5 152 656
1.6 153 653
1.7 156 652
1.8 159 653
1.9 163 654
2.0 168 657
2.1 173 660
2.2 177 664
2.3 181 667
2.4 182 671
2.5 183 674
2.6 183 678
2.7 183 679
2.8 183 678
2.9 182 674
3.0 182 669
3.1 181 662
3.2 177 651
3.3 173 640
3.4 169 629
3.5 165 618
3.6 161 610
3.7 159 604
3.8 159 600
3.9 160 597
4.0 163 598

Label: c
Points: 18
0 227 687
0.1 229 687
0.2 227 687
0.3 226 687
0.4 225 687
0.5 220 687
0.6 218 685
0.7 215 684
0.8 210 681
0.9 204 677
1.0 199 673
1.1 195 668
1.2 194 665
1.3 195 662
1.4 196 661
1.5 200 660
1.6 205 659
1.7 212 659

Label: i
Points: 18
0 1089 661
0.1 1088 660
0.2 1088 659
0.3 1088 658
0.4 1089 660
0.5 1098 668
0.6 1100 671
0.7 1103 674
0.8 1106 679
0.9 1106 682
1.0 1106 684
1.1 1105 682
1.2 1104 679
1.3 1103 676
1.4 1102 671
1.5 1102 665
1.6 1102 661
1.7 1102 659

Label: N
Points: 9
0 516 698
0.1 516 696
0.2 516 694
0.3 516 692
0.4 516 690
0.5 515 673
0.6 513 667
0.7 512 662
0.8 510 657

Label: e
Points: 30
0 311 670
0.1 311 668
0.2 311 667
0.3 311 666
0.4 313 666
0.5 321 667
0.6 323 667
0.7 326 668
0.8 329 670
0.9 331 671
1.0 333 673
1.1 334 676
1.2 335 679
1.3 335 682
1.4 334 685
1.5 332 686
1.6 329 687
1.7 326 685
1.8 321 683
1.9 317 678
2.0 313 673
2.1 310 666
2.2 309 660
2.3 309 654
2.4 310 650
2.5 313 648
2.6 318 648
2.7 324 649
2.8 330 651
2.9 336 653

Label: q
Points: 36
0 503 690
0.1 503 692
0.2 503 693
0.3 503 694
0.4 502 694
0.5 495 693
0.6 493 690
0.7 490 686
0.8 488 681
0.9 485 676
1.0 485 673
1.1 485 670
1.2 487 668
1.3 490 669
1.4 493 670
1.5 496 671
1.6 500 673
1.7 503 677
1.8 505 681
1.9 507 685
2.0 507 690
2.1 507 693
2.2 507 693
2.3 507 692
2.4 507 689
2.5 507 684
2.6 506 678
2.7 505 671
2.8 502 662
2.9 500 654
3.0 497 644
3.1 493 634
3.2 490 626
3.3 487 617
3.4 485 610
3.5 485 606

Label: D
Points: 46
0 755 730
0.1 756 731
0.2 757 731
0.3 757 732
0.4 758 732
0.5 759 721
0.6 758 715
0.7 758 709
0.8 756 703
0.9 754 695
1.0 751 689
1.1 749 683
1.2 749 681
1.3 750 682
1.4 751 685
1.5 752 690
1.6 754 696
1.7 755 704
1.8 757 712
1.9 758 718
2.0 760 724
2.1 762 729
2.2 764 734
2.3 767 738
2.4 770 741
2.5 774 743
2.6 777 744
2.7 781 743
2.8 785 743
2.9 787 740
3.0 788 735
3.1 789 729
3.2 788 721
3.3 788 714
3.4 786 708
3.5 784 703
3.6 781 698
3.7 777 694
3.8 772 690
3.9 767 688
4.0 760 685
4.1 753 685
4.2 746 684
4.3 740 684
4.4 736 684
4.5 734 685

Label: )
Points: 17
0 477 767
0.1 478 768
0.2 479 768
0.3 480 769
0.4 482 769
0.5 487 765
0.6 488 760
0.7 489 753
0.8 489 744
0.9 488 732
1.0 486 720
1.1 482 707
1.2 477 695
1.3 472 686
1.4 466 679
1.5 462 673
1.6 458 668

Label: o
Points: 23
0 571 686
0.1 571 685
0.2 570 683
0.3 569 681
0.4 568 678
0.5 562 672
0.6 561 670
0.7 561 667
0.8 562 664
0.9 565 662
1.0 569 662
1.1 575 663
1.2 582 664
1.3 588 667
1.4 594 671
1.5 597 675
1.6 599 679
1.7 597 682
1.8 593 684
1.9 588 685
2.0 583 686
2.1 577 686
2.2 576 686

Label: t
Points: 29
0 1092 656
0.1 1094 658
0.2 1097 660
0.3 1102 664
0.4 1109 669
0.5 1124 689
0.6 1128 695
0.7 1134 703
0.8 1141 712
0.9 1146 720
1.0 1150 728
1.1 1153 733
1.2 1154 737
1.3 1153 740
1.4 1152 741
1.5 1150 740
1.6 1147 740
1.7 1144 738
1.8 1139 734
1.9 1135 726
2.0 1130 716
2.1 1126 704
2.2 1122 692
2.3 1119 681
2.4 1117 671
2.5 1118 664
2.6 1119 657
2.7 1122 654
2.8 1125 653

Label: o
Points: 30
0 1139 681
0.1 1138 682
0.2 1136 681
0.3 1134 679
0.4 1133 678
0.5 1131 668
0.6 1130 665
0.7 1130 660
0.8 1130 656
0.9 1131 653
1.0 1133 651
1.1 1136 652
1.2 1140 654
1.3 1144 656
1.4 1148 660
1.5 1152 667
1.6 1153 673
1.7 1154 679
