Label: 5
Points: 87
0.46 127 295
0.47 127 284
0.48 127 275
0.49 125 263
0.5 125 252
0.51 122 244
0.52 122 234
0.53 119 232
0.54 119 231
0.55 117 229
0.56 117 229
0.57 117 229
0.58 117 229
0.59 117 229
0.6 115 228
0.61 115 228
0.62 118 228
0.63 118 230
0.64 118 232

Label: 9
Points: 71
0 209 461
0.01 207 468
0.02 203 473
0.03 197 479
0.04 191 486
0.05 179 495
0.06 166 503
0.07 152 511
0.08 128 516
0.09 119 516
0.1 111 514
0.11 106 512
0.12 99 509
0.13 91 502
0.14 84 495
0.15 77 487
0.16 70 469
0.17 70 460
0.18 70 452
0.19 73 446
0.2 78 433
0.21 84 428
0.22 87 424
0.23 93 421
0.24 99 419
0.25 108 417
0.26 118 417
0.27 128 417
0.28 139 419
0.29 149 421
0.3 157 424
0.31 164 426
0.32 174 433
0.33 177 436
0.34 180 440
0.35 183 443
0.36 185 446
0.37 187 450
0.38 189 453
0.39 189 455
0.4 192 457
0.41 192 457
0.42 192 457
0.43 190 456
0.44 190 456
0.45 190 456
0.46 190 454
0.47 190 452
0.48 191 449
0.49 190 442
0.5 190 433
0.51 189 423
0.52 185 399
0.53 182 389
0.54 181 379
0.55 179 370
0.56 177 353
0.57 177 345
0.58 175 339
0.59 175 332
0.6 175 326
0.61 172 322
0.62 171 318
0.63 168 315
0.64 168 315
0.65 168 315
0.66 168 315
0.67 168 315
0.68 168 315
0.69 168 313
0.7 168 313

Label: N
Points: 49
0 103 439
0.01 103 439
0.02 103 439
0.03 103 437
0.04 100 428
0.05 100 421
0.06 100 411
0.07 100 401
0.08 100 378
0.09 100 367
0.1 100 356
0.11 100 346
0.12 97 326
0.13 97 318
0.14 95 311
0.15 95 303
0.16 95 290
0.17 95 285
0.18 95 280
0.19 95 276
0.2 95 270
0.21 93 270
0.22 93 268
0.23 93 268
0.24 93 270
0.25 105 450
0.26 105 449
0.27 106 447
0.28 106 444
0.29 114 431
0.3 119 423
0.31 123 414
0.32 129 405
0.33 141 384
0.34 146 376
0.35 150 367
0.36 154 359
0.37 167 343
0.38 173 336
0.39 179 329
0.4 185 322
0.41 193 310
0.42 197 305
0.43 201 302
0.44 203 299
0.45 205 293
0.46 205 291
0.47 205 288
0.48 205 285

Label: d
Points: 69
0 202 369
0.01 201 374
0.02 201 379
0.03 196 385
0.04 192 388
0.05 186 394
0.06 177 397
0.07 169 398
0.08 160 401
0.09 149 401
0.1 140 400
0.11 130 400
0.12 113 391
0.13 106 386
0.14 101 379
0.15 95 372
0.16 91 364
0.17 88 353
0.18 86 343
0.19 86 331
0.2 87 312
0.21 90 304
0.22 92 297
0.23 96 291
0.24 105 282
0.25 111 279
0.26 116 275
0.27 122 274
0.28 138 274
0.29 147 275
0.3 156 277
0.31 165 280
0.32 173 282
0.33 183 287
0.34 191 291
0.35 199 296
0.36 207 309
0.37 210 317
0.38 211 326
0.39 211 336
0.4 213 346
0.41 213 359
0.42 213 373
0.43 211 387
0.44 210 415
0.45 210 426
0.46 210 438
0.47 210 449
0.48 210 461
0.49 211 474
0.5 211 485
0.51 211 495
0.52 213 502
0.53 213 506
0.54 213 506
0.55 213 506
0.56 213 506
0.57 215 501
0.58 215 499
0.59 215 496
0.6 215 494
0.61 215 488
0.62 215 488
0.63 215 485
0.64 215 485
0.65 215 483
0.66 215 480
0.67 215 477
0.68 215 475

Label: ;
Points: 25
0 167 332
0.01 165 332
0.02 165 332
0.03 162 332
0.04 162 332
0.05 162 332
0.06 162 332
0.07 162 331
0.08 162 331
0.09 162 331
0.1 162 331
0.11 162 331
0.12 162 331
0.13 162 331
0.14 162 333
0.15 162 334
0.16 165 335
0.17 165 336
0.18 165 336
0.19 165 336
0.2 165 336
0.21 167 336
0.22 164 336
0.23 164 336
0.24 160 336

Label: X
Points: 30
0 135 462
0.01 135 464
0.02 137 466
0.03 137 466
0.04 134 465
0.05 134 462
0.06 136 458
0.07 139 450
0.08 143 441
0.09 148 425
0.1 156 409
0.11 164 391
0.12 173 376
0.13 183 364
0.14 193 350
0.15 204 336
0.16 212 324
0.17 224 307
0.18 228 301
0.19 231 295
0.2 233 289
0.21 235 284
0.22 237 279
0.23 239 273
0.24 241 268
0.25 243 261
0.26 245 261
0.27 245 261
0.28 247 261
0.29 250 267

Label: a
Points: 77
0 221 366
0.01 221 369
0.02 221 372
0.03 221 375
0.04 220 383
0.05 219 387
0.06 219 392
0.07 215 396
0.08 212 401
0.09 208 406
0.1 201 412
0.11 194 418
0.12 185 424
0.13 176 430
0.14 168 434
0.15 158 438
0.16 144 441
0.17 138 441
0.18 136 441
0.19 132 438
0.2 129 434
0.21 126 428
0.22 121 420
0.23 118 410
0.24 113 389
0.25 111 381
0.26 111 371
0.27 113 363
0.28 117 347
0.29 117 341
0.3 122 334
0.31 126 329
0.32 137 321
0.33 142 318
0.34 147 316
0.35 151 314
0.36 158 312
0.37 168 312
0.38 175 312
0.39 185 315
0.4 197 316
0.41 202 319
0.42 207 320
0.43 212 323
0.44 217 330
0.45 219 336
0.46 222 340
0.47 223 347
0.48 225 354
0.49 225 362
0.5 225 369
0.51 225 375
0.52 224 380
0.53 224 383
0.54 222 383
0.55 222 385
0.56 222 385
0.57 222 385
0.58 222 383
0.59 225 377
0.6 228 371
0.61 230 364
0.62 234 356
0.63 240 339
0.64 240 332
0.65 242 327
0.66 244 317
0.67 245 314
0.68 247 311
0.69 247 309
0.7 252 306
0.71 252 306
0.72 252 305
0.73 253 302
0.74 253 302
0.75 253 300
0.76 253 300

Label: B
Points: 27
0 120 482
0.01 120 483
0.02 120 483
0.03 119 483
0.04 117 478
0.05 117 472
0.06 113 464
0.07 112 451
0.08 108 421
0.09 106 407
0.1 106 392
0.11 104 380
0.12 104 357
0.13 104 347
0.14 104 337
0.15 104 328
0.16 101 316
0.17 101 311
0.18 101 308
0.19 100 305
0.2 100 304
0.21 98 304
0.22 98 304
0.23 98 304
0.24 98 305
0.25 98 307
0.26 96 310

Label: f
Points: 42
0 199 480
0.01 197 484
0.02 193 489
0.03 189 495
0.04 183 500
0.05 173 507
0.06 163 511
0.07 150 516
0.08 128 518
0.09 119 518
0.1 113 515
0.11 107 512
0.12 103 506
0.13 100 497
0.14 95 487
0.15 92 475
0.16 89 451
0.17 89 439
0.18 89 428
0.19 89 416
0.2 90 403
0.21 92 386
0.22 93 367
0.23 93 348
0.24 95 330
0.25 95 313
0.26 95 300
0.27 97 287
0.28 100 270
0.29 102 264
0.3 103 258
0.31 103 253
0.32 105 250
0.33 105 246
0.34 108 244
0.35 108 244
0.36 108 244
0.37 105 244
0.38 105 244
0.39 105 246
0.4 105 247
0.41 109 249

Label: d
Points: 63
0 208 340
0.01 208 344
0.02 205 348
0.03 203 351
0.04 199 354
0.05 191 357
0.06 184 360
0.07 173 362
0.08 151 362
0.09 140 360
0.1 131 357
0.11 122 354
0.12 116 350
0.13 110 343
0.14 104 334
0.15 99 323
0.16 94 303
0.17 94 293
0.18 94 285
0.19 96 276
0.2 99 268
0.21 105 259
0.22 125 243
0.23 130 242
0.24 135 240
0.25 141 238
0.26 150 237
0.27 161 237
0.28 172 237
0.29 183 240
0.3 202 243
0.31 206 246
0.32 212 250
0.33 215 255
0.34 220 260
0.35 224 267
0.36 228 276
0.37 231 286
0.38 235 306
0.39 235 316
0.4 235 326
0.41 235 338
0.42 235 350
0.43 233 365
0.44 230 382
0.45 227 397
0.46 223 423
0.47 222 432
0.48 222 441
0.49 220 448
0.5 220 460
0.51 219 465
0.52 219 468
0.53 219 470
0.54 219 471
0.55 219 471
0.56 219 471
0.57 219 472
0.58 219 472
0.59 219 472
0.6 220 471
0.61 220 470
0.62 217 465

Label: P
Points: 79
0 128 474
0.01 128 474
0.02 128 474
0.03 128 472
0.04 127 465
0.05 127 460
0.06 127 451
0.07 127 440
0.08 127 428
0.09 127 413
0.1 127 399
0.11 128 385
0.12 128 364
0.13 128 356
0.14 128 349
0.15 127 343
0.16 127 334
0.17 127 330
0.18 126 327
0.19 126 324
0.2 126 323
0.21 126 321
0.22 126 321
0.23 126 319
0.24 128 318
0.25 128 317
0.26 128 317
0.27 128 318
0.28 128 318
0.29 128 321
0.3 128 325
0.31 129 330
0.32 131 346
0.33 133 355
0.34 133 366
0.35 135 377
0.36 135 401
0.37 132 414
0.38 131 426
0.39 129 439
0.4 129 450
0.41 131 464
0.42 131 477
0.43 133 488
0.44 135 498
0.45 139 505
0.46 144 509
0.47 150 515
0.48 163 515
0.49 171 512
0.5 181 508
0.51 191 502
0.52 212 485
0.53 221 474
0.54 230 463
0.55 237 452
0.56 243 442
0.57 247 432
0.58 248 422
0.59 248 414
0.6 242 400
0.61 235 396
0.62 227 392
0.63 218 390
0.64 198 384
0.65 186 384
0.66 174 384
0.67 162 384
0.68 151 384
0.69 139 384
0.7 128 386
0.71 120 389
0.72 109 390
0.73 106 390
0.74 104 390
0.75 104 390
0.76 104 390
0.77 104 388
0.78 103 388

Label: d
Points: 68
0 175 353
0.01 170 359
0.02 164 363
0.03 157 367
0.04 149 370
0.05 140 372
0.06 129 374
0.07 120 375
0.08 100 373
0.09 92 370
0.1 83 364
0.11 76 357
0.12 69 350
0.13 62 338
0.14 57 329
0.15 53 317
0.16 53 305
0.17 53 296
0.18 56 287
0.19 58 279
0.2 66 268
0.21 72 264
0.22 79 260
0.23 86 257
0.24 93 256
0.25 104 253
0.26 115 253
0.27 124 252
0.28 144 252
0.29 151 252
0.3 158 252
0.31 163 252
0.32 168 254
0.33 172 256
0.34 175 257
0.35 179 262
0.36 184 274
0.37 186 284
0.38 189 293
0.39 191 306
0.4 196 334
0.41 196 348
0.42 197 363
0.43 197 378
0.44 199 392
0.45 199 410
0.46 199 424
0.47 199 437
0.48 199 449
0.49 198 457
0.5 198 462
0.51 198 466
0.52 200 469
0.53 200 469
0.54 200 469
0.55 198 469
0.56 198 469
0.57 198 469
0.58 196 469
0.59 198 469
0.6 199 469
0.61 201 467
0.62 199 467
0.63 199 467
0.64 197 469
0.65 197 469
0.66 197 467
0.67 197 466

Label: H
Points: 51
0 119 466
0.01 119 468
0.02 119 468
0.03 119 468
0.04 120 468
0.05 120 466
0.06 120 461
0.07 120 456
0.08 119 445
0.09 116 427
0.1 114 408
0.11 112 388
0.12 112 356
0.13 112 342
0.14 112 330
0.15 110 318
0.16 110 308
0.17 107 298
0.18 105 287
0.19 103 280
0.2 101 271
0.21 101 264
0.22 101 260
0.23 99 256
0.24 99 254
0.25 101 254
0.26 102 254
0.27 102 256
0.28 235 442
0.29 238 439
0.3 238 435
0.31 241 428
0.32 241 420
0.33 240 406
0.34 240 389
0.35 236 374
0.36 234 358
0.37 234 343
0.38 232 330
0.39 232 316
0.4 230 305
0.41 229 296
0.42 229 288
0.43 227 282
0.44 227 272
0.45 227 270
0.46 227 267
0.47 227 267
0.48 227 268
0.49 227 268
0.5 227 271

Label: z
Points: 77
0 100 351
0.01 100 352
0.02 100 352
0.03 98 352
0.04 98 352
0.05 98 352
0.06 96 352
0.07 98 352
0.08 98 352
0.09 98 352
0.1 101 352
0.11 103 353
0.12 106 353
0.13 110 353
0.14 117 353
0.15 123 353
0.16 130 353
0.17 139 352
0.18 145 352
0.19 151 351
0.2 158 352
0.21 163 352
0.22 167 351
0.23 171 351
0.24 174 349
0.25 176 349
0.26 176 347
0.27 179 347
0.28 179 347
0.29 179 347
0.3 179 347
0.31 177 347
0.32 177 347
0.33 177 346
0.34 176 344
0.35 176 340
0.36 174 337
0.37 171 329
0.38 168 320
0.39 162 311
0.4 152 292
0.41 146 285
0.42 142 278
0.43 138 272
0.44 130 258
0.45 124 251
0.46 121 245
0.47 117 239
0.48 114 234
0.49 109 225
0.5 107 221
0.51 107 218
0.52 105 216
0.53 105 214
0.54 105 212
0.55 107 211
0.56 107 209
0.57 110 207
0.58 114 207
0.59 120 204
0.6 126 204
0.61 139 202
0.62 145 202
0.63 152 200
0.64 159 200
0.65 173 196
0.66 179 195
0.67 186 195
0.68 190 193
0.69 198 193
0.7 200 193
0.71 201 193
0.72 203 193
0.73 204 193
0.74 206 193
0.75 206 193
0.76 206 194

Label: .
Points: 33
0 158 261
0.01 156 259
0.02 156 258
0.03 156 258
0.04 156 254
0.05 156 252
0.06 156 250
0.07 156 247
0.08 157 242
0.09 159 240
0.1 161 238
0.11 163 238
0.12 164 236
0.13 166 236
0.14 166 237
0.15 169 237
0.16 170 239
0.17 170 240
0.18 170 240
0.19 167 242
0.2 167 244
0.21 167 245
0.22 167 245
0.23 167 245
0.24 167 243
0.25 165 240
0.26 165 240
0.27 164 239
0.28 164 238
0.29 164 238
0.3 164 238
0.31 163 236
0.32 163 236

Label: p
Points: 29
0 140 313
0.01 139 313
0.02 139 313
0.03 136 312
0.04 136 309
0.05 135 305
0.06 132 299
0.07 132 290
0.08 129 268
0.09 129 255
0.1 127 243
0.11 126 231
0.12 126 220
0.13 123 207
0.14 123 194
0.15 121 184
0.16 121 166
0.17 120 161
0.18 120 156
0.19 118 151
0.2 118 147
0.21 118 145
0.22 116 142
0.23 116 142
0.24 113 139
0.25 113 139
0.26 113 138
0.27 113 138
0.28 115 138

Label: t
Points: 40
0 171 445
0.01 171 445
0.02 171 446
0.03 171 446
0.04 171 445
0.05 171 445
0.06 171 443
0.07 171 439
0.08 170 432
0.09 168 421
0.1 168 407
0.11 167 393
0.12 166 366
0.13 166 354
0.14 166 341
0.15 164 329
0.16 164 319
0.17 164 305
0.18 164 293
0.19 164 281
0.2 164 264
0.21 164 258
0.22 166 252
0.23 169 247
0.24 169 243
0.25 172 238
0.26 177 236
0.27 180 234
0.28 185 232
0.29 187 232
0.3 190 231
0.31 195 229
0.32 199 231
0.33 205 231
0.34 207 232
0.35 209 232
0.36 211 234
0.37 214 234
0.38 217 234
0.39 220 235

Label: 2
Points: 77
0 123 403
0.01 123 403
0.02 123 403
0.03 122 403
0.04 120 406
0.05 118 408
0.06 118 408
0.07 118 412
0.08 118 413
0.09 120 414
0.1 120 418
0.11 120 420
0.12 120 425
0.13 123 426
0.14 127 428
0.15 131 429
0.16 143 432
0.17 149 433
0.18 156 433
0.19 164 433
0.2 171 432
0.21 186 431
0.22 192 430
0.23 197 430
0.24 202 428
0.25 208 422
0.26 210 419
0.27 210 415
0.28 214 411
0.29 216 398
0.3 215 392
0.31 215 385
0.32 211 379
0.33 209 372
0.34 206 364
0.35 200 357
0.36 194 350
0.37 181 337
0.38 175 331
0.39 168 326
0.4 163 320
0.41 150 309
0.42 146 303
0.43 143 296
0.44 140 291
0.45 136 279
0.46 135 274
0.47 135 269
0.48 135 265
0.49 135 259
0.5 136 258
0.51 135 257
0.52 135 255
0.53 138 255
0.54 138 254
0.55 141 254
0.56 143 254
0.57 145 255
0.58 149 255
0.59 153 255
0.6 156 255
0.61 162 255
0.62 167 255
0.63 173 253
0.64 181 252
0.65 193 248
0.66 199 247
0.67 202 245
0.68 207 243
0.69 211 242
0.7 213 242
0.71 215 242
0.72 215 242
0.73 219 242
0.74 219 242
0.75 221 242
0.76 221 242

Label: Y
Points: 67
0 108 519
0.01 105 523
0.02 105 525
0.03 102 525
0.04 102 527
0.05 102 527
0.06 102 527
0.07 101 527
0.08 101 528
0.09 101 528
0.1 101 528
0.11 101 528
0.12 101 528
0.13 101 526
0.14 103 523
0.15 103 519
0.16 110 507
0.17 112 498
0.18 116 488
0.19 120 479
0.2 124 468
0.21 129 458
0.22 134 446
0.23 140 434
0.24 144 423
0.25 149 412
0.26 154 404
0.27 157 398
0.28 159 392
0.29 161 389
0.3 161 389
0.31 161 388
0.32 163 388
0.33 163 386
0.34 163 386
0.35 165 385
0.36 165 386
0.37 167 386
0.38 168 389
0.39 170 393
0.4 174 396
0.41 177 403
0.42 181 408
0.43 186 416
0.44 192 423
0.45 196 431
0.46 201 439
0.47 206 447
0.48 211 457
0.49 218 465
0.5 227 480
0.51 231 485
0.52 235 490
0.53 239 493
0.54 242 496
0.55 246 498
0.56 248 500
0.57 250 503
0.58 252 503
0.59 252 505
0.6 252 505
0.61 252 507
0.62 252 507
0.63 253 507
0.64 253 508
0.65 253 508
0.66 253 508

Label: V
Points: 52
0 101 491
0.01 101 491
0.02 102 491
0.03 104 489
0.04 105 487
0.05 105 484
0.06 107 479
0.07 108 472
0.08 111 462
0.09 113 446
0.1 113 427
0.11 117 407
0.12 118 385
0.13 123 364
0.14 128 345
0.15 132 326
0.16 141 309
0.17 145 297
0.18 150 288
0.19 154 278
0.2 157 268
0.21 159 264
0.22 159 263
0.23 160 263
0.24 160 263
0.25 160 264
0.26 163 266
0.27 165 269
0.28 167 273
0.29 172 279
0.3 177 288
0.31 183 299
0.32 196 324
0.33 203 336
0.34 209 349
0.35 215 361
0.36 224 389
0.37 227 403
0.38 230 417
0.39 234 432
0.4 241 455
0.41 245 465
0.42 248 471
0.43 251 478
0.44 253 482
0.45 257 485
0.46 259 488
0.47 264 488
0.48 265 490
0.49 265 491
0.5 264 491
0.51 264 491

Label: 2
Points: 75
0 104 428
0.01 104 431
0.02 102 433
0.03 102 435
0.04 100 439
0.05 100 443
0.06 101 443
0.07 101 445
0.08 101 447
0.09 103 448
0.1 105 452
0.11 109 454
0.12 113 456
0.13 119 458
0.14 137 460
0.15 145 460
0.16 154 460
0.17 162 458
0.18 170 457
0.19 179 456
0.2 187 453
0.21 193 452
0.22 198 448
0.23 201 444
0.24 206 439
0.25 208 433
0.26 209 426
0.27 209 411
0.28 208 404
0.29 205 396
0.3 201 388
0.31 190 372
0.32 183 364
0.33 175 356
0.34 167 348
0.35 154 332
0.36 148 325
0.37 142 318
0.38 136 311
0.39 132 304
0.4 129 297
0.41 125 291
0.42 125 286
0.43 121 279
0.44 121 277
0.45 121 275
0.46 121 275
0.47 121 275
0.48 121 272
0.49 121 273
0.5 121 272
0.51 122 271
0.52 124 269
0.53 127 269
0.54 130 269
0.55 134 269
0.56 141 270
0.57 148 270
0.58 157 272
0.59 165 272
0.6 172 273
0.61 181 273
0.62 187 273
0.63 202 269
0.64 206 267
0.65 210 266
0.66 213 263
0.67 215 262
0.68 217 262
0.69 215 262
0.7 215 262
0.71 215 260
0.72 214 260
0.73 214 259
0.74 214 259

Label: 9
Points: 89
0 204 415
0.01 202 419
0.02 201 423
0.03 197 427
0.04 193 432
0.05 186 439
0.06 175 446
0.07 165 453
0.08 141 465
0.09 132 469
0.1 122 472
0.11 114 475
0.12 100 474
0.13 94 472
0.14 90 468
0.15 86 463
0.16 82 448
0.17 81 438
0.18 81 428
0.19 81 420
0.2 82 402
0.21 85 394
0.22 89 387
0.23 93 380
0.24 103 369
0.25 110 365
0.26 117 361
0.27 126 357
0.28 143 352
