Label: a
Points: 39
Width: 0.136325
Duration: 357.048
0.619338 0.644853 0.563736
0.650266 0.692115 0.520109
0.681645 0.750284 0.451034
0.713354 0.783004 0.38923
0.744644 0.786639 0.360146
0.77578 0.786639 0.338332
0.807314 0.764826 0.331061
0.839715 0.695751 0.320155
0.872234 0.601227 0.309248
0.905174 0.513974 0.305612
0.936512 0.426721 0.301977
0.967607 0.394001 0.301977
1 0.383095 0.301977

Label: b
Points: 30
Width: 0.283111
Duration: 264.275
Centroid: 0.496222 0.533556
0 0.409537 1
0.0445259 0.409537 0.997057
0.0793574 0.406593 0.961735
0.110782 0.406593 0.899921
0.141718 0.406593 0.852826
0.174599 0.409537 0.740973
0.206847 0.415424 0.61146
0.23985 0.418367 0.461342
0.271928 0.41248 0.35832
0.303759 0.409537 0.317111
0.335854 0.409537 0.311224
0.407732 0.409537 0.322998
0.438937 0.41248 0.373037
0.471145 0.438972 0.458398
0.503572 0.474294 0.523155
0.535952 0.518446 0.546703
0.569281 0.568485 0.549646
0.60243 0.60675 0.546703
0.633368 0.668564 0.514325
0.667176 0.700942 0.467229
0.69987 0.715659 0.428964
0.731682 0.721546 0.378924
0.764962 0.712716 0.346546
0.797611 0.686225 0.320055
0.828987 0.642072 0.29945
0.861964 0.556711 0.278846
0.895251 0.474294 0.278846
0.92785 0.415424 0.278846
0.960248 0.388932 0.284733
1 0.374215 0.29062

Label: c
Points: 19
Width: 0.132719
Duration: 153.896
Centroid: 0.48193 0.569386
0 0.794118 0.81626
0.0474522 0.794118 0.853933
0.101904 0.794118 0.885328
0.159407 0.769002 0.910444
0.214728 0.731329 0.935559
0.270531 0.649703 0.941838
0.326797 0.536682 0.904165
0.383889 0.455056 0.847654
0.440688 0.310641 0.728355
0.499023 0.185062 0.546266
0.552529 0.122273 0.445804
0.609144 0.109715 0.313946
0.664458 0.14111 0.169531
0.721454 0.222736 0.0627892
0.780411 0.298083 0.0125578
0.834399 0.423662 0
0.888096 0.574356 0.0125578
0.943715 0.72505 0.0313946
1 0.863186 0.0816259

Label: c
Points: 20
Width: 0.142
Duration: 158.479
Centroid: 0.456417 0.608667
0 0.847124 0.721831
0.0238474 0.847124 0.733568
0.079405 0.841256 0.745305
0.134229 0.811913 0.757042
0.188203 0.770833 0.774648
0.241512 0.694542 0.792253
0.293255 0.62412 0.803991
0.348843 0.553697 0.809859
0.402263 0.465669 0.798122
0.45628 0.348298 0.745305
0.509866 0.225059 0.657277
0.56318 0.154636 0.557512
0.61602 0.137031 0.440141
0.670031 0.131162 0.299296
0.725003 0.160505 0.199531
0.780703 0.26027 0.0997654
0.83679 0.377641 0.0176058
0.890629 0.483275 0
0.944985 0.58304 0.00586854
1 0.682805 0.04108

Label: c
Points: 17
Width: 0.133333
Duration: 133.481
Centroid: 0.479706 0.566667
0 0.613603 0.80625
0.0276109 0.613603 0.81875
0.0942825 0.607353 0.825
0.158525 0.601103 0.83125
0.222482 0.588603 0.83125
0.287164 0.576103 0.83125
0.353777 0.526103 0.8125
0.418722 0.432353 0.75625
0.484837 0.319853 0.6625
0.54908 0.238603 0.525
0.612832 0.207353 0.36875
0.675714 0.226103 0.24375
0.741647 0.326103 0.1125
0.808794 0.463603 0.01875
0.874449 0.626103 0
0.935904 0.732353 0
1 0.801103 0.05625

Label: c
Points: 18
Width: 0.121018
Duration: 145.291
Centroid: 0.488056 0.532685
0 0.700842 0.785004
0.0481052 0.68707 0.805662
0.108504 0.673298 0.82632
0.169608 0.65264 0.833206
0.227204 0.625096 0.840092
0.286118 0.611324 0.846978
0.345206 0.576894 0.840092
0.405786 0.494262 0.79189
0.465425 0.384086 0.716144
0.526516 0.260138 0.564652
0.585295 0.177506 0.426932
0.644161 0.156848 0.289212
0.705622 0.177506 0.199694
0.765066 0.267024 0.130834
0.821217 0.432288 0.03443
0.880372 0.590666 0
0.941147 0.728386 0.013772
1 0.804132 0.055088

Label: e
Points: 26
Width: 0.0901924
Duration: 214.671
Centroid: 0.480192 0.559167
0 0.212509 0.560057
0.0346961 0.277185 0.523099
0.0735865 0.397299 0.49538
0.113337 0.582089 0.486141
0.152386 0.757639 0.486141
0.192127 0.877753 0.532338
0.232378 0.94243 0.606254
0.272269 0.979388 0.68017
0.31322 0.979388 0.781805
0.353421 0.960909 0.8742
0.394877 0.896232 0.929637
0.434518 0.831556 0.957355
0.474618 0.729921 0.957355
0.515042 0.554371 0.901918
0.556461 0.406538 0.837242
0.596262 0.249467 0.744847
0.637017 0.0831556 0.560057
0.677363 0 0.402985
0.717 0 0.245913
0.758096 0 0.190476
0.799311 0.0554372 0.0980815
0.837924 0.175551 0.033405
0.880013 0.323383 0.0241655
0.919344 0.434257 0.0241655
0.960796 0.582089 0.0241655
1 0.711442 0.0426445

Label: e
Points: 24
Width: 0.137292
Duration: 205.096
Centroid: 0.441736 0.600625
0 0.354072 0.558422
0.0766268 0.366211 0.552352
0.119861 0.40263 0.552352
0.160191 0.457259 0.558422
0.202697 0.517956 0.576632
0.245274 0.572585 0.61912
0.287528 0.596864 0.649469
0.328215 0.615073 0.698028
0.369321 0.615073 0.764796
0.412284 0.590794 0.807284
0.453794 0.554375 0.831563
0.496224 0.517956 0.837633
0.537849 0.481538 0.837633
0.580974 0.41477 0.795145
0.623137 0.360142 0.722307
0.666271 0.311583 0.600911
0.706444 0.287304 0.437026
0.748098 0.287304 0.291351
0.790299 0.329793 0.169955
0.831972 0.42084 0.0789076
0.874606 0.560445 0.0242794
0.915436 0.71219 0
0.958685 0.815377 0.0060698
1 0.857866 0.0303492

Label: e
Points: 29
Width: 0.0937356
Duration: 233.776
Centroid: 0.437701 0.582069
0 0.0944204 0.533415
0.00872228 0.0855302 0.515635
0.0480143 0.0855302 0.506744
0.0832919 0.0944204 0.497854
0.11844 0.156652 0.488964
0.154098 0.254445 0.480074
0.190837 0.405579 0.480074
0.226788 0.547823 0.480074
0.263569 0.743409 0.515635
0.299348 0.876763 0.551196
0.335461 0.903433 0.577866
0.372013 0.921214 0.613427
0.408431 0.921214 0.70233
0.44492 0.867872 0.782342
0.481033 0.814531 0.835683
0.517079 0.77008 0.853464
0.553957 0.707848 0.853464
0.590822 0.610055 0.835683
0.628154 0.503372 0.746781
0.665876 0.405579 0.684549
0.703823 0.325567 0.595647
0.740145 0.272225 0.480074
0.776943 0.254445 0.3645
0.814271 0.254445 0.257817
0.851049 0.272225 0.160024
0.888762 0.361128 0.0800122
0.926725 0.530043 0.0177805
0.962667 0.663397 0
1 0.79675 0.00889024

Label: e
Points: 30
Width: 0.0944445
Duration: 241.523
Centroid: 0.391278 0.552778
0 0.210882 0.670588
0.00512696 0.210882 0.62647
0.0408459 0.255 0.591176
0.0770581 0.307941 0.555882
0.113088 0.387353 0.538235
0.148128 0.502059 0.529411
0.183984 0.643235 0.538235
0.219493 0.793235 0.573529
0.25522 0.863823 0.608823
0.291012 0.899117 0.661765
0.328396 0.907941 0.705882
0.362195 0.890294 0.767647
0.398164 0.837353 0.820588
0.432387 0.766764 0.838235
0.467738 0.669706 0.847058
0.503219 0.555 0.847058
0.538052 0.440294 0.811764
0.573476 0.369706 0.767647
0.608653 0.290294 0.697059
0.644012 0.228529 0.6
0.678675 0.202059 0.485294
0.714512 0.184412 0.335294
0.749749 0.184412 0.229412
0.785282 0.219706 0.15
0.819909 0.246176 0.114706
0.856081 0.360882 0.0617649
0.892479 0.493235 0.017647
0.929274 0.607941 0
0.964459 0.705 0
1 0.766764 0.00882351

Label: f
Points: 29
Width: 0.264943
Duration: 367.651
Centroid: 0.47977 0.561609
0 0.616811 0.770607
0.0541444 0.616811 0.773753
0.0765363 0.616811 0.79577
0.0996879 0.616811 0.839805
0.122924 0.610521 0.871258
0.145941 0.591649 0.905857
0.169464 0.569631 0.931019
0.193059 0.55705 0.934165
0.217114 0.535033 0.927874
0.24119 0.497289 0.886985
0.26444 0.450109 0.789479
0.287817 0.421801 0.673102
0.311806 0.412365 0.51898
0.33535 0.443818 0.327115
0.35886 0.478417 0.166703
0.382905 0.500434 0.0880693
0.405767 0.519306 0.04718
0.4292 0.519306 0.0220173
0.452957 0.519306 0.00629066
0.476669 0.519306 0
0.827263 0.308568 0.355423
0.8278 0.308568 0.358568
0.859159 0.311714 0.358568
0.883626 0.333731 0.352278
0.906613 0.377766 0.352278
0.92922 0.437527 0.352278
0.952488 0.535033 0.358568
0.975903 0.619957 0.364859
1 0.654555 0.37115

Label: f
Points: 28
Width: 0.212024
Duration: 359.681
Centroid: 0.510119 0.588691
0 0.633352 0.770354
0.023947 0.633352 0.782145
0.0475112 0.629421 0.793936
0.0713849 0.61763 0.805727
0.0950822 0.605839 0.821449
0.119032 0.582257 0.83717
0.143269 0.554744 0.845031
0.167616 0.523301 0.845031
0.191017 0.491858 0.83324
0.214215 0.452555 0.790006
0.238238 0.421112 0.695676
0.262198 0.413251 0.573835
0.286471 0.425042 0.389107
0.310662 0.464346 0.235823
0.3354 0.495789 0.125772
0.359271 0.51151 0.0668163
0.383044 0.51151 0.031443
0.407284 0.51151 0.00786074
0.431633 0.51151 0
0.800914 0.287479 0.381246
0.833685 0.291409 0.385177
0.858305 0.314991 0.385177
0.880721 0.381808 0.393037
0.904671 0.464346 0.412689
0.928653 0.527232 0.436272
0.952467 0.570466 0.448063
0.976289 0.582257 0.451993
1 0.590118 0.455924

Label: f
Points: 30
Width: 0.2415
Duration: 472.18
Centroid: 0.526278 0.569833
0 0.573269 0.73844
0.00358419 0.573269 0.755694
0.022258 0.573269 0.783299
0.0404788 0.562917 0.810904
0.0585983 0.549114 0.831608
0.0773259 0.531861 0.845411
0.0955013 0.52496 0.848861
0.113557 0.514608 0.848861
0.131449 0.490453 0.824707
0.149924 0.459397 0.783299
0.168416 0.428341 0.728088
0.187269 0.417989 0.652174
0.205527 0.42144 0.552105
0.223525 0.442144 0.434783
0.241748 0.466299 0.338164
0.26025 0.493904 0.238095
0.278295 0.514608 0.141477
0.296007 0.52496 0.0793651
0.31435 0.52841 0.0345066
0.332374 0.52841 0.010352
0.350453 0.52841 0
0.830159 0.36968 0.400276
0.872016 0.373131 0.400276
0.890706 0.386934 0.400276
0.909045 0.42144 0.400276
0.927282 0.469749 0.410628
0.945656 0.531861 0.42098
0.96464 0.58017 0.424431
0.982615 0.607775 0.431332
1 0.611226 0.431332

Label: f
Points: 32
Width: 0.205573
Duration: 391.866
Centroid: 0.5075 0.518906
0 0.652014 0.826957
0.0198145 0.652014 0.831011
0.0424177 0.652014 0.843172
0.0644552 0.639853 0.871548
0.086069 0.615531 0.899924
0.108191 0.587155 0.924246
0.129563 0.546618 0.936407
0.151937 0.510134 0.936407
0.174648 0.477705 0.912085
0.196316 0.433114 0.875602
0.218157 0.404738 0.810742
0.240929 0.392577 0.749937
0.262179 0.384469 0.705346
0.287648 0.384469 0.583735
0.306304 0.408791 0.474284
0.327021 0.449329 0.328351
0.348744 0.481758 0.202686
0.37054 0.485812 0.101343
0.392441 0.489866 0.0526982
0.41373 0.489866 0.0243222
0.435653 0.489866 0.00810742
0.457696 0.489866 0.00405371
0.478976 0.489866 0
0.847058 0.335825 0.31619
0.847358 0.339878 0.31619
0.869253 0.35204 0.320243
0.890513 0.388523 0.332404
0.911835 0.449329 0.344565
0.934236 0.53851 0.36078
0.956172 0.619585 0.364834
0.978456 0.676336 0.368888
1 0.692551 0.372941

Label: g
Points: 43
Width: 0.25938
Duration: 390.674
Centroid: 0.472015 0.54438
0 0.52503 0.697176
0.0301262 0.52503 0.700388
0.0522985 0.52503 0.703601
0.0742457 0.528243 0.716452
0.096108 0.534668 0.726091
0.118425 0.534668 0.738942
0.140632 0.534668 0.751793
0.163215 0.528243 0.764644
0.185412 0.512179 0.777495
0.207449 0.476838 0.777495
0.229166 0.435072 0.77107
0.251054 0.402944 0.745367
0.273766 0.348326 0.697176
0.296348 0.319411 0.639345
0.31873 0.303347 0.594366
0.341592 0.30656 0.565451
0.363435 0.325837 0.549387
0.385432 0.357965 0.542962
0.406879 0.399731 0.542962
0.429346 0.480051 0.555813
0.451109 0.560371 0.597579
0.472826 0.592499 0.629707
0.494773 0.598924 0.655409
0.516905 0.602137 0.671473
0.539148 0.602137 0.681112
0.623827 0.602137 0.677899
0.646554 0.602137 0.661835
0.668401 0.602137 0.623281
0.690409 0.602137 0.571877
0.712661 0.611775 0.488344
0.735413 0.631052 0.395173
0.75699 0.631052 0.35662
0.779598 0.634265 0.247385
0.80134 0.634265 0.157427
0.823152 0.621414 0.0706813
0.845189 0.598924 0.0321279
0.867552 0.566796 0.00321279
0.889544 0.534668 0
0.912716 0.473625 0.0160639
0.934103 0.38688 0.061043
0.955781 0.319411 0.0963836
0.977343 0.296922 0.118873
1 0.290496 0.128512

Label: g
Points: 36
Width: 0.201296
Duration: 329.678
Centroid: 0.488241 0.527963
0 0.578887 0.803128
0.0224592 0.566468 0.807268
0.048313 0.549908 0.807268
0.0752214 0.525069 0.807268
0.100844 0.491951 0.794848
0.126953 0.429853 0.774149
0.153381 0.380175 0.75345
0.179757 0.342916 0.716192
0.206339 0.322217 0.666514
0.232572 0.322217 0.620975
0.258651 0.330497 0.591996
0.28377 0.355336 0.583717
0.310193 0.405014 0.579577
0.33655 0.471251 0.587857
0.363287 0.541629 0.616835
0.389111 0.570607 0.645814
0.415445 0.583027 0.674793
0.440386 0.591307 0.691353
0.466607 0.595446 0.699632
0.497307 0.595446 0.703772
0.60676 0.595446 0.699632
0.633532 0.595446 0.678933
0.659563 0.591307 0.645814
0.684635 0.587167 0.575437
0.711058 0.595446 0.471941
0.737688 0.607866 0.351886
0.764566 0.616146 0.235971
0.791096 0.616146 0.120055
0.817104 0.616146 0.053818
0.842975 0.595446 0.0124195
0.870215 0.566468 0
0.89649 0.50437 0
0.921265 0.425713 0.0206992
0.948357 0.347056 0.0496781
0.974105 0.305658 0.0662374
1 0.284959 0.0910764

Label: g
Points: 42
Width: 0.173571
Duration: 369.633
Centroid: 0.477698 0.583571
0 0.617055 0.78738
0.0100554 0.59305 0.801784
0.0341978 0.578646 0.801784
0.0566493 0.569044 0.801784
0.0798829 0.54984 0.796982
0.103386 0.525834 0.796982
0.127254 0.497028 0.792181
0.149573 0.477823 0.78738
0.172574 0.458619 0.782579
0.194983 0.405807 0.74417
0.218951 0.348194 0.672154
0.241958 0.328989 0.590535
0.265154 0.314586 0.532922
0.287437 0.314586 0.489712
0.311268 0.328989 0.465707
0.333819 0.372199 0.456104
0.35643 0.434613 0.460905
0.379621 0.482624 0.504116
0.402437 0.535437 0.56653
0.425602 0.569044 0.619342
0.448814 0.59305 0.662552
0.471387 0.617055 0.70096
0.494605 0.626657 0.724966
0.518467 0.631458 0.734568
0.542494 0.631458 0.739369
0.627153 0.631458 0.734568
0.650376 0.631458 0.710563
0.673414 0.631458 0.652949
0.696357 0.631458 0.56653
0.719628 0.63626 0.451303
0.742941 0.641061 0.35048
0.766528 0.650663 0.235254
0.789492 0.650663 0.144033
0.813482 0.631458 0.0720164
0.836572 0.602652 0.0336077
0.859801 0.540238 0.00480109
0.883547 0.473022 0
0.907129 0.372199 0
0.92994 0.276177 0.0240055
0.95422 0.213763 0.052812
0.977358 0.194558 0.0672153
1 0.189757 0.0864197

Label: g
Points: 39
Width: 0.210983
Duration: 364.795
Centroid: 0.507222 0.55265
0 0.589528 0.758355
0.0217213 0.589528 0.762305
0.0459055 0.589528 0.778104
0.0693401 0.585578 0.805753
0.0930638 0.56188 0.85315
0.11675 0.518432 0.884748
0.140768 0.478935 0.904497
0.164112 0.431537 0.908446
0.188189 0.395989 0.904497
0.211939 0.360442 0.861049
0.235267 0.324894 0.770204
0.258862 0.305145 0.67146
0.283239 0.297245 0.584566
0.306711 0.297245 0.545068
0.330885 0.316994 0.525319
0.354277 0.372291 0.50952
0.377251 0.431537 0.50952
0.40197 0.494734 0.529269
0.42578 0.577679 0.572716
0.448326 0.632975 0.612214
0.471492 0.652724 0.639862
0.494483 0.656674 0.663561
0.517516 0.656674 0.67541
0.646762 0.656674 0.67146
0.671284 0.656674 0.628013
0.694333 0.656674 0.564817
0.718062 0.660624 0.434474
0.742069 0.672473 0.315981
0.765884 0.672473 0.193539
0.789977 0.672473 0.114543
0.813803 0.656674 0.0473973
0.836284 0.629026 0.019749
0.860056 0.577679 0
0.882484 0.490784 0
0.905266 0.39204 0.0157992
0.929279 0.305145 0.0394978
0.953067 0.257748 0.0592466
0.976624 0.21825 0.0750456
1 0.206401 0.0908447

Label: h
Points: 27
Width: 0.332839
Duration: 227.133
Centroid: 0.479815 0.543827
0 0.36007 1
0.0519296 0.36007 0.997496
0.0907801 0.36007 0.984978
0.128461 0.362574 0.947422
0.166263 0.367582 0.8648
0.203574 0.385107 0.727096
0.24239 0.402633 0.569362
0.280836 0.410145 0.451688
0.319085 0.412648 0.349036
0.356895 0.417656 0.323999
0.394361 0.417656 0.321495
0.432437 0.420159 0.321495
0.469233 0.422663 0.334013
0.50853 0.435182 0.371569
0.545171 0.452708 0.419139
0.58452 0.475241 0.449184
0.621909 0.5153 0.461702
0.660114 0.550352 0.461702
0.696729 0.585404 0.459199
0.735872 0.620456 0.434162
0.774911 0.647997 0.411628
0.812945 0.665523 0.386591
0.849027 0.683049 0.346532
0.887275 0.69056 0.308976
0.923314 0.693064 0.281435
0.961347 0.693064 0.261406
1 0.693064 0.253895

Label: h
Points: 28
Width: 0.206369
Duration: 266.174
Centroid: 0.414583 0.598631
0 0.379867 1
0.0895943 0.379867 0.991924
0.122739 0.379867 0.939429
0.154049 0.387943 0.838477
0.186431 0.391981 0.725411
0.220207 0.396019 0.616383
0.25264 0.396019 0.503317
0.283385 0.396019 0.398327
0.316772 0.400057 0.341794
0.348493 0.400057 0.30949
0.380853 0.400057 0.301413
0.480316 0.404095 0.305452
0.513542 0.408133 0.357946
0.545505 0.420248 0.410441
0.578107 0.448514 0.471013
0.610973 0.476781 0.491203
0.643377 0.509085 0.507355
0.675443 0.54139 0.515431
0.707663 0.569656 0.515431
0.738738 0.597923 0.495241
0.771215 0.614075 0.483127
0.802856 0.64638 0.442746
0.835105 0.662532 0.398327
0.868147 0.678684 0.366023
0.900867 0.678684 0.341794
0.934063 0.678684 0.317566
0.96629 0.678684 0.30949
1 0.678684 0.305452

Label: h
Points: 26
Width: 0.296282
Duration: 233.518
Centroid: 0.462628 0.515385
0 0.408373 1
0.0505683 0.408373 0.994375
0.0886158 0.408373 0.943747
0.123661 0.408373 0.873431
0.160755 0.411186 0.791865
0.197631 0.411186 0.676547
0.235018 0.416811 0.535915
0.271334 0.413998 0.409347
0.307115 0.416811 0.313717
0.342946 0.416811 0.277153
0.44456 0.416811 0.285591
0.482381 0.425249 0.319342
0.518923 0.436499 0.358719
0.555424 0.456188 0.406534
0.59261 0.475876 0.437473
0.629503 0.498377 0.462787
0.666714 0.526504 0.47685
0.704762 0.563068 0.482475
0.74127 0.588382 0.474037
0.777662 0.610883 0.448724
0.815115 0.627759 0.417785
0.85277 0.636196 0.38122
0.889613 0.65026 0.336218
0.927485 0.655885 0.310904
0.963266 0.655885 0.296841
1 0.655885 0.288403

Label: h
Points: 26
Width: 0.243782
Duration: 228.523
Centroid: 0.481923 0.562885
0 0.355903 1
0.0335031 0.355903 0.996582
0.072442 0.355903 0.972653
0.110338 0.355903 0.904286
0.147944 0.36274 0.808572
0.185934 0.369577 0.682093
0.223796 0.376413 0.555614
0.261162 0.376413 0.453063
0.299998 0.38325 0.347094
0.337347 0.386668 0.2924
0.376449 0.393505 0.268472
0.471548 0.393505 0.278727
0.510094 0.400342 0.312911
0.547605 0.417434 0.360768
0.584843 0.458454 0.401788
0.623047 0.509729 0.43939
0.661123 0.550749 0.463318
