Label: 5
Points: 87
0.57 181 452
0.58 181 440
0.59 179 434
0.6 179 426
0.61 179 418
0.62 179 409
0.63 181 397
0.64 181 385
0.65 179 374
0.66 179 352
0.67 179 344
0.68 179 335
0.69 179 327
0.7 183 310
0.71 183 303
0.72 184 296
0.73 184 291
0.74 186 281
0.75 186 279
0.76 186 277

Label: E
Points: 49
0 216 414
0.01 218 416
0.02 218 416
0.03 218 417
0.04 215 419
0.05 210 421
0.06 202 424
0.07 193 426
0.08 174 426
0.09 167 423
0.1 160 419
0.11 154 415
0.12 150 409
0.13 147 402
0.14 147 394
0.15 143 388
0.16 143 380
0.17 143 374
0.18 143 368
0.19 143 363
0.2 147 354
0.21 147 350
0.22 147 344
0.23 147 338
0.24 147 332
0.25 145 325
0.26 144 316
0.27 141 310
0.28 136 299
0.29 133 296
0.3 133 293
0.31 132 291
0.32 132 289
0.33 133 289
0.34 133 288
0.35 133 288
0.36 136 288
0.37 140 289
0.38 143 290
0.39 149 290
0.4 154 290
0.41 163 290
0.42 174 290
0.43 183 292
0.44 192 292
0.45 202 296
0.46 206 297
0.47 208 299
0.48 210 301

Label: x
Points: 27
0 112 390
0.01 112 390
0.02 113 390
0.03 113 388
0.04 117 384
0.05 122 376
0.06 128 366
0.07 136 354
0.08 144 342
0.09 154 327
0.1 162 312
0.11 171 298
0.12 183 271
0.13 189 260
0.14 194 251
0.15 200 245
0.16 203 241
0.17 208 236
0.18 210 233
0.19 210 229
0.2 214 225
0.21 214 223
0.22 214 223
0.23 215 220
0.24 215 219
0.25 215 219
0.26 215 219

Label: u
Points: 61
0 103 401
0.01 103 401
0.02 103 401
0.03 103 402
0.04 103 400
0.05 102 399
0.06 102 396
0.07 102 391
0.08 102 381
0.09 100 374
0.1 98 368
0.11 96 362
0.12 89 347
0.13 86 340
0.14 83 332
0.15 81 325
0.16 79 310
0.17 79 303
0.18 82 296
0.19 84 289
0.2 92 276
0.21 96 271
0.22 100 266
0.23 105 262
0.24 114 257
0.25 118 257
0.26 123 257
0.27 126 260
0.28 135 267
0.29 140 273
0.3 145 280
0.31 152 287
0.32 158 296
0.33 165 308
0.34 169 320
0.35 175 331
0.36 183 349
0.37 188 356
0.38 190 362
0.39 193 367
0.4 198 375
0.41 198 377
0.42 199 378
0.43 199 379
0.44 199 379
0.45 201 379
0.46 201 379
0.47 199 378
0.48 198 375
0.49 198 371
0.5 196 366
0.51 194 360
0.52 188 344
0.53 186 336
0.54 185 327
0.55 183 318
0.56 183 299
0.57 181 291
0.58 181 283
0.59 181 275
0.6 181 261

Label: O
Points: 46
0 101 473
0.01 101 468
0.02 101 464
0.03 99 459
0.04 98 452
0.05 95 444
0.06 89 433
0.07 86 422
0.08 75 401
0.09 72 392
0.1 68 382
0.11 65 372
0.12 62 353
0.13 62 345
0.14 62 336
0.15 65 327
0.16 75 314
0.17 80 307
0.18 88 303
0.19 94 300
0.2 102 297
0.21 117 297
0.22 124 297
0.23 133 300
0.24 143 305
0.25 151 311
0.26 162 320
0.27 171 331
0.28 177 343
0.29 187 368
0.3 190 379
0.31 192 391
0.32 192 403
0.33 188 414
0.34 183 428
0.35 175 441
0.36 166 451
0.37 151 466
0.38 144 471
0.39 139 474
0.4 131 477
0.41 120 479
0.42 115 479
0.43 109 478
0.44 104 475
0.45 99 471

Label: T
Points: 23
0 141 420
0.01 141 420
0.02 140 420
0.03 140 418
0.04 140 416
0.05 143 413
0.06 144 410
0.07 146 406
0.08 148 399
0.09 148 392
0.1 149 383
0.11 149 363
0.12 147 352
0.13 147 341
0.14 143 330
0.15 140 309
0.16 140 298
0.17 137 289
0.18 137 280
0.19 133 265
0.2 133 260
0.21 132 255
0.22 132 253

Label: o
Points: 41
0 143 392
0.01 139 388
0.02 136 383
0.03 133 378
0.04 125 365
0.05 120 356
0.06 116 348
0.07 113 340
0.08 110 331
0.09 108 320
0.1 108 309
0.11 108 299
0.12 114 283
0.13 119 275
0.14 125 269
0.15 132 264
0.16 139 259
0.17 152 257
0.18 163 257
0.19 176 257
0.2 190 260
0.21 201 267
0.22 212 276
0.23 222 287
0.24 236 313
0.25 240 326
0.26 242 340
0.27 242 352
0.28 240 361
0.29 234 371
0.3 227 379
0.31 217 386
0.32 205 392
0.33 193 392
0.34 181 392
0.35 169 389
0.36 151 379
0.37 144 373
0.38 139 368
0.39 135 363
0.4 131 356

Label: q
Points: 115
0 144 388
0.01 144 388
0.02 144 388
0.03 143 388
0.04 140 385
0.05 137 382
0.06 134 379
0.07 131 375
0.08 127 371
0.09 122 362
0.1 116 354
0.11 110 344
0.12 104 334
0.13 99 325
0.14 92 312
0.15 85 300
0.16 78 289
0.17 68 267
0.18 66 258
0.19 65 248
0.2 65 239
0.21 65 231
0.22 65 224
0.23 69 212
0.24 71 212
0.25 74 212
0.26 77 212
0.27 87 215
0.28 90 218
0.29 95 222
0.3 101 228
0.31 107 235
0.32 114 245
0.33 123 258
0.34 129 272
0.35 135 286
0.36 142 302
0.37 147 317
0.38 152 331
0.39 159 344
0.4 162 354
0.41 164 361
0.42 164 366
0.43 166 372
0.44 166 372
0.45 166 373
0.46 167 373
0.47 167 372
0.48 169 371
0.49 169 368
0.5 171 366
0.51 171 362
0.52 171 358
0.53 170 354
0.54 168 349
0.55 167 340
0.56 167 335
0.57 165 331
0.58 165 327
0.59 162 317
0.6 162 312
0.61 160 306
0.62 160 300
0.63 162 287
0.64 162 279
0.65 162 272
0.66 160 265
0.67 158 247
0.68 156 239
0.69 154 229
0.7 152 220
0.71 147 199
0.72 145 189
0.73 145 178
0.74 144 167
0.75 144 145
0.76 144 133
0.77 143 121
0.78 143 109
0.79 140 85
0.8 138 74
0.81 138 63
0.82 137 54
0.83 138 37
0.84 138 31
0.85 141 26
0.86 143 20
0.87 148 16
0.88 149 14
0.89 151 14
0.9 153 14
0.91 158 14
0.92 161 17
0.93 165 20
0.94 168 25
0.95 175 38
0.96 179 46
0.97 183 56
0.98 187 65
0.99 196 89
1.0 202 101
1.01 205 113
1.02 210 124
1.03 215 144
1.04 216 151
1.05 216 156
1.06 214 161
1.07 209 168
1.08 205 171
1.09 199 174
1.1 194 176
1.11 182 181
1.12 177 183
1.13 173 183
1.14 171 183

Label: 7
Points: 54
0 92 506
0.01 92 506
0.02 92 506
0.03 91 506
0.04 91 506
0.05 91 506
0.06 91 506
0.07 91 506
0.08 91 506
0.09 92 506
0.1 96 503
0.11 100 503
0.12 106 502
0.13 114 502
0.14 125 502
0.15 135 500
0.16 148 500
0.17 164 499
0.18 180 498
0.19 195 496
0.2 208 495
0.21 215 495
0.22 219 494
0.23 221 496
0.24 221 496
0.25 221 496
0.26 221 496
0.27 220 495
0.28 220 492
0.29 220 489
0.3 220 486
0.31 217 482
0.32 217 477
0.33 212 463
0.34 210 456
0.35 204 445
0.36 198 434
0.37 191 419
0.38 184 403
0.39 176 387
0.4 168 370
0.41 161 355
0.42 151 328
0.43 147 318
0.44 146 310
0.45 143 304
0.46 141 299
0.47 141 294
0.48 138 291
0.49 138 289
0.5 137 289
0.51 137 287
0.52 137 286
0.53 137 286

Label: a
Points: 77
0 221 366
0.01 221 369
0.02 221 372
0.03 221 375
0.04 220 383
0.05 219 387
0.06 219 392
0.07 215 396
0.08 212 401
0.09 208 406
0.1 201 412
0.11 194 418
0.12 185 424
0.13 176 430
0.14 168 434
0.15 158 438
0.16 144 441
0.17 138 441
0.18 136 441
0.19 132 438
0.2 129 434
0.21 126 428
0.22 121 420
0.23 118 410
0.24 113 389
0.25 111 381
0.26 111 371
0.27 113 363
0.28 117 347
0.29 117 341
0.3 122 334
0.31 126 329
0.32 137 321
0.33 142 318
0.34 147 316
0.35 151 314
0.36 158 312
0.37 168 312
0.38 175 312
0.39 185 315
0.4 197 316
0.41 202 319
0.42 207 320
0.43 212 323
0.44 217 330
0.45 219 336
0.46 222 340
0.47 223 347
0.48 225 354
0.49 225 362
0.5 225 369
0.51 225 375
0.52 224 380
0.53 224 383
0.54 222 383
0.55 222 385
0.56 222 385
0.57 222 385
0.58 222 383
0.59 225 377
0.6 228 371
0.61 230 364
0.62 234 356
0.63 240 339
0.64 240 332
0.65 242 327
0.66 244 317
0.67 245 314
0.68 247 311
0.69 247 309
0.7 252 306
0.71 252 306
0.72 252 305
0.73 253 302
0.74 253 302
0.75 253 300
0.76 253 300

Label: o
Points: 34
0 204 340
0.01 211 342
0.02 219 342
0.03 227 342
0.04 242 340
0.05 249 338
0.06 255 336
0.07 259 332
0.08 264 328
0.09 268 312
0.1 270 303
0.11 270 292
0.12 271 282
0.13 271 271
0.14 269 260
0.15 266 250
0.16 262 240
0.17 248 230
0.18 239 230
0.19 230 232
0.2 222 234
0.21 203 244
0.22 194 250
0.23 185 258
0.24 176 267
0.25 168 276
0.26 162 287
0.27 157 299
0.28 155 308
0.29 159 326
0.3 164 331
0.31 170 337
0.32 176 341
0.33 181 344

Label: 8
Points: 55
0 152 509
0.01 152 513
0.02 152 516
0.03 154 518
0.04 154 520
0.05 156 523
0.06 159 526
0.07 162 528
0.08 171 528
0.09 177 525
0.1 185 522
0.11 192 517
0.12 202 509
0.13 214 498
0.14 224 483
0.15 235 467
0.16 243 450
0.17 246 436
0.18 249 423
0.19 248 413
0.2 243 404
0.21 233 398
0.22 220 394
0.23 203 392
0.24 169 397
0.25 155 400
0.26 142 403
0.27 132 405
0.28 120 412
0.29 115 416
0.3 111 419
0.31 109 424
0.32 105 428
0.33 103 432
0.34 103 439
0.35 100 442
0.36 101 446
0.37 103 450
0.38 103 454
0.39 108 460
0.4 112 465
0.41 117 472
0.42 122 477
0.43 127 482
0.44 138 490
0.45 143 494
0.46 147 497
0.47 151 501
0.48 156 503
0.49 163 505
0.5 168 507
0.51 173 507
0.52 176 509
0.53 178 509
0.54 178 509

Label: k
Points: 29
0 133 425
0.01 133 427
0.02 133 429
0.03 135 429
0.04 136 430
0.05 138 430
0.06 141 429
0.07 142 429
0.08 145 422
0.09 146 418
0.1 146 413
0.11 146 406
0.12 146 399
0.13 146 388
0.14 144 375
0.15 144 362
0.16 141 349
0.17 139 336
0.18 137 322
0.19 137 308
0.2 135 295
0.21 133 282
0.22 135 271
0.23 135 262
0.24 135 253
0.25 138 247
0.26 138 244
0.27 136 241
0.28 136 240

Label: :
Points: 17
0 157 383
0.01 157 383
0.02 157 383
0.03 157 383
0.04 155 381
0.05 155 381
0.06 155 381
0.07 155 381
0.08 156 381
0.09 156 381
0.1 156 381
0.11 156 383
0.12 156 383
0.13 156 382
0.14 156 382
0.15 154 380
0.16 154 379

Label: f
Points: 45
0 199 473
0.01 195 477
0.02 188 481
0.03 182 482
0.04 171 484
0.05 166 484
0.06 161 484
0.07 157 485
0.08 153 482
0.09 150 480
0.1 144 475
0.11 140 469
0.12 126 458
0.13 122 451
0.14 117 443
0.15 113 433
0.16 109 411
0.17 109 400
0.18 109 389
0.19 111 378
0.2 115 356
0.21 118 344
0.22 122 334
0.23 124 324
0.24 127 314
0.25 128 303
0.26 128 292
0.27 131 281
0.28 131 264
0.29 131 258
0.3 129 252
0.31 129 248
0.32 127 243
0.33 127 238
0.34 126 235
0.35 123 232
0.36 123 227
0.37 121 226
0.38 121 226
0.39 121 225
0.4 121 225
0.41 121 225
0.42 122 225
0.43 122 227
0.44 120 230

Label: y
Points: 42
0 121 349
0.01 121 349
0.02 119 349
0.03 119 347
0.04 119 339
0.05 119 333
0.06 120 325
0.07 120 317
0.08 123 309
0.09 127 301
0.1 129 292
0.11 133 285
0.12 141 273
0.13 146 270
0.14 152 268
0.15 157 267
0.16 165 267
0.17 176 267
0.18 188 270
0.19 201 273
0.2 223 282
0.21 233 285
0.22 240 288
0.23 245 289
0.24 251 291
0.25 253 291
0.26 253 288
0.27 253 284
0.28 251 278
0.29 243 265
0.3 233 252
0.31 219 236
0.32 190 209
0.33 175 198
0.34 160 187
0.35 147 178
0.36 124 161
0.37 115 154
0.38 107 149
0.39 101 146
0.4 91 140
0.41 86 138

Label: t
Points: 40
0 171 445
0.01 171 445
0.02 171 446
0.03 171 446
0.04 171 445
0.05 171 445
0.06 171 443
0.07 171 439
0.08 170 432
0.09 168 421
0.1 168 407
0.11 167 393
0.12 166 366
0.13 166 354
0.14 166 341
0.15 164 329
0.16 164 319
0.17 164 305
0.18 164 293
0.19 164 281
0.2 164 264
0.21 164 258
0.22 166 252
0.23 169 247
0.24 169 243
0.25 172 238
0.26 177 236
0.27 180 234
0.28 185 232
0.29 187 232
0.3 190 231
0.31 195 229
0.32 199 231
0.33 205 231
0.34 207 232
0.35 209 232
0.36 211 234
0.37 214 234
0.38 217 234
0.39 220 235

Label: L
Points: 28
0 177 379
0.01 176 379
0.02 175 377
0.03 173 375
0.04 171 369
0.05 168 359
0.06 162 344
0.07 157 328
0.08 148 293
0.09 146 277
0.1 144 262
0.11 142 247
0.12 141 235
0.13 139 223
0.14 139 212
0.15 137 207
0.16 139 200
0.17 139 200
0.18 141 200
0.19 142 200
0.2 150 205
0.21 157 207
0.22 165 210
0.23 173 211
0.24 189 216
0.25 197 219
0.26 204 221
0.27 210 222

Label: x
Points: 14
0 214 324
0.01 211 316
0.02 205 307
0.03 200 299
0.04 194 290
0.05 185 281
0.06 176 274
0.07 166 268
0.08 149 260
0.09 143 257
0.1 138 255
0.11 134 254
0.12 131 252
0.13 129 253

Label: :
Points: 11
0 200 447
0.01 200 448
0.02 200 450
0.03 200 450
0.04 200 450
0.05 200 450
0.06 200 450
0.07 200 450
0.08 200 448
0.09 200 447
0.1 200 445

Label: R
Points: 64
0 85 331
0.01 88 322
0.02 92 312
0.03 94 300
0.04 94 275
0.05 93 263
0.06 93 252
0.07 93 242
0.08 91 231
0.09 91 219
0.1 91 210
0.11 91 201
0.12 91 194
0.13 91 191
0.14 88 191
0.15 88 192
0.16 88 197
0.17 87 205
0.18 84 214
0.19 79 226
0.2 69 248
0.21 64 259
0.22 62 270
0.23 62 281
0.24 70 302
0.25 76 311
0.26 84 321
0.27 93 331
0.28 104 341
0.29 115 350
0.3 126 358
0.31 137 365
0.32 145 369
0.33 155 371
0.34 164 371
0.35 173 371
0.36 182 368
0.37 187 364
0.38 189 362
0.39 189 358
0.4 187 352
0.41 182 347
0.42 176 343
0.43 167 337
0.44 147 327
0.45 137 322
0.46 126 318
0.47 117 314
0.48 105 305
0.49 100 302
0.5 99 296
0.51 99 291
0.52 106 278
0.53 112 273
0.54 117 267
0.55 124 260
0.56 140 250
0.57 148 244
0.58 156 240
0.59 164 236
0.6 181 230
0.61 190 228
0.62 197 225
0.63 203 223

Label: L
Points: 32
0 147 474
0.01 147 474
0.02 147 477
0.03 147 476
0.04 144 469
0.05 142 462
0.06 139 451
0.07 136 440
0.08 129 410
0.09 126 395
0.1 123 379
0.11 118 364
0.12 114 347
0.13 110 330
0.14 105 314
0.15 101 300
0.16 99 291
0.17 97 286
0.18 97 282
0.19 97 282
0.2 97 282
0.21 103 284
0.22 112 288
0.23 123 293
0.24 138 299
0.25 154 304
0.26 170 310
0.27 184 314
0.28 196 317
0.29 207 318
0.3 214 318
0.31 220 318

Label: H
Points: 37
0 157 507
0.01 157 504
0.02 154 501
0.03 152 497
0.04 151 491
0.05 149 480
0.06 149 467
0.07 149 454
0.08 149 440
0.09 153 424
0.1 155 409
0.11 157 394
0.12 160 378
0.13 160 366
0.14 160 352
0.15 160 340
0.16 276 508
0.17 276 512
0.18 278 517
0.19 278 517
0.2 278 517
0.21 277 514
0.22 277 502
0.23 277 494
0.24 274 483
0.25 271 471
0.26 270 456
0.27 266 437
0.28 264 416
0.29 264 395
0.3 258 360
0.31 258 344
0.32 255 330
0.33 254 317
0.34 254 306
0.35 251 295
0.36 251 287

Label: M
Points: 73
0 80 398
0.01 82 385
0.02 85 371
0.03 88 356
0.04 92 339
0.05 95 321
0.06 98 305
0.07 100 291
0.08 103 275
0.09 103 274
0.1 101 272
0.11 100 272
0.12 100 275
0.13 97 280
0.14 96 286
0.15 93 296
0.16 91 308
0.17 88 321
0.18 86 335
0.19 88 350
0.2 90 367
0.21 95 384
0.22 99 400
0.23 105 417
0.24 112 434
0.25 117 450
0.26 128 474
0.27 130 479
0.28 133 482
0.29 134 482
0.3 138 473
0.31 140 464
0.32 142 451
0.33 146 437
0.34 152 403
0.35 154 387
0.36 154 371
0.37 155 356
0.38 155 342
0.39 157 328
0.4 157 317
0.41 157 310
0.42 159 306
0.43 160 306
0.44 160 310
0.45 160 316
0.46 160 324
0.47 159 337
0.48 159 350
0.49 159 365
0.5 165 392
0.51 169 405
0.52 174 418
0.53 179 431
0.54 191 457
0.55 198 466
0.56 202 474
0.57 207 478
0.58 213 476
0.59 220 472
0.6 225 465
0.61 232 455
0.62 246 429
0.63 251 415
0.64 256 400
0.65 261 388
0.66 269 364
0.67 272 353
0.68 274 345
0.69 276 337
0.7 276 330
0.71 273 327
0.72 269 325

Label: k
Points: 25
0 125 412
0.01 125 413
0.02 125 413
0.03 127 413
0.04 129 413
0.05 130 412
0.06 130 410
0.07 130 408
0.08 130 404
0.09 130 397
0.1 130 390
0.11 128 379
0.12 128 369
0.13 128 357
0.14 128 346
0.15 131 334
0.16 134 313
0.17 135 304
0.18 135 296
0.19 136 289
0.2 136 282
0.21 136 276
0.22 138 270
0.23 138 268
0.24 136 266

Label: :
Points: 15
0 167 399
0.01 167 399
0.02 167 399
0.03 167 399
0.04 167 396
0.05 167 396
0.06 167 396
0.07 167 396
0.08 167 396
0.09 167 396
0.1 167 396
0.11 167 396
0.12 167 395
0.13 166 395
0.14 166 393

Label: q
Points: 38
0 176 327
0.01 171 327
0.02 165 325
0.03 158 324
0.04 143 318
0.05 137 315
0.06 131 310
0.07 126 306
0.08 118 298
0.09 116 293
0.1 116 290
0.11 114 287
0.12 116 280
0.13 119 276
0.14 122 273
0.15 130 270
0.16 146 267
0.17 155 267
0.18 161 267
0.19 166 267
0.2 172 269
0.21 172 269
0.22 172 269
0.23 173 269
0.24 173 269
0.25 173 266
0.26 173 260
0.27 171 252
0.28 168 230
0.29 166 220
0.3 165 210
0.31 163 200
0.32 163 185
0.33 163 178
0.34 165 173
0.35 166 169
0.36 169 160
0.37 169 157

Label: C
Points: 27
0 185 452
0.01 183 458
0.02 179 463
0.03 174 469
0.04 162 475
0.05 156 477
0.06 148 477
0.07 140 476
0.08 126 468
0.09 118 462
0.1 111 454
0.11 105 446
0.12 93 426
0.13 89 415
0.14 85 404
0.15 83 393
0.16 83 371
0.17 85 361
0.18 89 351
0.19 94 341
0.2 108 326
0.21 116 318
0.22 126 312
0.23 136 308
0.24 159 300
0.25 168 300
0.26 179 301

Label: x
Points: 27
0 153 342
