Label: X
Points: 22
0.38 141 264
0.39 146 262
0.4 152 262
0.41 160 268
0.42 167 278
0.43 176 291
0.44 192 319
0.45 199 333
0.46 205 348
0.47 211 362
0.48 220 384
0.49 224 392
0.5 227 397
0.51 229 401
0.52 230 401
0.53 232 399
0.54 232 397
0.55 234 395
0.56 234 388

Label: J
Points: 17
0 91 411
0.01 97 412
0.02 104 413
0.03 113 417
0.04 130 421
0.05 140 424
0.06 150 426
0.07 160 428
0.08 177 430
0.09 183 430
0.1 189 430
0.11 195 430
0.12 198 430
0.13 203 430
0.14 206 431
0.15 208 431
0.16 211 431

Label: N
Points: 39
0 113 424
0.01 114 424
0.02 114 421
0.03 114 418
0.04 114 413
0.05 111 402
0.06 109 389
0.07 107 374
0.08 105 362
0.09 105 347
0.1 102 333
0.11 102 320
0.12 99 308
0.13 97 299
0.14 97 290
0.15 95 284
0.16 92 274
0.17 90 272
0.18 90 271
0.19 100 438
0.2 100 438
0.21 102 438
0.22 104 437
0.23 111 430
0.24 116 424
0.25 120 417
0.26 125 409
0.27 129 400
0.28 136 387
0.29 143 375
0.3 148 362
0.31 155 350
0.32 162 338
0.33 167 327
0.34 174 316
0.35 184 301
0.36 188 296
0.37 189 292
0.38 191 289

Label: 2
Points: 50
0 99 458
0.01 94 458
0.02 90 460
0.03 87 461
0.04 84 461
0.05 82 461
0.06 78 460
0.07 75 460
0.08 72 457
0.09 72 457
0.1 75 457
0.11 78 457
0.12 85 459
0.13 91 462
0.14 100 465
0.15 109 468
0.16 128 472
0.17 137 472
0.18 146 473
0.19 156 473
0.2 167 473
0.21 176 470
0.22 185 465
0.23 190 461
0.24 194 446
0.25 192 438
0.26 189 426
0.27 185 414
0.28 178 400
0.29 169 382
0.3 156 365
0.31 142 346
0.32 126 327
0.33 109 310
0.34 93 292
0.35 79 277
0.36 56 251
0.37 50 244
0.38 47 235
0.39 47 228
0.4 57 219
0.41 67 217
0.42 80 217
0.43 94 218
0.44 131 222
0.45 151 225
0.46 171 229
0.47 190 232
0.48 207 236
0.49 222 241

Label: 2
Points: 46
0 48 345
0.01 48 346
0.02 50 348
0.03 53 350
0.04 56 350
0.05 63 353
0.06 69 355
0.07 74 355
0.08 82 359
0.09 94 359
0.1 101 359
0.11 107 357
0.12 112 355
0.13 120 352
0.14 122 350
0.15 124 350
0.16 123 349
0.17 123 345
0.18 123 343
0.19 121 340
0.2 121 335
0.21 115 326
0.22 112 322
0.23 108 317
0.24 104 312
0.25 99 306
0.26 93 299
0.27 86 292
0.28 81 283
0.29 77 276
0.3 76 268
0.31 74 261
0.32 74 256
0.33 74 247
0.34 77 244
0.35 81 241
0.36 86 239
0.37 90 238
0.38 97 236
0.39 106 237
0.4 114 237
0.41 125 237
0.42 133 240
0.43 141 241
0.44 149 241
0.45 155 242

Label: R
Points: 92
0 113 478
0.01 113 477
0.02 113 475
0.03 115 473
0.04 115 465
0.05 115 462
0.06 115 456
0.07 115 449
0.08 110 434
0.09 107 425
0.1 104 415
0.11 101 406
0.12 98 395
0.13 98 381
0.14 96 367
0.15 94 353
0.16 97 328
0.17 99 318
0.18 102 310
0.19 104 303
0.2 107 293
0.21 107 290
0.22 107 288
0.23 107 288
0.24 108 288
0.25 108 289
0.26 108 292
0.27 108 297
0.28 108 311
0.29 109 318
0.3 109 328
0.31 110 338
0.32 112 361
0.33 112 373
0.34 114 386
0.35 114 400
0.36 116 414
0.37 119 430
0.38 122 445
0.39 125 460
0.4 128 473
0.41 132 483
0.42 136 491
0.43 140 497
0.44 145 503
0.45 149 505
0.46 156 506
0.47 162 506
0.48 169 504
0.49 177 500
0.5 183 495
0.51 191 487
0.52 198 479
0.53 209 463
0.54 212 455
0.55 215 447
0.56 217 437
0.57 217 429
0.58 217 420
0.59 217 412
0.6 212 407
0.61 202 399
0.62 197 398
0.63 191 397
0.64 185 397
0.65 178 397
0.66 171 399
0.67 164 401
0.68 153 405
0.69 149 407
0.7 145 409
0.71 141 411
0.72 141 411
0.73 141 411
0.74 140 410
0.75 141 405
0.76 142 401
0.77 144 396
0.78 146 391
0.79 148 384
0.8 152 376
0.81 156 367
0.82 162 351
0.83 164 343
0.84 166 336
0.85 168 328
0.86 171 315
0.87 173 309
0.88 173 304
0.89 175 300
0.9 176 293
0.91 176 291

Label: x
Points: 28
0 50 354
0.01 50 354
0.02 50 354
0.03 50 355
0.04 53 355
0.05 54 357
0.06 56 357
0.07 60 356
0.08 71 349
0.09 76 344
0.1 81 336
0.11 86 329
0.12 96 311
0.13 101 302
0.14 106 294
0.15 110 286
0.16 117 271
0.17 122 265
0.18 126 260
0.19 131 255
0.2 139 244
0.21 142 240
0.22 146 236
0.23 148 235
0.24 151 232
0.25 151 231
0.26 151 231
0.27 151 231

Label: H
Points: 33
0 101 407
0.01 101 401
0.02 100 395
0.03 100 386
0.04 97 365
0.05 97 352
0.06 97 338
0.07 99 325
0.08 101 311
0.09 104 297
0.1 106 285
0.11 107 273
0.12 107 261
0.13 107 257
0.14 107 257
0.15 110 255
0.16 110 255
0.17 111 256
0.18 111 257
0.19 111 260
0.2 61 311
0.21 61 310
0.22 62 308
0.23 67 307
0.24 75 304
0.25 79 303
0.26 84 303
0.27 92 304
0.28 114 310
0.29 126 311
0.3 139 315
0.31 152 319
0.32 178 330

Label: E
Points: 49
0 216 414
0.01 218 416
0.02 218 416
0.03 218 417
0.04 215 419
0.05 210 421
0.06 202 424
0.07 193 426
0.08 174 426
0.09 167 423
0.1 160 419
0.11 154 415
0.12 150 409
0.13 147 402
0.14 147 394
0.15 143 388
0.16 143 380
0.17 143 374
0.18 143 368
0.19 143 363
0.2 147 354
0.21 147 350
0.22 147 344
0.23 147 338
0.24 147 332
0.25 145 325
0.26 144 316
0.27 141 310
0.28 136 299
0.29 133 296
0.3 133 293
0.31 132 291
0.32 132 289
0.33 133 289
0.34 133 288
0.35 133 288
0.36 136 288
0.37 140 289
0.38 143 290
0.39 149 290
0.4 154 290
0.41 163 290
0.42 174 290
0.43 183 292
0.44 192 292
0.45 202 296
0.46 206 297
0.47 208 299
0.48 210 301

Label: U
Points: 38
0 114 392
0.01 111 385
0.02 109 376
0.03 103 365
0.04 96 352
0.05 91 333
0.06 83 314
0.07 80 297
0.08 79 281
0.09 81 271
0.1 89 265
0.11 97 263
0.12 117 266
0.13 127 271
0.14 139 279
0.15 150 290
0.16 161 302
0.17 176 319
0.18 189 336
0.19 202 353
0.2 220 383
0.21 226 395
0.22 231 405
0.23 235 412
0.24 236 419
0.25 235 417
0.26 231 412
0.27 227 404
0.28 214 376
0.29 205 356
0.3 197 336
0.31 189 314
0.32 177 273
0.33 173 255
0.34 169 240
0.35 167 226
0.36 165 207
0.37 165 202

Label: o
Points: 37
0 119 292
0.01 119 294
0.02 122 294
0.03 123 294
0.04 124 295
0.05 127 295
0.06 129 295
0.07 133 293
0.08 141 289
0.09 147 285
0.1 153 281
0.11 159 275
0.12 166 269
0.13 174 262
0.14 183 256
0.15 189 250
0.16 194 244
0.17 197 237
0.18 197 232
0.19 197 228
0.2 190 222
0.21 185 220
0.22 179 220
0.23 173 218
0.24 164 218
0.25 153 220
0.26 143 221
0.27 132 224
0.28 117 230
0.29 110 234
0.3 105 239
0.31 99 245
0.32 95 258
0.33 95 264
0.34 98 270
0.35 102 276
0.36 113 285

Label: p
Points: 61
0 37 300
0.01 35 295
0.02 33 287
0.03 31 278
0.04 29 256
0.05 28 242
0.06 28 230
0.07 26 217
0.08 26 204
0.09 26 192
0.1 24 178
0.11 24 165
0.12 20 145
0.13 20 140
0.14 18 135
0.15 18 134
0.16 16 134
0.17 16 135
0.18 16 138
0.19 16 143
0.2 19 155
0.21 21 164
0.22 23 174
0.23 25 183
0.24 30 206
0.25 31 220
0.26 31 234
0.27 31 249
0.28 31 276
0.29 30 289
0.3 27 301
0.31 26 312
0.32 24 321
0.33 24 329
0.34 21 338
0.35 21 345
0.36 25 355
0.37 28 357
0.38 33 358
0.39 39 358
0.4 55 359
0.41 64 359
0.42 71 355
0.43 80 351
0.44 95 340
0.45 101 336
0.46 108 328
0.47 114 322
0.48 125 304
0.49 128 296
0.5 130 290
0.51 130 282
0.52 126 271
0.53 121 266
0.54 113 262
0.55 104 260
0.56 90 258
0.57 75 258
0.58 60 259
0.59 33 264
0.6 24 267

Label: ,
Points: 10
0 80 196
0.01 83 193
0.02 86 189
0.03 89 183
0.04 89 176
0.05 89 164
0.06 89 151
0.07 86 137
0.08 80 121
0.09 71 106

Label: a
Points: 77
0 221 366
0.01 221 369
0.02 221 372
0.03 221 375
0.04 220 383
0.05 219 387
0.06 219 392
0.07 215 396
0.08 212 401
0.09 208 406
0.1 201 412
0.11 194 418
0.12 185 424
0.13 176 430
0.14 168 434
0.15 158 438
0.16 144 441
0.17 138 441
0.18 136 441
0.19 132 438
0.2 129 434
0.21 126 428
0.22 121 420
0.23 118 410
0.24 113 389
0.25 111 381
0.26 111 371
0.27 113 363
0.28 117 347
0.29 117 341
0.3 122 334
0.31 126 329
0.32 137 321
0.33 142 318
0.34 147 316
0.35 151 314
0.36 158 312
0.37 168 312
0.38 175 312
0.39 185 315
0.4 197 316
0.41 202 319
0.42 207 320
0.43 212 323
0.44 217 330
0.45 219 336
0.46 222 340
0.47 223 347
0.48 225 354
0.49 225 362
0.5 225 369
0.51 225 375
0.52 224 380
0.53 224 383
0.54 222 383
0.55 222 385
0.56 222 385
0.57 222 385
0.58 222 383
0.59 225 377
0.6 228 371
0.61 230 364
0.62 234 356
0.63 240 339
0.64 240 332
0.65 242 327
0.66 244 317
0.67 245 314
0.68 247 311
0.69 247 309
0.7 252 306
0.71 252 306
0.72 252 305
0.73 253 302
0.74 253 302
0.75 253 300
0.76 253 300

Label: 4
Points: 40
0 108 393
0.01 108 394
0.02 109 394
0.03 109 394
0.04 109 394
0.05 109 394
0.06 109 394
0.07 109 394
0.08 109 392
0.09 108 391
0.1 106 387
0.11 106 382
0.12 102 372
0.13 100 367
0.14 98 362
0.15 97 358
0.16 96 352
0.17 96 347
0.18 96 343
0.19 94 339
0.2 94 336
0.21 94 333
0.22 94 332
0.23 97 328
0.24 98 327
0.25 101 325
0.26 103 323
0.27 106 323
0.28 113 322
0.29 116 320
0.3 120 320
0.31 125 320
0.32 136 320
0.33 141 320
0.34 146 320
0.35 151 320
0.36 157 320
0.37 161 322
0.38 163 325
0.39 166 326

Label: X
Points: 29
0 37 373
0.01 37 375
0.02 35 376
0.03 35 376
0.04 41 376
0.05 46 375
0.06 52 372
0.07 60 368
0.08 82 356
0.09 93 349
0.1 102 342
0.11 109 334
0.12 118 326
0.13 124 317
0.14 131 307
0.15 137 300
0.16 144 285
0.17 147 280
0.18 150 273
0.19 154 269
0.2 160 260
0.21 164 256
0.22 167 253
0.23 169 252
0.24 172 249
0.25 173 249
0.26 173 249
0.27 174 248
0.28 174 248

Label: ,
Points: 41
0 152 281
0.01 152 281
0.02 151 281
0.03 151 281
0.04 151 281
0.05 152 281
0.06 152 281
0.07 152 281
0.08 153 281
0.09 153 281
0.1 153 281
0.11 153 281
0.12 153 281
0.13 153 279
0.14 153 279
0.15 152 279
0.16 152 280
0.17 152 280
0.18 152 279
0.19 152 279
0.2 152 276
0.21 154 274
0.22 155 273
0.23 157 272
0.24 157 270
0.25 158 270
0.26 158 267
0.27 160 265
0.28 162 260
0.29 162 257
0.3 163 254
0.31 163 250
0.32 163 245
0.33 163 236
0.34 160 227
0.35 155 217
0.36 150 205
0.37 143 192
0.38 135 180
0.39 125 168
0.4 108 149

Label: k
Points: 29
0 133 425
0.01 133 427
0.02 133 429
0.03 135 429
0.04 136 430
0.05 138 430
0.06 141 429
0.07 142 429
0.08 145 422
0.09 146 418
0.1 146 413
0.11 146 406
0.12 146 399
0.13 146 388
0.14 144 375
0.15 144 362
0.16 141 349
0.17 139 336
0.18 137 322
0.19 137 308
0.2 135 295
0.21 133 282
0.22 135 271
0.23 135 262
0.24 135 253
0.25 138 247
0.26 138 244
0.27 136 241
0.28 136 240

Label: :
Points: 17
0 157 383
0.01 157 383
0.02 157 383
0.03 157 383
0.04 155 381
0.05 155 381
0.06 155 381
0.07 155 381
0.08 156 381
0.09 156 381
0.1 156 381
0.11 156 383
0.12 156 383
0.13 156 382
0.14 156 382
0.15 154 380
0.16 154 379

Label: D
Points: 13
0 131 389
0.01 132 389
0.02 131 387
0.03 129 385
0.04 125 372
0.05 124 362
0.06 122 348
0.07 120 336
0.08 117 323
0.09 114 310
0.1 111 300
0.11 108 291
0.12 104 282

Label: Z
Points: 59
0 43 382
0.01 44 381
0.02 47 378
0.03 49 377
0.04 52 375
0.05 61 372
0.06 66 371
0.07 72 371
0.08 79 369
0.09 86 369
0.1 96 369
0.11 106 368
0.12 116 368
0.13 129 368
0.14 134 368
0.15 138 366
0.16 143 366
0.17 146 364
0.18 150 363
0.19 153 362
0.2 154 361
0.21 154 358
0.22 154 355
0.23 154 352
0.24 153 347
0.25 149 339
0.26 146 335
0.27 144 330
0.28 139 326
0.29 135 321
0.3 129 314
0.31 121 307
0.32 114 299
0.33 105 292
0.34 93 281
0.35 87 276
0.36 82 272
0.37 78 269
0.38 75 267
0.39 73 267
0.4 71 266
0.41 71 266
0.42 75 266
0.43 78 266
0.44 81 267
0.45 86 267
0.46 97 270
0.47 103 271
0.48 109 273
0.49 117 274
0.5 123 274
0.51 138 277
0.52 144 279
0.53 150 279
0.54 156 280
0.55 162 280
0.56 165 282
0.57 167 282
0.58 167 282

Label: Y
Points: 67
0 108 519
0.01 105 523
0.02 105 525
0.03 102 525
0.04 102 527
0.05 102 527
0.06 102 527
0.07 101 527
0.08 101 528
0.09 101 528
0.1 101 528
0.11 101 528
0.12 101 528
0.13 101 526
0.14 103 523
0.15 103 519
0.16 110 507
0.17 112 498
0.18 116 488
0.19 120 479
0.2 124 468
0.21 129 458
0.22 134 446
0.23 140 434
0.24 144 423
0.25 149 412
0.26 154 404
0.27 157 398
0.28 159 392
0.29 161 389
0.3 161 389
0.31 161 388
0.32 163 388
0.33 163 386
0.34 163 386
0.35 165 385
0.36 165 386
0.37 167 386
0.38 168 389
0.39 170 393
0.4 174 396
0.41 177 403
0.42 181 408
0.43 186 416
0.44 192 423
0.45 196 431
0.46 201 439
0.47 206 447
0.48 211 457
0.49 218 465
0.5 227 480
0.51 231 485
0.52 235 490
0.53 239 493
0.54 242 496
0.55 246 498
0.56 248 500
0.57 250 503
0.58 252 503
0.59 252 505
0.6 252 505
0.61 252 507
0.62 252 507
0.63 253 507
0.64 253 508
0.65 253 508
0.66 253 508

Label: x
Points: 14
0 214 324
0.01 211 316
0.02 205 307
0.03 200 299
0.04 194 290
0.05 185 281
0.06 176 274
0.07 166 268
0.08 149 260
0.09 143 257
0.1 138 255
0.11 134 254
0.12 131 252
0.13 129 253

Label: z
Points: 52
0 78 337
0.01 78 337
0.02 79 337
0.03 80 337
0.04 86 337
0.05 91 337
0.06 98 339
0.07 108 340
0.08 130 342
0.09 143 343
0.1 156 343
0.11 167 345
0.12 186 343
0.13 194 342
0.14 201 342
0.15 206 340
0.16 213 336
0.17 213 334
0.18 213 332
0.19 213 330
0.2 208 321
0.21 200 316
0.22 192 308
0.23 182 302
0.24 164 288
0.25 154 282
0.26 145 276
0.27 136 271
0.28 124 260
0.29 119 255
0.3 117 251
0.31 115 246
0.32 115 242
0.33 115 236
0.34 117 231
0.35 119 227
0.36 129 219
0.37 134 217
0.38 139 215
0.39 144 213
0.4 158 209
0.41 165 207
0.42 172 207
0.43 179 207
0.44 186 206
0.45 194 206
0.46 202 206
0.47 209 207
0.48 213 207
0.49 215 209
0.5 217 210
0.51 217 212

Label: ;
Points: 17
0 145 344
0.01 144 342
0.02 144 342
0.03 141 339
0.04 135 337
0.05 132 336
0.06 128 336
0.07 126 334
0.08 126 334
0.09 126 334
0.1 126 336
0.11 126 338
0.12 130 343
0.13 135 346
0.14 139 348
0.15 143 351
0.16 148 352

Label: c
Points: 30
0 169 380
0.01 165 381
0.02 165 381
0.03 164 381
0.04 162 381
0.05 162 380
0.06 159 378
0.07 156 375
0.08 144 366
0.09 138 361
0.1 131 354
0.11 125 346
0.12 116 338
0.13 106 327
0.14 97 316
0.15 88 306
0.16 83 296
0.17 78 287
0.18 75 279
0.19 75 270
0.2 72 264
0.21 75 257
0.22 78 251
0.23 83 246
0.24 98 236
0.25 106 233
0.26 115 230
0.27 124 229
0.28 140 227
0.29 147 228

Label: T
Points: 17
0 180 440
0.01 178 437
0.02 175 431
0.03 172 425
0.04 169 417
0.05 162 403
0.06 158 387
0.07 152 371
0.08 140 338
0.09 134 324
0.1 130 311
0.11 128 300
0.12 126 292
0.13 126 285
0.14 126 281
0.15 122 280
0.16 122 284

Label: c
Points: 24
0 190 417
0.01 192 421
0.02 192 423
0.03 189 425
0.04 183 425
0.05 176 424
0.06 168 420
0.07 157 415
0.08 146 408
0.09 132 398
0.1 120 385
0.11 107 374
0.12 88 354
0.13 84 346
0.14 84 338
0.15 86 331
0.16 90 326
0.17 102 322
0.18 115 322
0.19 130 322
0.2 148 322
0.21 165 327
0.22 181 331
0.23 196 334

Label: 4
Points: 46
0 70 409
0.01 70 409
0.02 70 409
0.03 70 408
0.04 70 404
0.05 70 401
0.06 72 398
0.07 72 394
0.08 72 386
0.09 72 382
0.1 71 376
0.11 71 370
0.12 68 358
0.13 68 352
0.14 65 347
0.15 65 342
0.16 62 332
0.17 60 328
0.18 60 324
0.19 59 322
0.2 59 319
0.21 61 319
0.22 61 318
0.23 61 316
0.24 61 315
0.25 62 315
0.26 67 313
0.27 68 314
0.28 75 314
0.29 78 316
0.3 85 318
0.31 92 319
0.32 99 319
0.33 110 321
0.34 119 323
0.35 128 324
0.36 142 326
0.37 147 326
0.38 151 328
0.39 155 328
0.4 155 329
0.41 158 328
0.42 162 328
0.43 164 327
0.44 171 327
0.45 172 327

Label: k
Points: 39
0 81 387
0.01 81 392
0.02 80 396
0.03 80 399
0.04 80 401
0.05 80 402
0.06 70 443
0.07 70 446
0.08 70 449
0.09 68 450
0.1 68 451
0.11 66 451
0.12 65 450
0.13 65 452
0.14 62 451
0.15 62 451
0.16 62 451
0.17 60 451
0.18 63 450
0.19 63 447
0.2 63 443
0.21 64 435
0.22 64 424
0.23 66 408
0.24 66 389
0.25 70 368
0.26 74 347
0.27 75 325
0.28 78 303
0.29 79 284
0.3 82 255
0.31 82 245
0.32 85 237
0.33 85 231
0.34 87 226
0.35 89 225
0.36 88 226
0.37 88 229
0.38 84 244

Label: -
Points: 17
0 72 355
0.01 74 355
0.02 78 354
0.03 82 353
0.04 92 353
0.05 98 353
0.06 105 353
0.07 114 355
0.08 122 356
0.09 134 357
0.1 144 360
0.11 154 362
0.12 171 367
0.13 177 369
0.14 182 371
0.15 187 373
0.16 191 373

Label: t
Points: 23
0 149 360
0.01 148 361
0.02 148 361
0.03 148 361
0.04 146 362
0.05 146 361
0.06 146 358
0.07 146 354
0.08 145 340
0.09 145 332
0.1 146 321
0.11 147 311
0.12 147 299
0.13 147 282
0.14 147 269
0.15 149 255
0.16 152 242
0.17 154 232
0.18 155 223
0.19 158 214
0.2 161 207
0.21 163 206
0.22 163 206

Label: C
Points: 27
0 185 452
0.01 183 458
0.02 179 463
0.03 174 469
0.04 162 475
0.05 156 477
0.06 148 477
0.07 140 476
0.08 126 468
0.09 118 462
0.1 111 454
0.11 105 446
0.12 93 426
0.13 89 415
0.14 85 404
0.15 83 393
0.16 83 371
0.17 85 361
0.18 89 351
0.19 94 341
0.2 108 326
0.21 116 318
0.22 126 312
0.23 136 308
0.24 159 300
0.25 168 300
0.26 179 301

Label: .
Points: 16
0 147 281
0.01 146 282
0.02 146 282
0.03 146 282
0.04 143 280
0.05 141 278
0.06 138 278
0.07 136 275
0.08 133 270
0.09 133 268
0.1 133 265
0.11 133 263
0.12 135 260
0.13 135 258
0.14 135 257
0.15 135 256

Label: z
Points: 73
0 114 362
0.01 114 362
0.02 111 363
0.03 109 363
0.04 109 363
0.05 109 365
0.06 112 365
0.07 114 367
0.08 114 368
0.09 114 368
0.1 115 370
0.11 117 372
0.12 121 372
0.13 127 374
0.14 139 373
0.15 147 373
0.16 154 373
0.17 161 373
0.18 169 373
0.19 177 371
0.2 185 370
0.21 192 368
0.22 199 368
0.23 205 367
0.24 210 365
0.25 216 364
0.26 220 361
0.27 220 361
0.28 221 361
0.29 221 360
0.3 221 357
0.31 218 356
0.32 216 353
0.33 213 350
0.34 210 345
0.35 206 339
0.36 198 332
0.37 192 323
0.38 180 306
0.39 176 298
0.4 172 291
0.41 169 284
0.42 165 278
0.43 160 271
0.44 158 264
0.45 153 258
0.46 151 248
0.47 148 244
0.48 148 242
0.49 148 238
0.5 148 234
0.51 150 232
0.52 151 230
0.53 154 229
0.54 161 227
0.55 165 227
0.56 170 225
0.57 176 225
0.58 188 225
0.59 193 225
0.6 199 227
0.61 204 227
0.62 210 228
0.63 217 229
0.64 223 229
0.65 230 229
0.66 235 229
0.67 240 229
0.68 243 227
0.69 246 227
0.7 251 224
0.71 251 224
0.72 253 225

Label: O
Points: 41
0 200 387
0.01 195 387
0.02 188 387
0.03 180 385
0.04 172 382
0.05 161 377
0.06 149 370
0.07 136 363
0.08 123 354
0.09 115 346
0.1 108 337
0.11 101 327
0.12 97 317
0.13 94 299
0.14 95 292
0.15 97 285
0.16 99 279
0.17 104 273
0.18 110 267
0.19 118 262
0.2 128 258
0.21 137 256
0.22 150 253
0.23 164 253
0.24 177 256
0.25 203 262
0.26 213 266
0.27 222 271
0.28 229 277
0.29 234 284
0.3 239 293
0.31 242 303
0.32 244 310
0.33 244 323
0.34 241 329
0.35 238 334
0.36 235 339
0.37 224 350
0.38 218 355
0.39 211 361
0.4 204 365

Label: d
Points: 91
0 184 398
0.01 184 400
0.02 183 401
0.03 183 402
0.04 183 402
0.05 181 404
0.06 181 406
0.07 181 406
0.08 180 407
0.09 180 407
0.1 180 407
0.11 178 407
0.12 175 410
0.13 171 412
0.14 166 412
0.15 162 410
0.16 156 404
0.17 153 401
0.18 150 397
0.19 146 393
0.2 139 385
0.21 135 380
0.22 133 376
0.23 130 371
0.24 128 361
0.25 128 356
0.26 128 352
0.27 129 347
0.28 134 339
0.29 136 336
0.3 139 333
0.31 142 330
0.32 145 327
0.33 149 325
0.34 152 325
0.35 155 325
0.36 161 329
0.37 163 330
0.38 167 333
0.39 169 336
0.4 172 340
0.41 176 346
0.42 179 352
0.43 182 360
0.44 187 371
0.45 189 378
0.46 191 383
0.47 192 390
0.48 195 395
0.49 197 402
0.5 199 410
0.51 202 417
0.52 202 431
0.53 204 436
0.54 203 441
0.55 203 443
0.56 203 447
0.57 203 450
0.58 204 450
0.59 204 453
0.6 204 453
0.61 206 453
0.62 206 454
0.63 204 454
0.64 204 454
0.65 204 450
0.66 204 447
0.67 203 441
0.68 203 431
0.69 201 422
0.7 200 410
0.71 196 392
0.72 196 384
0.73 194 376
0.74 194 369
0.75 194 357
0.76 197 351
0.77 199 345
0.78 203 341
0.79 206 336
0.8 211 332
0.81 215 330
0.82 220 326
0.83 226 325
0.84 228 325
0.85 228 325
0.86 230 326
0.87 232 326
0.88 233 329
0.89 235 330
0.9 237 332

Label: ;
Points: 28
0 144 334
0.01 143 334
0.02 141 334
0.03 139 332
0.04 137 332
0.05 135 332
0.06 135 330
0.07 135 333
0.08 137 333
0.09 137 335
0.1 140 338
0.11 143 341
0.12 146 346
0.13 151 347
0.14 152 349
0.15 156 349
0.16 157 349
0.17 157 351
0.18 157 349
0.19 157 349
0.2 153 348
0.21 150 346
0.22 148 344
0.23 145 341
0.24 143 339
0.25 143 336
0.26 141 335
0.27 140 334

Label: p
Points: 80
0 77 264
0.01 77 268
0.02 77 270
0.03 77 272
0.04 77 275
0.05 77 277
0.06 77 277
0.07 77 278
0.08 76 276
0.09 76 274
0.1 73 269
0.11 70 259
0.12 68 250
0.13 65 237
0.14 64 225
0.15 64 214
0.16 62 201
0.17 64 189
0.18 65 178
0.19 68 159
0.2 70 151
0.21 71 144
0.22 72 137
0.23 72 129
0.24 72 124
0.25 72 123
0.26 72 122
0.27 73 120
0.28 73 121
0.29 73 121
0.3 76 126
0.31 83 138
0.32 87 147
0.33 92 157
0.34 94 169
0.35 99 194
0.36 101 207
0.37 101 220
0.38 101 230
0.39 101 241
0.4 101 251
0.41 100 259
0.42 98 268
0.43 94 275
0.44 91 280
0.45 90 285
0.46 90 290
0.47 90 296
0.48 94 302
0.49 96 310
0.5 99 316
0.51 106 327
0.52 110 330
0.53 114 332
0.54 119 334
0.55 123 336
0.56 129 336
0.57 135 334
0.58 140 330
0.59 151 318
0.6 155 310
0.61 161 300
0.62 164 292
0.63 171 275
0.64 172 268
0.65 172 262
0.66 172 257
0.67 172 253
0.68 170 249
0.69 170 245
0.7 167 242
0.71 163 237
0.72 161 234
0.73 156 230
0.74 149 225
0.75 142 221
0.76 126 214
0.77 121 212
0.78 115 210
0.79 110 207

Label: 4
Points: 73
0 158 351
0.01 160 351
0.02 161 350
0.03 161 350
0.04 160 350
0.05 157 349
0.06 154 348
0.07 151 348
0.08 145 348
0.09 136 348
0.1 126 348
0.11 114 350
0.12 103 350
0.13 93 350
0.14 81 350
0.15 72 350
0.16 62 350
0.17 48 349
0.18 43 349
0.19 40 349
0.2 38 349
0.21 37 349
0.22 37 348
0.23 37 346
0.24 35 348
0.25 35 348
0.26 37 348
0.27 38 348
0.28 41 348
0.29 44 349
0.3 48 352
0.31 53 355
0.32 60 359
0.33 72 370
0.34 77 375
0.35 81 382
0.36 88 388
0.37 101 403
0.38 108 411
