Label: X
Points: 22
0.2 186 422
0.21 182 425
0.22 175 432
0.23 167 438
0.24 142 449
0.25 129 453
0.26 116 455
0.27 105 455
0.28 95 454
0.29 85 448
0.3 76 440
0.31 69 430
0.32 57 405
0.33 52 392
0.34 49 379
0.35 48 366
0.36 52 343
0.37 56 332
0.38 62 323
0.39 68 314
0.4 85 302
0.41 95 298
0.42 106 296
0.43 118 296
0.44 139 296
0.45 151 297
0.46 163 297
0.47 173 296
0.48 183 294
0.49 192 292
0.5 197 291
0.51 203 291
0.52 206 291
0.53 206 291
0.54 206 291
0.55 204 291

Label: c
Points: 29
0 180 299
0.01 178 301
0.02 175 303
0.03 172 304
0.04 164 304
0.05 158 302
0.06 151 300
0.07 145 296
0.08 138 291
0.09 132 284
0.1 126 274
0.11 119 264
0.12 114 254
0.13 110 236
0.14 112 227
0.15 115 220
0.16 119 213
0.17 124 207
0.18 134 203
0.19 143 198
0.2 153 195
0.21 174 193
0.22 183 193
0.23 191 195
0.24 198 197
0.25 204 198
0.26 210 198
0.27 212 200
0.28 213 200

Label: w
Points: 57
0 55 366
0.01 55 366
0.02 55 363
0.03 55 360
0.04 55 351
0.05 55 344
0.06 53 337
0.07 53 327
0.08 51 304
0.09 49 293
0.1 49 282
0.11 48 273
0.12 48 259
0.13 48 255
0.14 48 253
0.15 51 253
0.16 55 253
0.17 61 259
0.18 68 268
0.19 76 279
0.2 89 302
0.21 94 311
0.22 98 321
0.23 101 329
0.24 103 336
0.25 105 342
0.26 105 346
0.27 107 346
0.28 109 345
0.29 111 341
0.3 113 336
0.31 115 330
0.32 120 312
0.33 121 302
0.34 124 292
0.35 126 284
0.36 129 276
0.37 135 268
0.38 141 264
0.39 146 262
0.4 152 262
0.41 160 268
0.42 167 278
0.43 176 291
0.44 192 319
0.45 199 333
0.46 205 348
0.47 211 362
0.48 220 384
0.49 224 392
0.5 227 397
0.51 229 401
0.52 230 401
0.53 232 399
0.54 232 397
0.55 234 395
0.56 234 388

Label: 5
Points: 99
0 183 455
0.01 183 455
0.02 183 455
0.03 183 454
0.04 183 454
0.05 182 454
0.06 179 454
0.07 176 454
0.08 172 454
0.09 166 454
0.1 158 453
0.11 150 453
0.12 142 452
0.13 133 450
0.14 124 450
0.15 115 448
0.16 101 446
0.17 95 444
0.18 89 442
0.19 85 441
0.2 78 437
0.21 76 437
0.22 74 437
0.23 73 437
0.24 73 437
0.25 73 437
0.26 73 437
0.27 74 437
0.28 74 437
0.29 78 437
0.3 79 438
0.31 81 438
0.32 84 438
0.33 86 438
0.34 87 438
0.35 90 437
0.36 91 437
0.37 94 435
0.38 97 433
0.39 100 433
0.4 104 432
0.41 104 432
0.42 106 431
0.43 106 430
0.44 109 429
0.45 110 426
0.46 110 424
0.47 110 423
0.48 110 418
0.49 110 417
0.5 110 414
0.51 110 413
0.52 110 411
0.53 111 411
0.54 111 411
0.55 111 411
0.56 111 411
0.57 111 411
0.58 113 411
0.59 115 411
0.6 120 410
0.61 123 410
0.62 126 409
0.63 129 409
0.64 138 406
0.65 143 404
0.66 148 402
0.67 154 400
0.68 165 395
0.69 170 392
0.7 175 389
0.71 179 386
0.72 184 382
0.73 190 376
0.74 196 370
0.75 201 362
0.76 208 348
0.77 210 340
0.78 211 333
0.79 211 326
0.8 210 312
0.81 206 306
0.82 202 299
0.83 196 294
0.84 184 286
0.85 176 283
0.86 168 280
0.87 159 279
0.88 139 279
0.89 129 279
0.9 119 282
0.91 110 284
0.92 101 289
0.93 92 294
0.94 85 298
0.95 79 306
0.96 77 310
0.97 77 314
0.98 75 319

Label: r
Points: 48
0 129 316
0.01 129 316
0.02 129 316
0.03 129 316
0.04 129 316
0.05 129 314
0.06 129 310
0.07 129 304
0.08 129 295
0.09 131 285
0.1 131 275
0.11 131 263
0.12 131 254
0.13 131 247
0.14 129 241
0.15 129 235
0.16 129 229
0.17 129 229
0.18 129 229
0.19 129 229
0.2 129 227
0.21 129 228
0.22 129 231
0.23 129 234
0.24 130 247
0.25 132 254
0.26 133 262
0.27 134 270
0.28 138 287
0.29 141 296
0.3 144 304
0.31 149 315
0.32 153 324
0.33 159 333
0.34 164 342
0.35 169 348
0.36 175 353
0.37 181 355
0.38 185 355
0.39 189 355
0.4 198 352
0.41 202 350
0.42 204 349
0.43 205 347
0.44 207 344
0.45 208 343
0.46 208 342
0.47 207 341

Label: q
Points: 75
0 184 308
0.01 184 311
0.02 182 315
0.03 180 319
0.04 169 328
0.05 162 331
0.06 153 335
0.07 143 339
0.08 122 342
0.09 111 342
0.1 101 342
0.11 92 339
0.12 85 337
0.13 76 331
0.14 69 324
0.15 64 318
0.16 59 309
0.17 55 300
0.18 55 291
0.19 55 282
0.2 57 273
0.21 63 266
0.22 67 261
0.23 74 255
0.24 80 252
0.25 90 250
0.26 99 248
0.27 110 248
0.28 129 247
0.29 136 248
0.3 143 249
0.31 150 251
0.32 159 255
0.33 161 257
0.34 164 259
0.35 165 262
0.36 168 263
0.37 171 265
0.38 171 267
0.39 174 269
0.4 174 272
0.41 174 274
0.42 174 274
0.43 174 275
0.44 174 275
0.45 174 275
0.46 174 275
0.47 174 275
0.48 172 273
0.49 174 266
0.5 174 259
0.51 176 247
0.52 177 219
0.53 177 204
0.54 177 190
0.55 176 175
0.56 172 149
0.57 172 137
0.58 170 125
0.59 170 115
0.6 167 97
0.61 165 89
0.62 165 83
0.63 163 77
0.64 163 69
0.65 162 66
0.66 162 66
0.67 162 64
0.68 162 64
0.69 162 66
0.7 162 66
0.71 162 67
0.72 162 69
0.73 160 70
0.74 160 70

Label: S
Points: 32
0 102 437
0.01 93 431
0.02 84 424
0.03 77 419
0.04 69 412
0.05 67 410
0.06 67 409
0.07 67 409
0.08 67 407
0.09 73 405
0.1 81 403
0.11 91 402
0.12 102 400
0.13 114 397
0.14 125 393
0.15 135 388
0.16 151 378
0.17 156 372
0.18 160 366
0.19 162 359
0.2 162 351
0.21 160 343
0.22 154 334
0.23 146 324
0.24 123 311
0.25 112 307
0.26 101 305
0.27 90 304
0.28 81 304
0.29 73 306
0.3 65 308
0.31 59 312

Label: G
Points: 36
0 205 477
0.01 202 479
0.02 198 481
0.03 194 482
0.04 188 482
0.05 184 484
0.06 180 484
0.07 177 484
0.08 173 485
0.09 168 483
0.1 162 482
0.11 156 480
0.12 142 473
0.13 135 468
0.14 127 463
0.15 120 456
0.16 102 441
0.17 93 432
0.18 85 422
0.19 78 413
0.2 67 392
0.21 63 382
0.22 61 372
0.23 61 362
0.24 63 344
0.25 67 335
0.26 72 328
0.27 79 321
0.28 96 309
0.29 107 305
0.3 119 301
0.31 132 298
0.32 145 297
0.33 159 297
0.34 174 299
0.35 186 304

Label: D
Points: 18
0 122 458
0.01 122 458
0.02 124 458
0.03 124 456
0.04 124 454
0.05 124 448
0.06 124 439
0.07 124 427
0.08 122 413
0.09 117 395
0.1 113 377
0.11 110 358
0.12 104 332
0.13 104 322
0.14 103 315
0.15 103 310
0.16 103 305
0.17 103 307

Label: R
Points: 92
0 113 478
0.01 113 477
0.02 113 475
0.03 115 473
0.04 115 465
0.05 115 462
0.06 115 456
0.07 115 449
0.08 110 434
0.09 107 425
0.1 104 415
0.11 101 406
0.12 98 395
0.13 98 381
0.14 96 367
0.15 94 353
0.16 97 328
0.17 99 318
0.18 102 310
0.19 104 303
0.2 107 293
0.21 107 290
0.22 107 288
0.23 107 288
0.24 108 288
0.25 108 289
0.26 108 292
0.27 108 297
0.28 108 311
0.29 109 318
0.3 109 328
0.31 110 338
0.32 112 361
0.33 112 373
0.34 114 386
0.35 114 400
0.36 116 414
0.37 119 430
0.38 122 445
0.39 125 460
0.4 128 473
0.41 132 483
0.42 136 491
0.43 140 497
0.44 145 503
0.45 149 505
0.46 156 506
0.47 162 506
0.48 169 504
0.49 177 500
0.5 183 495
0.51 191 487
0.52 198 479
0.53 209 463
0.54 212 455
0.55 215 447
0.56 217 437
0.57 217 429
0.58 217 420
0.59 217 412
0.6 212 407
0.61 202 399
0.62 197 398
0.63 191 397
0.64 185 397
0.65 178 397
0.66 171 399
0.67 164 401
0.68 153 405
0.69 149 407
0.7 145 409
0.71 141 411
0.72 141 411
0.73 141 411
0.74 140 410
0.75 141 405
0.76 142 401
0.77 144 396
0.78 146 391
0.79 148 384
0.8 152 376
0.81 156 367
0.82 162 351
0.83 164 343
0.84 166 336
0.85 168 328
0.86 171 315
0.87 173 309
0.88 173 304
0.89 175 300
0.9 176 293
0.91 176 291

Label: R
Points: 30
0 151 515
0.01 150 514
0.02 147 514
0.03 146 509
0.04 144 505
0.05 141 495
0.06 141 483
0.07 138 471
0.08 138 457
0.09 136 440
0.1 136 425
0.11 134 409
0.12 130 382
0.13 126 370
0.14 124 360
0.15 121 350
0.16 117 334
0.17 116 328
0.18 116 322
0.19 114 318
0.2 114 313
0.21 112 313
0.22 112 313
0.23 112 313
0.24 112 313
0.25 112 313
0.26 112 311
0.27 114 311
0.28 115 315
0.29 118 317

Label: Q
Points: 37
0 187 466
0.01 181 463
0.02 175 461
0.03 165 456
0.04 144 439
0.05 133 427
0.06 122 414
0.07 110 400
0.08 101 386
0.09 91 368
0.1 84 351
0.11 80 335
0.12 78 320
0.13 83 311
0.14 89 304
0.15 100 301
0.16 124 309
0.17 139 316
0.18 155 325
0.19 170 337
0.2 185 349
0.21 201 366
0.22 214 386
0.23 225 403
0.24 236 433
0.25 236 442
0.26 233 450
0.27 228 457
0.28 222 461
0.29 210 464
0.3 196 464
0.31 184 459
0.32 161 450
0.33 151 446
0.34 143 442
0.35 137 438
0.36 131 435

Label: U
Points: 77
0 84 498
0.01 84 498
0.02 84 498
0.03 84 498
0.04 84 497
0.05 84 494
0.06 85 491
0.07 85 487
0.08 85 474
0.09 85 467
0.1 84 459
0.11 82 450
0.12 77 430
0.13 76 419
0.14 74 408
0.15 73 397
0.16 71 385
0.17 71 372
0.18 70 358
0.19 71 346
0.2 72 327
0.21 75 320
0.22 77 314
0.23 80 309
0.24 85 301
0.25 87 299
0.26 89 297
0.27 91 295
0.28 93 295
0.29 98 297
0.3 102 300
0.31 108 304
0.32 120 314
0.33 126 321
0.34 129 329
0.35 135 338
0.36 146 359
0.37 152 371
0.38 161 397
0.39 163 404
0.4 165 410
0.41 168 418
0.42 172 434
0.43 173 440
0.44 173 445
0.45 175 450
0.46 177 455
0.47 177 458
0.48 179 460
0.49 179 460
0.5 179 462
0.51 179 462
0.52 179 462
0.53 179 462
0.54 179 460
0.55 181 458
0.56 181 456
0.57 181 452
0.58 181 440
0.59 179 434
0.6 179 426
0.61 179 418
0.62 179 409
0.63 181 397
0.64 181 385
0.65 179 374
0.66 179 352
0.67 179 344
0.68 179 335
0.69 179 327
0.7 183 310
0.71 183 303
0.72 184 296
0.73 184 291
0.74 186 281
0.75 186 279
0.76 186 277

Label: E
Points: 49
0 216 414
0.01 218 416
0.02 218 416
0.03 218 417
0.04 215 419
0.05 210 421
0.06 202 424
0.07 193 426
0.08 174 426
0.09 167 423
0.1 160 419
0.11 154 415
0.12 150 409
0.13 147 402
0.14 147 394
0.15 143 388
0.16 143 380
0.17 143 374
0.18 143 368
0.19 143 363
0.2 147 354
0.21 147 350
0.22 147 344
0.23 147 338
0.24 147 332
0.25 145 325
0.26 144 316
0.27 141 310
0.28 136 299
0.29 133 296
0.3 133 293
0.31 132 291
0.32 132 289
0.33 133 289
0.34 133 288
0.35 133 288
0.36 136 288
0.37 140 289
0.38 143 290
0.39 149 290
0.4 154 290
0.41 163 290
0.42 174 290
0.43 183 292
0.44 192 292
0.45 202 296
0.46 206 297
0.47 208 299
0.48 210 301

Label: x
Points: 27
0 112 390
0.01 112 390
0.02 113 390
0.03 113 388
0.04 117 384
0.05 122 376
0.06 128 366
0.07 136 354
0.08 144 342
0.09 154 327
0.1 162 312
0.11 171 298
0.12 183 271
0.13 189 260
0.14 194 251
0.15 200 245
0.16 203 241
0.17 208 236
0.18 210 233
0.19 210 229
0.2 214 225
0.21 214 223
0.22 214 223
0.23 215 220
0.24 215 219
0.25 215 219
0.26 215 219

Label: u
Points: 61
0 103 401
0.01 103 401
0.02 103 401
0.03 103 402
0.04 103 400
0.05 102 399
0.06 102 396
0.07 102 391
0.08 102 381
0.09 100 374
0.1 98 368
0.11 96 362
0.12 89 347
0.13 86 340
0.14 83 332
0.15 81 325
0.16 79 310
0.17 79 303
0.18 82 296
0.19 84 289
0.2 92 276
0.21 96 271
0.22 100 266
0.23 105 262
0.24 114 257
0.25 118 257
0.26 123 257
0.27 126 260
0.28 135 267
0.29 140 273
0.3 145 280
0.31 152 287
0.32 158 296
0.33 165 308
0.34 169 320
0.35 175 331
0.36 183 349
0.37 188 356
0.38 190 362
0.39 193 367
0.4 198 375
0.41 198 377
0.42 199 378
0.43 199 379
0.44 199 379
0.45 201 379
0.46 201 379
0.47 199 378
0.48 198 375
0.49 198 371
0.5 196 366
0.51 194 360
0.52 188 344
0.53 186 336
0.54 185 327
0.55 183 318
0.56 183 299
0.57 181 291
0.58 181 283
0.59 181 275
0.6 181 261

Label: O
Points: 46
0 101 473
0.01 101 468
0.02 101 464
0.03 99 459
0.04 98 452
0.05 95 444
0.06 89 433
0.07 86 422
0.08 75 401
0.09 72 392
0.1 68 382
0.11 65 372
0.12 62 353
0.13 62 345
0.14 62 336
0.15 65 327
0.16 75 314
0.17 80 307
0.18 88 303
0.19 94 300
0.2 102 297
0.21 117 297
0.22 124 297
0.23 133 300
0.24 143 305
0.25 151 311
0.26 162 320
0.27 171 331
0.28 177 343
0.29 187 368
0.3 190 379
0.31 192 391
0.32 192 403
0.33 188 414
0.34 183 428
0.35 175 441
0.36 166 451
0.37 151 466
0.38 144 471
0.39 139 474
0.4 131 477
0.41 120 479
0.42 115 479
0.43 109 478
0.44 104 475
0.45 99 471

Label: y
Points: 72
0 64 372
0.01 64 369
0.02 60 366
0.03 57 361
0.04 53 348
0.05 50 339
0.06 48 330
0.07 48 321
0.08 50 302
0.09 52 292
0.1 55 284
0.11 58 275
0.12 69 262
0.13 75 257
0.14 83 253
0.15 91 250
0.16 99 250
0.17 113 252
0.18 127 257
0.19 139 264
0.2 161 278
0.21 168 286
0.22 175 295
0.23 180 306
0.24 183 316
0.25 183 331
0.26 180 343
0.27 177 355
0.28 172 371
0.29 170 374
0.3 166 374
0.31 163 374
0.32 157 371
0.33 154 368
0.34 154 362
0.35 152 355
0.36 152 338
0.37 152 328
0.38 154 320
0.39 154 309
0.4 159 299
0.41 161 286
0.42 163 270
0.43 167 257
0.44 168 241
0.45 171 228
0.46 176 212
0.47 180 195
0.48 187 178
0.49 197 148
0.5 203 137
0.51 208 127
0.52 213 117
0.53 218 100
0.54 216 93
0.55 213 87
0.56 209 83
0.57 192 79
0.58 180 79
0.59 169 79
0.6 157 81
0.61 137 91
0.62 128 98
0.63 122 108
0.64 114 128
0.65 111 138
0.66 111 150
0.67 111 161
0.68 120 186
0.69 125 198
0.7 132 208
0.71 141 219

Label: T
Points: 23
0 141 420
0.01 141 420
0.02 140 420
0.03 140 418
0.04 140 416
0.05 143 413
0.06 144 410
0.07 146 406
0.08 148 399
0.09 148 392
0.1 149 383
0.11 149 363
0.12 147 352
0.13 147 341
0.14 143 330
0.15 140 309
0.16 140 298
0.17 137 289
0.18 137 280
0.19 133 265
0.2 133 260
0.21 132 255
0.22 132 253

Label: o
Points: 41
0 143 392
0.01 139 388
0.02 136 383
0.03 133 378
0.04 125 365
0.05 120 356
0.06 116 348
0.07 113 340
0.08 110 331
0.09 108 320
0.1 108 309
0.11 108 299
0.12 114 283
0.13 119 275
0.14 125 269
0.15 132 264
0.16 139 259
0.17 152 257
0.18 163 257
0.19 176 257
0.2 190 260
0.21 201 267
0.22 212 276
0.23 222 287
0.24 236 313
0.25 240 326
0.26 242 340
0.27 242 352
0.28 240 361
0.29 234 371
0.3 227 379
0.31 217 386
0.32 205 392
0.33 193 392
0.34 181 392
0.35 169 389
0.36 151 379
0.37 144 373
0.38 139 368
0.39 135 363
0.4 131 356

Label: p
Points: 61
0 37 300
0.01 35 295
0.02 33 287
0.03 31 278
0.04 29 256
0.05 28 242
0.06 28 230
0.07 26 217
0.08 26 204
0.09 26 192
0.1 24 178
0.11 24 165
0.12 20 145
0.13 20 140
0.14 18 135
0.15 18 134
0.16 16 134
0.17 16 135
0.18 16 138
0.19 16 143
0.2 19 155
0.21 21 164
0.22 23 174
0.23 25 183
0.24 30 206
0.25 31 220
0.26 31 234
0.27 31 249
0.28 31 276
0.29 30 289
0.3 27 301
0.31 26 312
0.32 24 321
0.33 24 329
0.34 21 338
0.35 21 345
0.36 25 355
0.37 28 357
0.38 33 358
0.39 39 358
0.4 55 359
0.41 64 359
0.42 71 355
0.43 80 351
0.44 95 340
0.45 101 336
0.46 108 328
0.47 114 322
0.48 125 304
0.49 128 296
0.5 130 290
0.51 130 282
0.52 126 271
0.53 121 266
0.54 113 262
0.55 104 260
0.56 90 258
0.57 75 258
0.58 60 259
0.59 33 264
0.6 24 267

Label: V
Points: 38
0 107 431
0.01 110 431
0.02 111 429
0.03 113 426
0.04 116 417
0.05 116 409
0.06 117 400
0.07 117 389
0.08 115 376
0.09 115 360
0.1 114 343
0.11 114 328
0.12 114 314
0.13 114 304
0.14 117 296
0.15 117 291
0.16 117 288
0.17 119 288
0.18 122 292
0.19 125 297
0.2 139 312
0.21 146 323
0.22 153 335
0.23 160 350
0.24 167 364
0.25 175 382
0.26 182 399
0.27 189 414
0.28 198 435
0.29 201 440
0.3 203 444
0.31 206 446
0.32 208 448
0.33 209 448
0.34 209 447
0.35 212 444
0.36 215 441
0.37 216 437

Label: K
Points: 18
0 138 418
0.01 138 416
0.02 138 414
0.03 138 409
0.04 136 393
0.05 136 381
0.06 134 367
0.07 132 353
0.08 128 323
0.09 125 310
0.1 125 297
0.11 122 285
0.12 120 268
0.13 118 261
0.14 116 256
0.15 113 252
0.16 110 245
0.17 110 244

Label: q
Points: 115
0 144 388
0.01 144 388
0.02 144 388
0.03 143 388
0.04 140 385
0.05 137 382
0.06 134 379
0.07 131 375
0.08 127 371
0.09 122 362
0.1 116 354
0.11 110 344
0.12 104 334
0.13 99 325
0.14 92 312
0.15 85 300
0.16 78 289
0.17 68 267
0.18 66 258
0.19 65 248
0.2 65 239
0.21 65 231
0.22 65 224
0.23 69 212
0.24 71 212
0.25 74 212
0.26 77 212
0.27 87 215
0.28 90 218
0.29 95 222
0.3 101 228
0.31 107 235
0.32 114 245
0.33 123 258
0.34 129 272
0.35 135 286
0.36 142 302
0.37 147 317
0.38 152 331
0.39 159 344
0.4 162 354
0.41 164 361
0.42 164 366
0.43 166 372
0.44 166 372
0.45 166 373
0.46 167 373
0.47 167 372
0.48 169 371
0.49 169 368
0.5 171 366
0.51 171 362
0.52 171 358
0.53 170 354
0.54 168 349
0.55 167 340
0.56 167 335
0.57 165 331
0.58 165 327
0.59 162 317
0.6 162 312
0.61 160 306
0.62 160 300
0.63 162 287
0.64 162 279
0.65 162 272
0.66 160 265
0.67 158 247
0.68 156 239
0.69 154 229
0.7 152 220
0.71 147 199
0.72 145 189
0.73 145 178
0.74 144 167
0.75 144 145
0.76 144 133
0.77 143 121
0.78 143 109
0.79 140 85
0.8 138 74
0.81 138 63
0.82 137 54
0.83 138 37
0.84 138 31
0.85 141 26
0.86 143 20
0.87 148 16
0.88 149 14
0.89 151 14
0.9 153 14
0.91 158 14
0.92 161 17
0.93 165 20
0.94 168 25
0.95 175 38
0.96 179 46
0.97 183 56
0.98 187 65
0.99 196 89
1.0 202 101
1.01 205 113
1.02 210 124
1.03 215 144
1.04 216 151
1.05 216 156
1.06 214 161
1.07 209 168
1.08 205 171
1.09 199 174
1.1 194 176
1.11 182 181
1.12 177 183
1.13 173 183
1.14 171 183

Label: B
Points: 62
0 98 336
0.01 96 329
0.02 93 323
0.03 91 318
0.04 90 315
0.05 90 315
0.06 90 318
0.07 90 323
0.08 92 331
0.09 97 345
0.1 102 360
0.11 110 377
0.12 124 409
0.13 131 423
0.14 139 436
0.15 146 447
0.16 154 456
0.17 163 463
0.18 171 469
0.19 178 473
0.2 190 476
0.21 195 474
0.22 199 471
0.23 200 468
0.24 200 462
0.25 199 454
0.26 194 444
0.27 190 432
0.28 173 409
0.29 164 398
0.3 155 389
0.31 146 381
0.32 137 374
0.33 128 370
0.34 119 367
0.35 113 365
0.36 109 367
0.37 107 369
0.38 111 374
0.39 116 380
0.4 124 387
0.41 136 393
0.42 146 396
0.43 162 398
0.44 179 398
0.45 193 397
0.46 216 389
0.47 222 384
0.48 228 375
0.49 231 365
0.5 230 343
0.51 226 329
0.52 218 317
0.53 208 306
0.54 185 287
0.55 173 281
0.56 161 277
0.57 150 275
0.58 130 277
0.59 122 278
0.6 113 281
0.61 107 284

Label: f
Points: 37
0 223 421
0.01 223 421
0.02 223 421
0.03 223 423
0.04 223 426
0.05 222 428
0.06 220 431
0.07 218 434
0.08 215 437
0.09 210 441
0.1 205 445
0.11 199 450
0.12 185 455
0.13 177 457
0.14 171 455
0.15 164 454
0.16 157 450
0.17 151 443
0.18 144 437
0.19 138 427
0.2 126 409
0.21 122 398
0.22 118 386
0.23 114 374
0.24 112 361
0.25 112 345
0.26 110 329
0.27 109 312
0.28 109 296
0.29 109 282
0.3 109 270
0.31 109 261
0.32 109 253
0.33 109 250
0.34 109 246
0.35 111 243
0.36 111 243

Label: 8
Points: 59
0 139 486
0.01 139 486
0.02 136 486
0.03 133 483
0.04 128 480
0.05 122 475
0.06 117 467
0.07 110 461
0.08 100 446
0.09 98 441
0.1 98 435
0.11 98 430
0.12 103 419
0.13 109 414
0.14 117 408
0.15 126 403
0.16 145 391
0.17 154 384
0.18 161 376
0.19 167 367
0.2 174 346
0.21 174 337
0.22 174 327
0.23 169 318
0.24 163 309
0.25 149 298
0.26 140 295
0.27 131 294
0.28 123 294
0.29 116 296
0.3 111 300
0.31 108 308
0.32 106 317
0.33 108 326
0.34 113 338
0.35 121 349
0.36 130 360
0.37 151 384
0.38 159 395
0.39 168 406
0.4 176 416
0.41 181 426
0.42 188 436
0.43 192 444
0.44 195 451
0.45 197 459
0.46 197 463
0.47 197 468
0.48 193 472
0.49 189 475
0.5 180 478
0.51 173 478
0.52 166 478
0.53 157 475
0.54 149 471
0.55 140 466
0.56 131 460
0.57 123 455
0.58 111 446

Label: 5
Points: 49
0 72 441
0.01 68 440
0.02 65 438
0.03 61 435
0.04 55 429
0.05 51 423
0.06 44 417
0.07 40 408
0.08 34 401
0.09 28 392
0.1 25 383
0.11 20 377
0.12 14 368
0.13 14 368
0.14 14 367
0.15 14 367
0.16 16 368
0.17 19 370
0.18 22 373
0.19 28 377
0.2 35 381
0.21 43 387
0.22 52 391
0.23 63 396
0.24 84 400
0.25 93 401
0.26 101 401
0.27 108 401
0.28 116 398
0.29 127 394
0.3 136 388
0.31 146 380
0.32 154 373
0.33 163 358
0.34 164 348
0.35 164 337
0.36 164 326
0.37 160 314
0.38 155 303
0.39 146 293
0.4 136 283
0.41 113 271
0.42 103 268
0.43 95 268
0.44 86 268
0.45 78 269
0.46 68 273
0.47 59 278
0.48 51 285

Label: 7
Points: 54
0 92 506
0.01 92 506
0.02 92 506
0.03 91 506
0.04 91 506
0.05 91 506
0.06 91 506
0.07 91 506
0.08 91 506
0.09 92 506
0.1 96 503
0.11 100 503
0.12 106 502
0.13 114 502
0.14 125 502
0.15 135 500
0.16 148 500
0.17 164 499
0.18 180 498
0.19 195 496
0.2 208 495
0.21 215 495
0.22 219 494
0.23 221 496
0.24 221 496
0.25 221 496
0.26 221 496
0.27 220 495
0.28 220 492
0.29 220 489
0.3 220 486
0.31 217 482
0.32 217 477
0.33 212 463
0.34 210 456
0.35 204 445
0.36 198 434
0.37 191 419
0.38 184 403
0.39 176 387
0.4 168 370
0.41 161 355
0.42 151 328
0.43 147 318
0.44 146 310
0.45 143 304
0.46 141 299
0.47 141 294
0.48 138 291
0.49 138 289
0.5 137 289
0.51 137 287
0.52 137 286
0.53 137 286

Label: a
Points: 77
0 221 366
0.01 221 369
0.02 221 372
0.03 221 375
0.04 220 383
0.05 219 387
0.06 219 392
0.07 215 396
0.08 212 401
0.09 208 406
0.1 201 412
0.11 194 418
0.12 185 424
0.13 176 430
0.14 168 434
0.15 158 438
0.16 144 441
0.17 138 441
0.18 136 441
0.19 132 438
0.2 129 434
0.21 126 428
0.22 121 420
0.23 118 410
0.24 113 389
0.25 111 381
0.26 111 371
0.27 113 363
0.28 117 347
0.29 117 341
0.3 122 334
0.31 126 329
0.32 137 321
0.33 142 318
0.34 147 316
0.35 151 314
0.36 158 312
0.37 168 312
0.38 175 312
0.39 185 315
0.4 197 316
0.41 202 319
0.42 207 320
0.43 212 323
0.44 217 330
0.45 219 336
0.46 222 340
0.47 223 347
0.48 225 354
0.49 225 362
0.5 225 369
0.51 225 375
0.52 224 380
0.53 224 383
0.54 222 383
0.55 222 385
0.56 222 385
0.57 222 385
0.58 222 383
0.59 225 377
0.6 228 371
0.61 230 364
0.62 234 356
0.63 240 339
0.64 240 332
0.65 242 327
0.66 244 317
0.67 245 314
0.68 247 311
0.69 247 309
0.7 252 306
0.71 252 306
0.72 252 305
0.73 253 302
0.74 253 302
0.75 253 300
0.76 253 300

Label: n
Points: 44
0 81 329
0.01 81 329
0.02 81 326
0.03 81 323
0.04 77 311
0.05 77 303
0.06 75 293
0.07 75 284
0.08 73 276
0.09 73 267
0.1 71 262
0.11 71 257
0.12 69 254
0.13 69 254
0.14 69 254
0.15 69 254
0.16 71 259
0.17 74 264
0.18 77 271
0.19 82 278
0.2 93 293
0.21 96 302
